countyFIPS,State,County Name_x,population,2020-06-07 00:00:00,2020-06-14 00:00:00,2020-06-21 00:00:00,2020-06-28 00:00:00,2020-07-05 00:00:00,2020-07-12 00:00:00,2020-07-19 00:00:00,2020-07-26 00:00:00,2020-08-02 00:00:00,2020-08-09 00:00:00,2020-08-16 00:00:00,2020-08-23 00:00:00,2020-08-30 00:00:00,2020-09-06 00:00:00,2020-09-13 00:00:00,2020-09-20 00:00:00,2020-09-27 00:00:00,2020-10-04 00:00:00,2020-10-11 00:00:00,2020-10-18 00:00:00,2020-10-25 00:00:00,2020-11-01 00:00:00,2020-11-08 00:00:00,2020-11-15 00:00:00,2020-11-22 00:00:00,2020-11-29 00:00:00,2020-12-06 00:00:00,2020-12-13 00:00:00,2020-12-20 00:00:00,2020-12-27 00:00:00,2021-01-03 00:00:00
30009,MT,Carbon County ,10725,42,42,64,114,168,214,266,301,364,442,518,561,594,631,672,732,800,873,1009,1288,1506,1752,2151,2954,3586,3993,4232,4458,4590,4678,4757
30011,MT,Carter County ,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,46,57,148,294,467,571,622,715,769,832,878,926,942,951
30013,MT,Cascade County ,81366,119,120,141,179,226,286,416,650,934,1116,1212,1329,1818,2340,2831,3422,4418,5518,6850,8607,11240,14050,18114,21519,29495,33021,36939,40504,43256,45431,46354
30015,MT,Chouteau County ,5635,0,0,0,0,0,0,0,18,31,56,70,70,70,76,91,120,176,229,295,350,529,746,987,1240,1553,1846,2009,2143,2282,2459,2584
30017,MT,Custer County ,11402,0,12,125,166,203,234,276,305,354,404,427,436,457,469,515,631,772,832,911,1168,1596,2200,2705,3263,4266,4889,5376,5953,6257,6535,6810
30019,MT,Daniels County ,1690,0,0,0,0,0,0,0,2,12,20,21,21,21,21,21,21,33,39,67,91,167,280,377,438,574,729,867,936,952,958,964
30021,MT,Dawson County ,8613,0,0,2,38,56,56,56,58,91,115,173,212,254,337,389,452,529,567,728,995,1312,1746,2217,2772,3518,4200,4765,5492,6016,6342,6527
30023,MT,Deer Lodge County ,9140,21,21,21,26,32,37,48,72,126,163,190,216,229,353,584,663,798,914,1528,2028,2599,3127,3517,3997,4463,4878,5231,5514,5670,5805,5918
30025,MT,Fallon County ,2846,0,0,0,0,0,1,7,9,14,14,14,14,14,18,28,31,35,72,148,204,306,504,703,931,1374,1647,1752,1821,1838,1854,1869
30027,MT,Fergus County ,11050,7,7,11,14,14,14,20,28,38,62,125,166,193,239,339,374,426,469,651,1006,1263,1596,1995,2511,3299,3981,4679,5400,5697,5878,6003
30029,MT,Flathead County ,103806,259,260,300,354,425,459,675,1118,1581,2094,2573,3062,3810,4512,5015,5410,6603,8555,11889,15963,19579,23284,27581,32679,38521,44846,49713,54064,57369,59820,61756
30031,MT,Gallatin County ,114434,1116,1253,1386,1588,1954,2481,3500,4844,5813,6321,6780,7011,7308,7638,7936,8247,8972,10205,12190,14513,17709,22304,28206,35327,43681,49338,53549,57568,60240,62276,64967
30033,MT,Garfield County ,1258,0,0,0,0,0,0,42,82,84,84,84,84,86,98,107,112,116,124,126,131,159,184,215,265,386,442,456,463,477,483,501
30035,MT,Glacier County ,13753,42,42,44,52,145,183,214,286,369,454,574,679,893,974,1082,1207,1644,2731,4012,5113,5766,6671,7450,7656,7898,8123,8290,8465,8800,9109,9247
30037,MT,Golden Valley County ,821,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,25,35,35,38,84,111,112,130,156,168,169,186,256,291,299
30039,MT,Granite County ,3379,0,0,0,6,26,35,42,42,44,87,122,126,128,141,149,154,154,172,228,312,389,467,552,627,774,861,928,1015,1068,1113,1144
30041,MT,Hill County ,16484,7,7,7,7,8,63,149,250,279,289,321,350,510,646,731,862,1009,1362,2052,3166,4485,5731,6832,7582,8359,9018,9674,10190,10628,11134,11441
30043,MT,Jefferson County ,12221,21,21,21,21,25,45,89,120,152,191,208,231,259,279,303,351,480,601,689,822,982,1213,1478,1897,2584,3155,3654,4224,4686,5093,5407
30045,MT,Judith Basin County ,2007,0,0,0,0,0,0,0,5,15,21,21,21,33,42,42,42,44,56,63,81,98,103,137,210,306,354,448,489,511,536,539
30047,MT,Lake County ,30458,42,51,75,93,133,251,599,845,1098,1217,1290,1334,1378,1479,1605,1733,1860,1997,2258,2728,3375,4010,4749,5320,6111,6941,7822,8553,9478,9900,10265
30049,MT,Lewis and Clark County ,69432,125,137,153,175,207,290,468,649,826,1044,1176,1296,1354,1411,1455,1517,1726,2295,2873,3727,5184,7008,8831,11211,14560,18125,21906,25803,28812,31544,33728
30051,MT,Liberty County ,2337,7,7,7,7,7,7,7,7,7,7,7,7,27,48,79,108,121,139,162,193,196,222,270,285,418,568,657,679,679,696,704
30053,MT,Lincoln County ,19980,49,49,49,49,58,77,284,354,438,514,543,556,603,634,709,729,760,926,1182,1543,1868,2187,2538,3402,4337,4977,5539,6082,6554,7090,7573
30055,MT,McCone County ,1664,0,0,0,0,0,0,0,7,7,17,33,35,59,96,100,129,133,171,203,272,387,437,487,516,576,665,762,857,918,970,999
30057,MT,Madison County ,8600,56,56,56,56,80,169,267,362,484,559,585,620,642,658,669,679,693,779,839,895,1055,1268,1614,2000,2501,2793,2961,3159,3303,3421,3551
30059,MT,Meagher County ,1862,7,7,7,7,13,24,28,28,28,28,28,28,28,28,63,126,175,202,269,322,411,552,646,685,714,751,767,770,770,775,780
30061,MT,Mineral County ,4397,0,0,0,0,0,0,0,0,0,0,12,14,14,14,14,14,14,35,51,75,102,107,119,140,239,401,558,698,890,1099,1222
30063,MT,Missoula County ,119600,280,282,325,415,670,870,984,1256,1639,2073,2457,2759,2938,3069,3223,3689,4560,5867,8082,10306,12882,15754,18848,22508,26899,31225,34795,38286,40675,42859,44543
30065,MT,Musselshell County ,4633,7,7,7,7,7,7,7,7,12,18,24,34,60,109,155,211,245,258,272,383,572,801,968,1167,1305,1442,1583,1725,1815,1841,1848
30067,MT,Park County ,16606,56,56,58,65,86,117,174,243,315,378,415,441,441,457,510,590,652,747,926,1148,1456,1818,2157,2715,3498,4164,4785,5274,5638,5907,6086
30069,MT,Petroleum County ,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,21,22,28,29,37,46,60,70,70,70,70
30071,MT,Phillips County ,3954,0,0,0,0,0,0,0,0,0,87,497,706,767,793,798,815,836,856,882,957,1070,1243,1424,1522,1673,1874,2147,2460,2669,2870,2977
30073,MT,Pondera County ,5911,14,14,14,14,14,14,23,52,62,71,77,88,105,112,115,135,171,389,650,871,979,1244,1378,1487,1799,2069,2240,2451,2561,2652,2696
30075,MT,Powder River County ,1682,0,0,0,0,0,0,0,4,7,7,7,7,13,14,14,17,44,128,204,292,350,422,485,507,554,606,629,634,657,697,713
30077,MT,Powell County ,6890,0,0,0,0,0,0,0,0,9,14,14,15,68,70,70,70,78,87,117,212,568,1002,1741,2351,2822,4337,5028,5200,5416,5469,5522
30079,MT,Prairie County ,1077,0,0,0,0,0,0,0,0,0,6,7,7,7,7,7,7,9,49,156,198,215,229,245,282,414,543,741,827,859,868,868
30081,MT,Ravalli County ,43806,98,102,119,151,233,286,331,367,463,542,588,626,708,778,797,846,931,1101,1396,1952,2650,3435,4302,5120,7116,10016,11494,12789,13719,14396,14965
30083,MT,Richland County ,10803,21,21,33,64,113,174,225,264,312,327,335,360,392,424,464,499,541,747,1004,1255,1679,2341,2617,3034,3418,3519,4671,5150,5505,5931,6130
30085,MT,Roosevelt County ,11004,49,49,49,49,49,53,56,61,108,147,184,220,238,351,476,785,1826,2810,3640,4991,5935,6662,7376,7671,8128,8502,8818,9101,9415,9628,9721
30087,MT,Rosebud County ,8937,6,7,21,59,68,76,105,122,145,207,393,755,1327,2164,2744,3644,4326,4575,4853,4998,5176,5489,5733,5733,5826,5960,6238,6650,6933,7106,7202
30089,MT,Sanders County ,12113,0,0,0,0,0,0,21,42,61,63,79,166,217,269,292,302,319,349,467,558,627,700,810,985,1290,1544,1842,2208,2605,2910,3083
30091,MT,Sheridan County ,3309,0,0,0,0,3,7,13,19,21,29,35,35,35,35,37,52,90,122,183,270,386,526,774,1230,1564,1809,2064,2246,2381,2429,2485
30093,MT,Silver Bow County ,34915,77,77,77,86,117,153,191,231,372,541,712,751,774,840,1029,1357,1693,1922,2274,2806,3506,4146,5227,6752,10543,14127,16199,17944,19071,20196,21174
30095,MT,Stillwater County ,9642,7,14,21,28,40,54,78,105,124,153,200,227,242,272,319,349,418,573,721,907,1209,1527,1823,2201,2637,2898,3151,3365,3552,3701,3798
30097,MT,Sweet Grass County ,3737,0,0,0,0,0,0,7,25,28,33,36,52,72,193,246,259,286,336,368,401,461,610,857,1134,1432,1672,1867,2011,2108,2152,2193
30099,MT,Teton County ,6147,0,0,0,0,30,81,105,105,105,105,105,112,123,126,129,140,145,210,337,444,547,629,715,861,1046,1251,1563,1852,1963,2062,2176
30101,MT,Toole County ,4736,203,203,207,217,217,217,217,217,217,272,311,328,329,369,419,467,515,828,1194,2027,2133,2232,3103,3875,4046,4163,4303,4505,4624,4695,4709
30103,MT,Treasure County ,696,0,0,0,10,14,14,14,14,14,14,14,18,21,21,21,21,21,21,50,71,97,162,168,179,196,196,228,257,272,291,301
30105,MT,Valley County ,7396,0,0,4,7,25,28,28,46,70,96,185,247,267,334,357,378,497,681,954,1536,2094,2506,2968,3283,3580,3802,4055,4245,4375,4448,4504
30107,MT,Wheatland County ,2126,7,7,7,7,7,13,14,14,18,21,21,21,21,21,35,52,91,140,187,366,423,479,524,565,655,697,750,804,853,946,981
30109,MT,Wibaux County ,969,0,0,0,0,0,0,6,7,11,21,21,29,35,50,56,58,63,83,179,239,269,300,324,369,494,586,623,670,750,784,791
30111,MT,Yellowstone County ,161300,724,750,803,969,1469,2667,4313,5519,6912,8321,9894,11558,13406,15293,16703,18694,21035,23926,27604,32965,38863,45800,52332,59648,67451,73715,79666,86070,90890,94152,96732
0,OR,Statewide Unallocated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1341,0,0,0
41001,OR,Baker County ,16124,7,7,7,7,24,58,89,118,179,255,325,400,473,527,610,626,643,688,743,779,798,949,1165,1400,1688,1896,2128,2419,2634,2910,3235
41003,OR,Benton County ,93053,411,440,458,526,609,720,850,920,1023,1141,1253,1357,1450,1534,1647,1790,2075,2335,2587,2822,2986,3191,3427,3980,4664,5283,5991,6793,7994,8715,9327
41005,OR,Clackamas County ,418187,2340,3024,3794,4572,5434,6413,7501,8437,9376,10373,11302,12261,13190,14046,14804,15450,16420,17399,18548,19915,21155,22826,25648,29976,34696,40456,47889,54012,60066,65317,69706
41007,OR,Clatsop County ,40224,315,319,322,331,345,383,408,471,514,584,615,643,661,674,695,755,1123,1551,1596,1632,1659,1743,1920,2065,2215,2437,2694,3018,3298,3546,3828
41009,OR,Columbia County ,52354,112,130,170,188,229,321,412,457,512,620,722,831,892,923,969,1033,1115,1325,1540,1661,1761,1904,2068,2323,2721,3269,3849,4387,4901,5395,5806
41011,OR,Coos County ,64487,221,224,233,268,289,346,427,523,576,624,643,661,749,847,900,942,1048,1156,1338,1420,1617,1815,1954,2220,2526,2862,3291,3844,4280,4754,5214
41013,OR,Crook County ,24404,42,50,62,65,78,113,146,208,273,306,355,376,378,391,410,419,428,440,457,527,661,792,908,1092,1247,1480,1800,2211,2559,2850,3092
41015,OR,Curry County ,22925,49,49,49,49,52,61,64,81,97,100,121,136,140,149,170,184,216,222,251,384,395,411,482,553,667,854,1061,1261,1559,1803,1935
41017,OR,Deschutes County ,197692,915,948,979,1095,1359,1652,2167,2859,3536,3992,4368,4597,4767,4880,4977,5200,5621,6147,6672,7120,7619,8330,9606,10950,12549,14988,18246,21122,23475,25692,27554
41019,OR,Douglas County ,110980,197,203,214,250,307,399,519,717,865,1007,1104,1168,1216,1254,1286,1387,1558,1724,1912,2105,2346,2573,2985,3903,5061,6189,7052,7948,8608,9253,9603
41021,OR,Gilliam County ,1912,0,0,0,0,2,7,14,17,24,28,28,28,28,28,29,48,56,56,62,76,77,90,119,123,143,152,164,173,203,231,254
41023,OR,Grant County ,7199,7,7,7,7,7,7,7,12,14,21,28,36,56,56,56,56,61,70,70,70,73,83,211,432,609,912,974,1068,1133,1167,1189
41025,OR,Harney County ,7393,7,7,7,7,7,12,14,35,55,68,75,77,78,84,84,84,84,84,86,91,132,241,296,383,540,650,740,811,842,890,929
41027,OR,Hood River County ,23382,233,492,592,616,621,700,808,989,1120,1255,1455,1546,1569,1656,1666,1682,1737,1769,1821,1876,1913,1981,2065,2168,2399,2679,3103,3641,4421,5190,5628
41029,OR,Jackson County ,220944,482,534,597,669,907,1155,1442,1847,2381,3036,3610,4439,5324,5961,6553,7047,7736,8467,9197,10011,11104,12581,14899,18245,21980,25321,28751,32118,35411,38168,40722
41031,OR,Jefferson County ,24658,348,444,512,611,852,1043,1253,1616,2029,2369,2734,3010,3168,3255,3361,3507,3650,3860,4040,4138,4193,4252,4361,4647,5136,5611,6243,7414,8362,9201,9856
41033,OR,Josephine County ,87487,161,161,177,193,290,399,453,546,678,774,910,1035,1070,1145,1213,1264,1358,1451,1615,1757,1825,1902,2040,2304,2700,3431,4202,5106,6220,7276,8201
41035,OR,Klamath County ,68238,311,331,498,725,866,926,1009,1185,1313,1397,1439,1527,1609,1647,1672,1830,1948,2048,2418,2745,2826,2972,3165,3505,4136,5352,6986,8767,10299,11973,13190
41037,OR,Lake County ,7869,14,22,40,65,132,161,175,196,196,196,196,196,196,196,196,196,210,231,236,238,239,300,337,387,568,809,1003,1129,1244,1307,1367
41039,OR,Lane County ,382067,551,591,649,829,1263,1875,2410,2948,3404,3879,4264,4493,4731,5259,5734,6385,7707,9388,11617,13738,15726,17390,18974,21479,24932,28704,32367,36594,40827,44864,47926
41041,OR,Lincoln County ,49962,227,1231,1716,2108,2310,2481,2548,2628,2703,2854,2992,3120,3218,3270,3290,3294,3338,3375,3438,3529,3577,3629,3667,3732,3877,4204,4664,5149,5507,5780,6115
41043,OR,Linn County ,129749,847,870,885,936,1059,1174,1330,1464,1645,1866,2165,2445,2606,2760,2929,3133,3470,3805,4375,4998,5415,5932,6653,7332,8224,9392,11388,13489,15377,17023,18324
41045,OR,Malheur County ,30571,227,235,299,476,1030,1901,3188,3784,4415,5139,5984,6819,7706,8600,9372,10323,11109,11627,12155,12685,13176,13665,14254,14891,15698,16523,17359,18078,18636,19449,20091
41047,OR,Marion County ,347818,7081,7764,8701,9780,10959,12244,14131,16026,17795,19580,21421,23619,25666,27527,29037,30451,32029,33689,35546,37451,39509,42215,45768,50122,55582,61590,68646,76051,83310,90180,96605
41049,OR,Morrow County ,11603,86,94,158,300,535,880,1209,1509,1926,2337,2711,2899,2977,3125,3244,3359,3459,3598,3692,3746,3797,3857,3965,4103,4217,4488,4767,5075,5296,5474,5655
41051,OR,Multnomah County ,812855,8556,9842,11745,13901,16175,18853,22438,26235,29803,32839,35945,38551,40941,42965,44945,46881,49103,51453,54365,57927,61992,66750,73849,84379,96663,111452,129380,142770,155235,166735,175613
41053,OR,Polk County ,86085,706,784,902,936,1050,1181,1331,1567,1938,2132,2382,2660,2824,3060,3259,3438,3622,3785,4016,4249,4488,4702,5201,5904,6796,8094,9480,10572,11596,12620,13675
41055,OR,Sherman County ,1780,7,7,7,7,11,24,41,56,68,104,112,112,113,124,126,126,126,126,126,126,126,140,159,161,161,161,164,175,198,215,217
41057,OR,Tillamook County ,27036,42,42,42,48,82,108,145,165,172,232,242,252,264,275,308,328,357,373,414,467,488,515,577,655,758,835,1036,1221,1537,1908,2120
41059,OR,Umatilla County ,77950,880,1086,1492,2500,4267,6221,8315,10663,13139,15252,16601,17480,18234,19103,19677,20207,20585,21284,21943,22564,23167,23976,24941,26268,27892,29739,31611,33291,34970,36903,38915
41061,OR,Union County ,26835,42,76,1616,2080,2419,2553,2639,2693,2706,2746,2774,2830,2890,2942,2988,3040,3077,3117,3142,3179,3230,3370,3609,3991,4548,5261,5736,6099,6455,6723,6843
41063,OR,Wallowa County ,7208,16,25,36,56,66,85,110,126,131,133,139,147,153,159,161,186,201,228,247,264,286,347,426,470,489,493,502,508,527,525,532
41065,OR,Wasco County ,26682,206,253,302,390,549,728,863,957,1069,1253,1380,1434,1442,1489,1570,1617,1928,2102,2194,2307,2387,2465,2613,2758,3079,3534,3954,4601,5068,5718,6253
41067,OR,Washington County ,601592,5360,5836,6816,8283,10082,12087,14365,16551,18827,20716,22622,24131,25665,27103,28227,29449,30940,32622,34460,36690,38839,41986,45964,51767,58429,67518,78648,88599,97024,104885,111680
41069,OR,Wheeler County ,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,7,7,9,21,40,64,80,105,118
41071,OR,Yamhill County ,107100,534,619,670,743,894,1200,1539,1809,2251,2931,3427,3877,4287,4542,4832,5061,5246,5493,5919,6407,6766,7118,7685,8873,10172,11489,12801,14377,15889,17335,18350
0,WA,Statewide Unallocated,0,243,214,327,317,788,959,924,1082,1225,1309,1545,1634,1807,2011,2074,2028,2078,2206,2314,2486,2571,2663,2897,2972,3184,3577,4056,8747,9399,10052,9951
53001,WA,Adams County ,19983,512,607,701,791,1015,1494,1860,2291,2632,2917,3303,3644,4156,4639,5083,5472,5794,6085,6170,6296,6375,6478,6761,7300,8357,9225,9581,10179,10538,11072,11216
53003,WA,Asotin County ,22582,133,136,140,141,147,147,147,152,162,174,227,307,354,384,422,528,681,851,985,1164,1425,1800,2245,3041,3684,4386,4968,5527,5978,6202,6537
53005,WA,Benton County ,204390,6032,7305,8992,10904,12861,15253,18524,21207,23753,25431,26624,27513,28518,29321,29919,30612,31402,32267,33327,34322,35598,37025,39608,43476,48289,53901,58980,65900,71550,77359,79712
53007,WA,Chelan County ,77200,1792,1878,1943,2098,2560,3432,4539,5870,7186,8732,10102,11128,11919,12166,12431,12758,12869,13030,13274,13545,13826,14069,14411,14897,15365,16097,17188,18099,22078,31777,33195
53009,WA,Clallam County ,77331,185,196,221,237,276,340,453,504,620,712,1008,1237,1425,1486,1505,1533,1587,1643,1688,1729,1799,1877,1936,2073,2471,3053,3498,3941,4203,4676,4840
53011,WA,Clark County ,488241,3833,4151,4438,4740,5580,7020,7971,8983,10058,11979,13090,14034,14857,15699,16530,17594,20159,23472,25123,26994,28867,31002,33987,39127,47157,56394,64662,73577,80456,87025,90972
53013,WA,Columbia County ,3985,7,7,10,50,56,57,63,73,90,91,91,91,91,96,98,98,98,98,98,98,98,106,141,163,185,237,315,396,450,569,569
53015,WA,Cowlitz County ,110593,534,684,882,1111,1356,1641,2210,2631,2976,3241,3491,3594,3710,3845,3964,4134,4502,4798,4996,5207,5475,5711,6143,6830,7777,9246,10539,12321,13682,15103,16171
53017,WA,Douglas County ,43429,1221,1253,1303,1472,1778,2344,3003,4084,5100,6192,6936,7516,7965,8099,8162,8220,8273,8340,8391,8503,8590,8660,8745,8873,9022,9319,9636,9899,11966,16931,17757
53019,WA,Ferry County ,7627,7,7,7,7,7,12,34,48,88,146,154,158,173,185,201,203,206,210,210,211,233,242,249,274,322,434,658,913,1009,1164,1191
53021,WA,Franklin County ,95222,4578,5757,7660,10122,12232,15462,18194,20396,22354,23902,25367,26489,27174,27931,28498,29071,29623,30389,31118,32058,32980,34114,35366,37055,39807,43712,47007,51736,55211,58580,60163
53023,WA,Garfield County ,2225,0,0,0,0,0,1,13,14,14,16,28,28,28,28,47,75,77,89,91,93,98,138,241,322,363,367,406,422,459,555,622
53025,WA,Grant County ,97733,1484,1658,2245,3009,3644,5186,6234,7182,8314,9676,11556,13589,15184,16561,17776,19045,20101,20967,21405,22400,23074,23471,23943,24847,26189,28276,29793,31646,34431,39378,40763
53027,WA,Grays Harbor County ,75061,127,136,150,169,182,247,411,503,633,756,908,1165,1550,1820,2242,2755,3273,3667,3925,4287,4629,5008,5300,5807,6279,6831,7606,9358,10778,12602,14550
53029,WA,Island County ,85141,1264,1272,1293,1328,1363,1407,1471,1543,1632,1703,1746,1814,1876,1907,1928,2006,2137,2208,2275,2445,2579,2721,2942,3278,3681,4210,4703,5288,5635,6089,6311
53031,WA,Jefferson County ,32221,217,217,227,247,267,287,337,350,357,377,393,443,483,490,492,497,497,501,527,557,579,611,632,716,900,1083,1193,1313,1396,1459,1513
53033,WA,King County ,2252782,58127,60152,62909,67021,73442,79951,88045,96923,105093,112286,119996,127546,134089,139455,143861,148174,152386,158018,164553,172025,179921,189967,205851,227927,255304,292868,322259,361587,389281,415141,429719
53035,WA,Kitsap County ,271473,1144,1200,1282,1412,1611,1874,2376,3158,4155,4910,5453,6094,6724,7164,7537,7856,8167,8676,9308,9704,10098,10676,11590,12916,14506,16346,18375,20957,22634,24814,26226
53037,WA,Kittitas County ,47935,617,636,655,772,952,1151,1638,2149,2312,2503,2910,3129,3145,3161,3267,3442,3613,3825,4030,4488,4853,5242,5447,5540,5839,6335,7845,9067,9782,10811,11410
53039,WA,Klickitat County ,22425,206,286,348,387,443,516,560,600,699,759,857,1085,1198,1241,1281,1325,1340,1367,1400,1417,1443,1465,1510,1596,1662,1792,1974,2205,2509,2938,3188
53041,WA,Lewis County ,80707,259,262,306,385,488,591,785,962,1161,1404,1677,1987,2272,2474,2871,3137,3413,3901,4268,4498,4778,5113,5434,5998,6839,7903,9069,10944,12521,15281,16218
53043,WA,Lincoln County ,10939,14,14,14,16,27,28,32,51,74,138,200,217,217,221,249,271,305,377,432,444,499,550,583,647,862,1066,1238,1400,1482,1587,1692
53045,WA,Mason County ,66768,256,273,287,312,359,389,489,650,969,1325,1708,1905,2119,2287,2422,2524,2679,2930,3177,3380,3544,3688,3873,4154,4484,5061,6190,7824,8668,9435,10164
53047,WA,Okanogan County ,42243,367,395,428,450,617,1187,1972,3697,4831,5705,6254,6605,6866,6999,7028,7153,7280,7382,7452,7590,7670,7800,7941,8015,8180,8586,8751,9131,9845,11451,11918
53049,WA,Pacific County ,22471,63,73,84,85,119,126,128,179,239,318,379,412,420,437,508,549,560,597,643,745,803,829,870,1136,1309,1705,1853,2005,2613,3589,3718
53051,WA,Pend Oreille County ,13724,21,21,21,21,30,51,115,199,246,268,324,360,365,382,392,399,418,489,657,843,947,1009,1091,1216,1320,1528,1847,2178,2454,2865,3038
53053,WA,Pierce County ,904980,13909,14587,15451,16741,18565,20956,24402,28921,33781,38047,41648,44387,46584,48535,50347,52060,54190,56864,59556,62883,66933,71618,77407,85852,96787,111041,125189,141053,155173,167014,175729
53055,WA,San Juan County ,17582,98,101,114,133,133,140,160,180,196,196,202,203,203,203,203,203,203,203,203,209,211,230,251,301,378,419,433,475,498,507,511
53057,WA,Skagit County ,129205,3109,3174,3316,3448,3716,4004,4557,5051,5465,5965,6364,6701,6988,7243,7387,7494,7639,7813,8047,8277,8539,8807,9424,10620,11855,13350,14892,16863,18690,21400,22271
53059,WA,Skamania County ,12083,21,21,21,24,43,128,252,307,340,388,402,406,406,415,420,423,449,455,455,469,497,506,512,552,607,697,775,962,1073,1174,1271
53061,WA,Snohomish County ,822083,21025,21625,22381,23570,25090,26777,29302,32018,34672,37168,39335,40991,42523,43972,45122,46350,47583,49254,51248,54217,57812,61512,66963,74953,83807,95836,106649,121039,132012,144197,151399
53063,WA,Spokane County ,522798,4591,5493,6259,7689,10094,13011,16699,20885,25147,29190,32606,34338,36144,37995,39758,42237,45787,49655,53487,57719,61899,66670,72756,81649,92926,108817,123902,142339,153971,166103,174034
53065,WA,Stevens County ,45723,87,100,110,113,129,154,245,353,536,701,793,838,868,893,915,974,1122,1274,1449,1580,1687,1848,2191,2679,3258,4133,5160,6047,6708,7751,8032
53067,WA,Thurston County ,290536,1097,1245,1416,1576,1885,2199,2886,3521,4192,4733,5332,5811,6262,6585,6844,7076,7382,7962,8641,9454,10393,11405,12509,14527,17059,19715,21946,24663,27174,30592,32245
53069,WA,Wahkiakum County ,4488,28,28,28,28,28,28,28,28,28,28,28,36,42,42,42,42,42,44,49,62,70,71,77,77,86,164,250,294,308,320,328
53071,WA,Walla Walla County ,60760,779,822,889,1033,1201,1401,1775,2231,2728,3394,4038,4702,5112,5434,5666,5889,6129,6412,6584,6792,7270,8259,9600,11211,12833,14566,16187,17916,19585,22604,23598
53073,WA,Whatcom County ,229247,2829,3017,3291,3935,4510,4822,5236,5713,6223,6728,7042,7278,7484,7837,8178,8605,9144,9578,10008,10403,10794,11147,11663,12519,13857,15862,17819,19627,20872,22614,23633
53075,WA,Whitman County ,50104,132,163,195,228,269,294,354,403,567,660,814,933,1955,4565,6422,7596,8462,9372,10195,11129,11990,12682,13115,13691,14804,16049,16806,17556,18100,18729,19151
53077,WA,Yakima County ,250873,28551,35174,40802,46365,50711,54941,61027,65772,68970,71182,73373,75080,76164,76980,77773,78536,79351,80146,80729,81533,82362,83420,84771,86388,88952,93679,98238,105960,114187,126859,133850
0,WY,Statewide Unallocated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56001,WY,Albany County ,38880,175,177,195,216,244,314,380,518,573,602,633,796,910,1093,1470,2119,3162,4259,5462,6829,7943,8053,12272,15950,19133,21174,22095,22953,23509,23892,24260
56003,WY,Big Horn County ,11790,44,68,77,80,141,187,214,228,242,253,259,266,278,332,357,357,372,461,650,902,1325,1711,1993,2346,2825,3338,3740,4142,4544,4989,5456
56005,WY,Campbell County ,46341,221,271,322,371,415,554,642,706,796,840,966,1084,1233,1399,1502,1621,1944,2408,2994,3715,5048,7306,10011,13163,16623,19790,22117,23655,25727,28313,29275
56007,WY,Carbon County ,14800,112,130,151,154,167,198,215,371,509,635,815,1249,1305,1330,1350,1428,1551,1631,1751,1846,2045,2269,2539,2921,3716,4619,5172,5737,6130,6405,6627
56009,WY,Converse County ,13822,168,168,168,177,182,191,199,209,211,217,217,240,278,314,392,579,769,978,1245,1504,1893,2221,2585,3089,3633,4122,4571,4908,5186,5338,5595
56011,WY,Crook County ,7584,35,36,42,48,49,49,59,63,63,69,73,87,98,98,124,216,270,327,398,514,653,801,994,1412,1806,2061,2208,2398,2543,2637,2708
56013,WY,Fremont County ,39261,2016,2100,2234,2415,2527,2639,2863,3080,3252,3463,3552,3888,4127,4250,4317,4521,4835,5276,6011,6837,7770,8500,11928,15341,19000,22360,24173,25590,26534,27161,27791
56015,WY,Goshen County ,13211,35,35,35,35,41,61,73,77,94,164,251,282,374,441,477,515,594,751,854,927,1008,1154,1564,2282,3352,4514,5457,6125,6484,6793,7038
56017,WY,Hot Springs County ,4413,84,84,84,84,84,84,88,106,123,137,161,171,201,208,210,233,260,266,280,289,331,375,409,494,732,1016,1124,1257,1414,1512,1607
56019,WY,Johnson County ,8445,126,126,131,136,140,142,153,154,154,158,171,183,189,189,200,204,227,288,326,431,559,805,988,1204,1619,2112,2456,2784,3126,3577,3674
56021,WY,Laramie County ,99500,1316,1333,1404,1606,1930,2161,2518,2799,3136,3429,3549,3736,3911,4052,4238,4443,4692,5118,6025,7471,8973,10212,15084,20619,26670,32759,38579,43328,46029,47676,49202
56023,WY,Lincoln County ,19830,105,105,105,112,194,272,334,520,624,682,705,740,763,804,845,918,1129,1484,1771,2059,2236,2453,2796,3243,3876,4362,4744,5187,5632,5946,6383
56025,WY,Natrona County ,79858,562,609,639,746,908,1097,1206,1299,1479,1584,1691,1796,1966,2112,2370,2890,3525,4343,5039,6215,7955,9192,13726,19906,27009,32732,36849,40364,42461,43897,45211
56027,WY,Niobrara County ,2356,14,14,14,14,14,14,14,14,14,14,14,14,17,21,21,21,25,28,28,31,45,100,178,345,573,791,866,931,953,964,982
