Entity,Code,Day,Weekly cases per million people
City and County of San Francisco,CA,2020-11-20,438.9999875219642
City and County of San Francisco,CA,2020-11-21,1478.0800613465617
City and County of San Francisco,CA,2020-11-22,119.10852374626934
City and County of San Francisco,CA,2020-11-23,32726.48485790353
City and County of San Francisco,CA,2020-11-24,142.9302284955232
City and County of San Francisco,CA,2020-11-25,36178.3633127597
City and County of San Francisco,CA,2020-11-26,1476.9456944537399
City and County of San Francisco,CA,2020-11-27,419.7157503439968
City and County of San Francisco,CA,2020-11-28,167414.4035101849
City and County of San Francisco,CA,2020-11-29,12251.162442473418
City and County of San Francisco,CA,2020-11-30,10615.405383024654
City and County of San Francisco,CA,2020-12-01,393.6253118090997
City and County of San Francisco,CA,2020-12-02,140.66149470987997
City and County of San Francisco,CA,2020-12-03,2882.4262746597183
City and County of San Francisco,CA,2020-12-04,8929.736180291737
City and County of San Francisco,CA,2020-12-05,2492.2040635290837
City and County of San Francisco,CA,2020-12-06,18759.02530659101
City and County of San Francisco,CA,2020-12-07,222.33591099303612
City and County of San Francisco,CA,2020-12-08,8564.470040803179
City and County of San Francisco,CA,2020-12-09,579.6614822318442
City and County of San Francisco,CA,2020-12-10,149750.04225516674
City and County of San Francisco,CA,2020-12-11,129.31782578166386
City and County of San Francisco,CA,2020-12-12,5684.312499929102
City and County of San Francisco,CA,2020-12-13,47.64340949850774
City and County of San Francisco,CA,2020-12-14,10889.922171087484
City and County of San Francisco,CA,2020-12-15,24269.779671918408
City and County of San Francisco,CA,2020-12-16,54813.74262803315
City and County of San Francisco,CA,2020-12-17,699.9043728709352
City and County of San Francisco,CA,2020-12-18,421.98448412964
City and County of San Francisco,CA,2020-12-19,12223.9376370457
City and County of San Francisco,CA,2020-12-20,7131.76465516948
City and County of San Francisco,CA,2020-12-21,55.58397774825903
City and County of San Francisco,CA,2020-12-22,4029.271203302369
City and County of San Francisco,CA,2020-12-23,724.8604445130106
City and County of San Francisco,CA,2020-12-24,513.8682024481906
City and County of San Francisco,CA,2020-12-25,4031.539937088012
City and County of San Francisco,CA,2020-12-26,220.0671772073929
City and County of San Francisco,CA,2020-12-27,1945.4392211890658
City and County of San Francisco,CA,2020-12-28,31.762272999005162
City and County of San Francisco,CA,2020-12-29,8004.0927957493
City and County of San Francisco,CA,2020-12-30,3323.6949959673257
City and County of San Francisco,CA,2020-12-31,47.64340949850774
City and County of San Francisco,CA,2021-01-01,2210.8810741093234
City and County of San Francisco,CA,2021-01-02,4583.976613892138
City and County of San Francisco,CA,2021-01-03,5469.917157185818
City and County of San Francisco,CA,2021-01-04,5945.216885278072
San Joaquin County ,CA,2020-06-01,60.3557314327401
San Joaquin County ,CA,2020-06-02,177.13095094391116
San Joaquin County ,CA,2020-06-03,405.4330654938411
San Joaquin County ,CA,2020-06-04,494.6545815248482
San Joaquin County ,CA,2020-06-05,659.9768024058319
San Joaquin County ,CA,2020-06-06,81985.3886646688
San Joaquin County ,CA,2020-06-07,27.553703480163957
San Joaquin County ,CA,2020-06-08,2777.6757270241474
San Joaquin County ,CA,2020-06-09,34809.512063273796
San Joaquin County ,CA,2020-06-10,11312.763400284459
San Joaquin County ,CA,2020-06-11,56272.53499320342
San Joaquin County ,CA,2020-06-12,1044.4165700100243
San Joaquin County ,CA,2020-06-13,11667.025302172282
San Joaquin County ,CA,2020-06-14,364707.3796690407
San Joaquin County ,CA,2020-06-15,
San Joaquin County ,CA,2020-06-16,85222.29278302903
San Joaquin County ,CA,2020-06-17,1608.611450794334
San Joaquin County ,CA,2020-06-18,301465.06977647386
San Joaquin County ,CA,2020-06-19,99358.65474947123
San Joaquin County ,CA,2020-06-20,
San Joaquin County ,CA,2020-06-21,1481390.7535019447
San Joaquin County ,CA,2020-06-22,35666.30103339509
San Joaquin County ,CA,2020-06-23,63851.11553136662
San Joaquin County ,CA,2020-06-24,1171.6884384660198
San Joaquin County ,CA,2020-06-25,
San Joaquin County ,CA,2020-06-26,15.744973417236546
San Joaquin County ,CA,2020-06-27,1497.0845557555751
San Joaquin County ,CA,2020-06-28,99265.49699008591
San Joaquin County ,CA,2020-06-29,30519.00680707684
San Joaquin County ,CA,2020-06-30,92172.38646562086
San Joaquin County ,CA,2020-07-01,16319.66494696568
San Joaquin County ,CA,2020-07-02,392.31225431281064
San Joaquin County ,CA,2020-07-03,591249.9934395944
San Joaquin County ,CA,2020-07-04,361440.297684964
San Joaquin County ,CA,2020-07-05,71600.26661488319
San Joaquin County ,CA,2020-07-06,262861.01911964605
San Joaquin County ,CA,2020-07-07,91965.07764896058
San Joaquin County ,CA,2020-07-08,196418.54338002592
San Joaquin County ,CA,2020-07-09,61581.21519704835
San Joaquin County ,CA,2020-07-10,22302.754845515567
San Joaquin County ,CA,2020-07-11,99319.29231592813
San Joaquin County ,CA,2020-07-12,18517.400819788283
San Joaquin County ,CA,2020-07-13,18282.53829964784
San Joaquin County ,CA,2020-07-14,174.50678870770508
San Joaquin County ,CA,2020-07-15,7778.016868114854
San Joaquin County ,CA,2020-07-16,30179.177797488155
San Joaquin County ,CA,2020-07-17,144318.4263423902
San Joaquin County ,CA,2020-07-18,16744.77922923107
San Joaquin County ,CA,2020-07-19,18900.52850627437
San Joaquin County ,CA,2020-07-20,31786.47716716438
San Joaquin County ,CA,2020-07-21,1340.9469027013126
San Joaquin County ,CA,2020-07-22,110193.82062276619
San Joaquin County ,CA,2020-07-23,29719.949406152085
San Joaquin County ,CA,2020-07-24,23969.097865506435
San Joaquin County ,CA,2020-07-25,57.73156919653401
San Joaquin County ,CA,2020-07-26,2592.6722893716183
San Joaquin County ,CA,2020-07-27,284.72160262836087
San Joaquin County ,CA,2020-07-28,1562.6886116607272
San Joaquin County ,CA,2020-07-29,28462.97569500937
San Joaquin County ,CA,2020-07-30,0.0
San Joaquin County ,CA,2020-07-31,1350.131470528034
San Joaquin County ,CA,2020-08-01,20118.139783873998
San Joaquin County ,CA,2020-08-02,1394.7422285435375
San Joaquin County ,CA,2020-08-03,1292.3999013315
San Joaquin County ,CA,2020-08-04,3740.743267711783
San Joaquin County ,CA,2020-08-05,216.49338448700252
San Joaquin County ,CA,2020-08-06,5585.529319764665
San Joaquin County ,CA,2020-08-07,367.38271306885275
San Joaquin County ,CA,2020-08-08,6713.919081333284
San Joaquin County ,CA,2020-08-09,373.943118659368
San Joaquin County ,CA,2020-08-10,448.7317423912416
San Joaquin County ,CA,2020-08-11,1380.309336244404
San Joaquin County ,CA,2020-08-12,4101.565575190121
San Joaquin County ,CA,2020-08-13,9932.454064040056
San Joaquin County ,CA,2020-08-14,136.45643628271674
San Joaquin County ,CA,2020-08-15,4178.978361158201
San Joaquin County ,CA,2020-08-16,22625.526800568918
San Joaquin County ,CA,2020-08-17,9387.940400027292
San Joaquin County ,CA,2020-08-18,4101.565575190121
San Joaquin County ,CA,2020-08-19,329.33236064386443
San Joaquin County ,CA,2020-08-20,1468.218771157308
San Joaquin County ,CA,2020-08-21,5803.3347853697705
San Joaquin County ,CA,2020-08-22,10214.55150443221
San Joaquin County ,CA,2020-08-23,2125.571411326934
San Joaquin County ,CA,2020-08-24,741.3258317282207
San Joaquin County ,CA,2020-08-25,532.7049339498365
San Joaquin County ,CA,2020-08-26,1966.8095960364653
San Joaquin County ,CA,2020-08-27,3158.179251274031
San Joaquin County ,CA,2020-08-28,70260.63179329998
San Joaquin County ,CA,2020-08-29,931.5775938531623
San Joaquin County ,CA,2020-08-30,602.2452332092979
San Joaquin County ,CA,2020-08-31,8120.470039939749
San Joaquin County ,CA,2020-09-01,3778.793620136771
San Joaquin County ,CA,2020-09-02,2528.3803145845686
San Joaquin County ,CA,2020-09-03,0.0
San Joaquin County ,CA,2020-09-04,1612.5476941486431
San Joaquin County ,CA,2020-09-05,266.35246697491823
San Joaquin County ,CA,2020-09-06,3986.1024367970526
San Joaquin County ,CA,2020-09-07,1256.9737111427175
San Joaquin County ,CA,2020-09-08,43.29867689740051
San Joaquin County ,CA,2020-09-09,18.369135653442637
San Joaquin County ,CA,2020-09-10,595.6848276187827
San Joaquin County ,CA,2020-09-11,42877.49885848942
San Joaquin County ,CA,2020-09-12,82440.68081265056
San Joaquin County ,CA,2020-09-13,217.80546560510558
San Joaquin County ,CA,2020-09-14,27.553703480163957
San Joaquin County ,CA,2020-09-15,225.67795231372384
San Joaquin County ,CA,2020-09-16,10259.162262447713
San Joaquin County ,CA,2020-09-17,6933.036628056493
San Joaquin County ,CA,2020-09-18,251.91957467578473
San Joaquin County ,CA,2020-09-19,1700.457129061547
San Joaquin County ,CA,2020-09-20,185.00343765252944
San Joaquin County ,CA,2020-09-21,5203.713714396678
San Joaquin County ,CA,2020-09-22,1305.5207125125305
San Joaquin County ,CA,2020-09-23,31.48994683447309
San Joaquin County ,CA,2020-09-24,18.369135653442637
San Joaquin County ,CA,2020-09-25,8968.074442234316
San Joaquin County ,CA,2020-09-26,1693.896723471032
San Joaquin County ,CA,2020-09-27,8029.9364427906385
San Joaquin County ,CA,2020-09-28,0.0
San Joaquin County ,CA,2020-09-29,132.5201929284076
San Joaquin County ,CA,2020-09-30,250.60749355768172
San Joaquin County ,CA,2020-10-01,3774.8573767824623
San Joaquin County ,CA,2020-10-02,
San Joaquin County ,CA,2020-10-03,274.22495368353657
San Joaquin County ,CA,2020-10-04,312.27530610852483
San Joaquin County ,CA,2020-10-05,6400.331694106656
San Joaquin County ,CA,2020-10-06,1826.4169163994393
San Joaquin County ,CA,2020-10-07,
San Joaquin County ,CA,2020-10-08,97.09400273962537
San Joaquin County ,CA,2020-10-09,108.90273280255279
San Joaquin County ,CA,2020-10-10,490.718338170539
San Joaquin County ,CA,2020-10-11,5438.576234537124
San Joaquin County ,CA,2020-10-12,
San Joaquin County ,CA,2020-10-13,18.369135653442637
San Joaquin County ,CA,2020-10-14,49.859082487915735
San Joaquin County ,CA,2020-10-15,41293.81694893905
San Joaquin County ,CA,2020-10-16,2487.7057999233743
San Joaquin County ,CA,2020-10-17,3148.9946834473094
San Joaquin County ,CA,2020-10-18,577.3156919653401
San Joaquin County ,CA,2020-10-19,1196.6179797099776
San Joaquin County ,CA,2020-10-20,1863.1551877063246
San Joaquin County ,CA,2020-10-21,2035.0378141778237
San Joaquin County ,CA,2020-10-22,1226.7958454263476
San Joaquin County ,CA,2020-10-23,855.4768890031858
San Joaquin County ,CA,2020-10-24,36.738271306885274
San Joaquin County ,CA,2020-10-25,91.84567826721319
San Joaquin County ,CA,2020-10-26,925.0171882626471
San Joaquin County ,CA,2020-10-27,674.4096947049654
San Joaquin County ,CA,2020-10-28,2120.3230868545215
San Joaquin County ,CA,2020-10-29,1539.0711515348726
San Joaquin County ,CA,2020-10-30,3659.394238389394
San Joaquin County ,CA,2020-10-31,1292.3999013315
San Joaquin County ,CA,2020-11-01,1615.1718563848492
San Joaquin County ,CA,2020-11-02,1994.3632995166292
San Joaquin County ,CA,2020-11-03,11870.397875478253
San Joaquin County ,CA,2020-11-04,51381.09658491526
San Joaquin County ,CA,2020-11-05,6315.046421429958
San Joaquin County ,CA,2020-11-06,1090.339409143631
San Joaquin County ,CA,2020-11-07,73.47654261377055
San Joaquin County ,CA,2020-11-08,400.18474102142886
San Joaquin County ,CA,2020-11-09,30511.134320368223
San Joaquin County ,CA,2020-11-10,7767.52021917003
San Joaquin County ,CA,2020-11-11,371.3189564231619
San Joaquin County ,CA,2020-11-12,24263.00403596152
San Joaquin County ,CA,2020-11-13,0.0
San Joaquin County ,CA,2020-11-14,9073.04093168256
San Joaquin County ,CA,2020-11-15,13111.626613203736
San Joaquin County ,CA,2020-11-16,11412.48156526029
San Joaquin County ,CA,2020-11-17,9725.145247379774
San Joaquin County ,CA,2020-11-18,1982.5545694537018
San Joaquin County ,CA,2020-11-19,39837.40690784467
San Joaquin County ,CA,2020-11-20,519.5841227688061
San Joaquin County ,CA,2020-11-21,1725.3866703055048
San Joaquin County ,CA,2020-11-22,149.5772474637472
San Joaquin County ,CA,2020-11-23,37948.010097776285
San Joaquin County ,CA,2020-11-24,181.0671942982203
San Joaquin County ,CA,2020-11-25,42175.535460304294
San Joaquin County ,CA,2020-11-26,1713.5779402425776
San Joaquin County ,CA,2020-11-27,489.40625705243605
San Joaquin County ,CA,2020-11-28,194416.30759380068
San Joaquin County ,CA,2020-11-29,14329.23789080336
San Joaquin County ,CA,2020-11-30,12334.874591286733
San Joaquin County ,CA,2020-12-01,468.4129591627873
San Joaquin County ,CA,2020-12-02,181.0671942982203
San Joaquin County ,CA,2020-12-03,3361.5518245800026
San Joaquin County ,CA,2020-12-04,10356.256265187338
San Joaquin County ,CA,2020-12-05,3156.867170155928
San Joaquin County ,CA,2020-12-06,21965.54999816309
San Joaquin County ,CA,2020-12-07,258.4799802663
San Joaquin County ,CA,2020-12-08,9932.454064040056
San Joaquin County ,CA,2020-12-09,670.4734513506563
San Joaquin County ,CA,2020-12-10,175707.34293076934
San Joaquin County ,CA,2020-12-11,152.2014096999533
San Joaquin County ,CA,2020-12-12,6681.117053380708
San Joaquin County ,CA,2020-12-13,55.107406960327914
San Joaquin County ,CA,2020-12-14,12845.274146228816
San Joaquin County ,CA,2020-12-15,28469.536100599882
San Joaquin County ,CA,2020-12-16,64270.981489159596
San Joaquin County ,CA,2020-12-17,818.7386176963004
San Joaquin County ,CA,2020-12-18,498.5908248791573
San Joaquin County ,CA,2020-12-19,14582.469546597249
San Joaquin County ,CA,2020-12-20,8288.416423056939
San Joaquin County ,CA,2020-12-21,64.29197478704924
San Joaquin County ,CA,2020-12-22,4707.747051753728
San Joaquin County ,CA,2020-12-23,871.2218624204223
San Joaquin County ,CA,2020-12-24,610.1177199179161
San Joaquin County ,CA,2020-12-25,4693.314159454594
San Joaquin County ,CA,2020-12-26,278.1611970378456
San Joaquin County ,CA,2020-12-27,2267.276172082063
San Joaquin County ,CA,2020-12-28,36.738271306885274
San Joaquin County ,CA,2020-12-29,9410.245779035042
San Joaquin County ,CA,2020-12-30,3857.5184872229543
San Joaquin County ,CA,2020-12-31,55.107406960327914
San Joaquin County ,CA,2021-01-01,2579.5514781905877
San Joaquin County ,CA,2021-01-02,5383.468827576796
San Joaquin County ,CA,2021-01-03,6548.5968604523005
San Joaquin County ,CA,2021-01-04,6948.78160147373
San Luis Obispo County ,CA,2020-06-01,275.51031220969867
San Luis Obispo County ,CA,2020-06-02,476.84477113217076
San Luis Obispo County ,CA,2020-06-03,1165.6205516564173
San Luis Obispo County ,CA,2020-06-04,2557.3008466643823
San Luis Obispo County ,CA,2020-06-05,1762.5595614440979
San Luis Obispo County ,CA,2020-06-06,226349.38239771678
San Luis Obispo County ,CA,2020-06-07,74.17585328722656
San Luis Obispo County ,CA,2020-06-08,7498.825548989619
San Luis Obispo County ,CA,2020-06-09,94779.07958362621
San Luis Obispo County ,CA,2020-06-10,
San Luis Obispo County ,CA,2020-06-11,156896.05843644365
San Luis Obispo County ,CA,2020-06-12,2822.2146084044775
San Luis Obispo County ,CA,2020-06-13,31521.20546358142
San Luis Obispo County ,CA,2020-06-14,992352.822744436
San Luis Obispo County ,CA,2020-06-15,
San Luis Obispo County ,CA,2020-06-16,231471.0484580253
San Luis Obispo County ,CA,2020-06-17,4376.375343946367
San Luis Obispo County ,CA,2020-06-18,813154.5577529662
San Luis Obispo County ,CA,2020-06-19,271635.5069213135
San Luis Obispo County ,CA,2020-06-20,
San Luis Obispo County ,CA,2020-06-21,4060824.199695526
San Luis Obispo County ,CA,2020-06-22,96559.30006251964
San Luis Obispo County ,CA,2020-06-23,172278.71753481848
San Luis Obispo County ,CA,2020-06-24,3242.5444436987614
San Luis Obispo County ,CA,2020-06-25,11172.296378452267
San Luis Obispo County ,CA,2020-06-26,49.450568858151044
San Luis Obispo County ,CA,2020-06-27,4030.2213619393096
San Luis Obispo County ,CA,2020-06-28,268509.52453278046
San Luis Obispo County ,CA,2020-06-29,83574.99355376513
San Luis Obispo County ,CA,2020-06-30,253388.24701265583
San Luis Obispo County ,CA,2020-07-01,44989.421110447845
San Luis Obispo County ,CA,2020-07-02,1066.7194139401154
San Luis Obispo County ,CA,2020-07-03,1598577.9429269792
San Luis Obispo County ,CA,2020-07-04,990735.0827060764
San Luis Obispo County ,CA,2020-07-05,198929.04196587205
San Luis Obispo County ,CA,2020-07-06,717679.6380218359
San Luis Obispo County ,CA,2020-07-07,249177.88429273324
San Luis Obispo County ,CA,2020-07-08,530427.9946734674
San Luis Obispo County ,CA,2020-07-09,168396.84787945365
San Luis Obispo County ,CA,2020-07-10,61375.22031994518
San Luis Obispo County ,CA,2020-07-11,272652.7757663955
San Luis Obispo County ,CA,2020-07-12,50280.63197827001
San Luis Obispo County ,CA,2020-07-13,49881.49524391493
San Luis Obispo County ,CA,2020-07-14,473.31258764230284
San Luis Obispo County ,CA,2020-07-15,21606.36640752214
San Luis Obispo County ,CA,2020-07-16,82946.26489256864
San Luis Obispo County ,CA,2020-07-17,389730.529721558
San Luis Obispo County ,CA,2020-07-18,45293.188890576486
San Luis Obispo County ,CA,2020-07-19,51976.080053406615
San Luis Obispo County ,CA,2020-07-20,87644.06893409298
San Luis Obispo County ,CA,2020-07-21,3666.406462482913
San Luis Obispo County ,CA,2020-07-22,298335.28192122525
San Luis Obispo County ,CA,2020-07-23,80403.09277986373
San Luis Obispo County ,CA,2020-07-24,65988.2519577127
San Luis Obispo County ,CA,2020-07-25,173.07699100352866
San Luis Obispo County ,CA,2020-07-26,7187.993401881241
San Luis Obispo County ,CA,2020-07-27,766.4838173013412
San Luis Obispo County ,CA,2020-07-28,4245.684554821253
San Luis Obispo County ,CA,2020-07-29,77404.26899696585
San Luis Obispo County ,CA,2020-07-30,0.0
San Luis Obispo County ,CA,2020-07-31,3691.1317469119886
San Luis Obispo County ,CA,2020-08-01,55091.465891470136
San Luis Obispo County ,CA,2020-08-02,4005.496077510234
San Luis Obispo County ,CA,2020-08-03,3510.9903889287243
San Luis Obispo County ,CA,2020-08-04,10518.842432826701
San Luis Obispo County ,CA,2020-08-05,614.5999272370201
San Luis Obispo County ,CA,2020-08-06,15163.663722003032
San Luis Obispo County ,CA,2020-08-07,989.0113771630208
San Luis Obispo County ,CA,2020-08-08,18314.371394965227
San Luis Obispo County ,CA,2020-08-09,1041.9941295110398
San Luis Obispo County ,CA,2020-08-10,1222.1354874943042
San Luis Obispo County ,CA,2020-08-11,3790.032884628291
San Luis Obispo County ,CA,2020-08-12,11204.086029861079
San Luis Obispo County ,CA,2020-08-13,26855.19107346588
San Luis Obispo County ,CA,2020-08-14,388.54018388547246
San Luis Obispo County ,CA,2020-08-15,11426.61358972276
San Luis Obispo County ,CA,2020-08-16,61410.54215484386
San Luis Obispo County ,CA,2020-08-17,25749.61764113722
San Luis Obispo County ,CA,2020-08-18,11062.798690266362
San Luis Obispo County ,CA,2020-08-19,890.1102394467188
San Luis Obispo County ,CA,2020-08-20,4062.011013348121
San Luis Obispo County ,CA,2020-08-21,15838.310768567804
San Luis Obispo County ,CA,2020-08-22,28653.072469808663
San Luis Obispo County ,CA,2020-08-23,5757.459088484728
San Luis Obispo County ,CA,2020-08-24,2175.825029758646
San Luis Obispo County ,CA,2020-08-25,1472.9205152749275
San Luis Obispo County ,CA,2020-08-26,5305.339601781633
San Luis Obispo County ,CA,2020-08-27,8809.265623730622
San Luis Obispo County ,CA,2020-08-28,189844.26602993172
San Luis Obispo County ,CA,2020-08-29,2560.8330301542505
San Luis Obispo County ,CA,2020-08-30,1635.4009558088524
San Luis Obispo County ,CA,2020-08-31,22111.468646573252
San Luis Obispo County ,CA,2020-09-01,10296.31487296502
San Luis Obispo County ,CA,2020-09-02,6863.032520813392
San Luis Obispo County ,CA,2020-09-03,0.0
San Luis Obispo County ,CA,2020-09-04,4401.100628375442
San Luis Obispo County ,CA,2020-09-05,731.1619824026618
San Luis Obispo County ,CA,2020-09-06,11126.377993083985
San Luis Obispo County ,CA,2020-09-07,3387.3639667833463
San Luis Obispo County ,CA,2020-09-08,120.09423865550968
San Luis Obispo County ,CA,2020-09-09,49.450568858151044
San Luis Obispo County ,CA,2020-09-10,1628.3365888291164
San Luis Obispo County ,CA,2020-09-11,118370.53311245413
San Luis Obispo County ,CA,2020-09-12,223294.04367898105
San Luis Obispo County ,CA,2020-09-13,596.9390097876804
San Luis Obispo County ,CA,2020-09-14,74.17585328722656
San Luis Obispo County ,CA,2020-09-15,635.7930281762277
San Luis Obispo County ,CA,2020-09-16,28024.34380861217
San Luis Obispo County ,CA,2020-09-17,18808.877083546737
San Luis Obispo County ,CA,2020-09-18,780.6125512608129
San Luis Obispo County ,CA,2020-09-19,4623.628188237122
San Luis Obispo County ,CA,2020-09-20,505.10223905111417
San Luis Obispo County ,CA,2020-09-21,14496.081042417993
San Luis Obispo County ,CA,2020-09-22,3528.651306378064
San Luis Obispo County ,CA,2020-09-23,91.83677073656622
San Luis Obispo County ,CA,2020-09-24,49.450568858151044
San Luis Obispo County ,CA,2020-09-25,25459.97859496805
San Luis Obispo County ,CA,2020-09-26,4609.49945427765
San Luis Obispo County ,CA,2020-09-27,
San Luis Obispo County ,CA,2020-09-28,0.0
San Luis Obispo County ,CA,2020-09-29,367.3470829462649
San Luis Obispo County ,CA,2020-09-30,720.5654319330581
San Luis Obispo County ,CA,2020-10-01,10854.399864364153
San Luis Obispo County ,CA,2020-10-02,
San Luis Obispo County ,CA,2020-10-03,759.4194503216053
San Luis Obispo County ,CA,2020-10-04,840.6596705885678
San Luis Obispo County ,CA,2020-10-05,17304.166916863
San Luis Obispo County ,CA,2020-10-06,5054.55457400101
San Luis Obispo County ,CA,2020-10-07,
San Luis Obispo County ,CA,2020-10-08,275.51031220969867
San Luis Obispo County ,CA,2020-10-09,328.4930645577176
San Luis Obispo County ,CA,2020-10-10,1377.5515610484933
San Luis Obispo County ,CA,2020-10-11,14672.69021691139
San Luis Obispo County ,CA,2020-10-12,0.0
San Luis Obispo County ,CA,2020-10-13,49.450568858151044
San Luis Obispo County ,CA,2020-10-14,144.8195230845852
San Luis Obispo County ,CA,2020-10-15,113750.43710770686
San Luis Obispo County ,CA,2020-10-16,6781.792300546429
San Luis Obispo County ,CA,2020-10-17,8745.686320912999
San Luis Obispo County ,CA,2020-10-18,1589.4825704405694
San Luis Obispo County ,CA,2020-10-19,3242.5444436987614
San Luis Obispo County ,CA,2020-10-20,5107.537326349029
San Luis Obispo County ,CA,2020-10-21,5605.575198420407
San Luis Obispo County ,CA,2020-10-22,3309.655930006252
San Luis Obispo County ,CA,2020-10-23,2423.077874049401
San Luis Obispo County ,CA,2020-10-24,98.90113771630209
San Luis Obispo County ,CA,2020-10-25,247.2528442907552
San Luis Obispo County ,CA,2020-10-26,2532.5755622353067
San Luis Obispo County ,CA,2020-10-27,1850.8641486907964
San Luis Obispo County ,CA,2020-10-28,5923.471712508522
San Luis Obispo County ,CA,2020-10-29,4185.637435493499
San Luis Obispo County ,CA,2020-10-30,9890.11377163021
San Luis Obispo County ,CA,2020-10-31,3542.7800403375354
San Luis Obispo County ,CA,2020-11-01,4528.2592340106885
San Luis Obispo County ,CA,2020-11-02,5457.223491845954
San Luis Obispo County ,CA,2020-11-03,32326.543299271307
San Luis Obispo County ,CA,2020-11-04,139553.0375011921
San Luis Obispo County ,CA,2020-11-05,17145.21865981894
San Luis Obispo County ,CA,2020-11-06,3020.0168838370814
San Luis Obispo County ,CA,2020-11-07,201.3344589224721
San Luis Obispo County ,CA,2020-11-08,1087.912514879323
San Luis Obispo County ,CA,2020-11-09,82490.61322237567
San Luis Obispo County ,CA,2020-11-10,21111.86071894063
San Luis Obispo County ,CA,2020-11-11,1013.7366615920963
San Luis Obispo County ,CA,2020-11-12,66500.41856374354
San Luis Obispo County ,CA,2020-11-13,0.0
San Luis Obispo County ,CA,2020-11-14,24612.25455739975
San Luis Obispo County ,CA,2020-11-15,35629.134862297826
San Luis Obispo County ,CA,2020-11-16,31761.393940892438
San Luis Obispo County ,CA,2020-11-17,26992.946229570734
San Luis Obispo County ,CA,2020-11-18,5347.725803660049
San Luis Obispo County ,CA,2020-11-19,108423.90440498604
San Luis Obispo County ,CA,2020-11-20,1430.5343133965123
San Luis Obispo County ,CA,2020-11-21,4687.207491054745
San Luis Obispo County ,CA,2020-11-22,434.4585692537556
San Luis Obispo County ,CA,2020-11-23,102422.72465570041
San Luis Obispo County ,CA,2020-11-24,533.3597069700577
San Luis Obispo County ,CA,2020-11-25,114365.0370349439
San Luis Obispo County ,CA,2020-11-26,4637.756922196594
San Luis Obispo County ,CA,2020-11-27,1328.1009921903424
San Luis Obispo County ,CA,2020-11-28,525288.6676957095
San Luis Obispo County ,CA,2020-11-29,39034.15974653051
San Luis Obispo County ,CA,2020-11-30,33319.0868599242
San Luis Obispo County ,CA,2020-12-01,1306.9078912511347
San Luis Obispo County ,CA,2020-12-02,536.8918904599255
San Luis Obispo County ,CA,2020-12-03,9130.694321308603
San Luis Obispo County ,CA,2020-12-04,27932.507037875603
San Luis Obispo County ,CA,2020-12-05,9229.595459024906
San Luis Obispo County ,CA,2020-12-06,59916.42853862973
San Luis Obispo County ,CA,2020-12-07,699.3723309938505
San Luis Obispo County ,CA,2020-12-08,26816.337055077336
San Luis Obispo County ,CA,2020-12-09,1808.477946812381
San Luis Obispo County ,CA,2020-12-10,479744.69377735234
San Luis Obispo County ,CA,2020-12-11,416.7976518044159
San Luis Obispo County ,CA,2020-12-12,18268.453009596942
San Luis Obispo County ,CA,2020-12-13,148.35170657445312
San Luis Obispo County ,CA,2020-12-14,35367.7532840476
San Luis Obispo County ,CA,2020-12-15,77838.7275662196
San Luis Obispo County ,CA,2020-12-16,175104.46432671283
San Luis Obispo County ,CA,2020-12-17,2235.8721490864004
San Luis Obispo County ,CA,2020-12-18,1370.4871940687574
San Luis Obispo County ,CA,2020-12-19,40962.7319319984
San Luis Obispo County ,CA,2020-12-20,22471.75136253978
San Luis Obispo County ,CA,2020-12-21,173.07699100352866
San Luis Obispo County ,CA,2020-12-22,12807.69733426112
San Luis Obispo County ,CA,2020-12-23,2430.142241029137
San Luis Obispo County ,CA,2020-12-24,1698.9802586264752
San Luis Obispo County ,CA,2020-12-25,12712.328380034685
San Luis Obispo County ,CA,2020-12-26,798.2734687101525
San Luis Obispo County ,CA,2020-12-27,6160.128006329673
San Luis Obispo County ,CA,2020-12-28,98.90113771630209
San Luis Obispo County ,CA,2020-12-29,25686.0383383196
San Luis Obispo County ,CA,2020-12-30,10441.134396049605
San Luis Obispo County ,CA,2020-12-31,148.35170657445312
San Luis Obispo County ,CA,2021-01-01,6997.255493428373
San Luis Obispo County ,CA,2021-01-02,14722.14078576954
San Luis Obispo County ,CA,2021-01-03,18363.82196382338
San Luis Obispo County ,CA,2021-01-04,18900.7138542833
San Mateo County ,CA,2020-06-01,69.13888175033559
San Mateo County ,CA,2020-06-02,176.10847238293027
San Mateo County ,CA,2020-06-03,407.00624728499434
San Mateo County ,CA,2020-06-04,485.2766794551856
San Mateo County ,CA,2020-06-05,650.9490942154238
San Mateo County ,CA,2020-06-06,85704.81871915655
San Mateo County ,CA,2020-06-07,27.39465125956693
San Mateo County ,CA,2020-06-08,2778.6003420417887
San Mateo County ,CA,2020-06-09,35416.066049808695
San Mateo County ,CA,2020-06-10,
San Mateo County ,CA,2020-06-11,59939.49695593244
San Mateo County ,CA,2020-06-12,1046.2147766748894
San Mateo County ,CA,2020-06-13,11676.643972589694
San Mateo County ,CA,2020-06-14,370340.4633348683
San Mateo County ,CA,2020-06-15,
San Mateo County ,CA,2020-06-16,86242.2756867252
San Mateo County ,CA,2020-06-17,1633.2430179513235
San Mateo County ,CA,2020-06-18,300922.4170431257
San Mateo County ,CA,2020-06-19,101708.513083555
San Mateo County ,CA,2020-06-20,
San Mateo County ,CA,2020-06-21,1526295.6039411773
