countyFIPS,State,County Name_x,population,2020-06-07 00:00:00,2020-06-14 00:00:00,2020-06-21 00:00:00,2020-06-28 00:00:00,2020-07-05 00:00:00,2020-07-12 00:00:00,2020-07-19 00:00:00,2020-07-26 00:00:00,2020-08-02 00:00:00,2020-08-09 00:00:00,2020-08-16 00:00:00,2020-08-23 00:00:00,2020-08-30 00:00:00,2020-09-06 00:00:00,2020-09-13 00:00:00,2020-09-20 00:00:00,2020-09-27 00:00:00,2020-10-04 00:00:00,2020-10-11 00:00:00,2020-10-18 00:00:00,2020-10-25 00:00:00,2020-11-01 00:00:00,2020-11-08 00:00:00,2020-11-15 00:00:00,2020-11-22 00:00:00,2020-11-29 00:00:00,2020-12-06 00:00:00,2020-12-13 00:00:00,2020-12-20 00:00:00,2020-12-27 00:00:00,2021-01-03 00:00:00
30103,MT,Treasure County ,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,7,7,7,7,7,7,7,7
30105,MT,Valley County ,7396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,14,25,35,35,35,35,44,49,49,49,49
30107,MT,Wheatland County ,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,13,18,21,21,21,25,41,42,42,42,42
30109,MT,Wibaux County ,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,16,21,28,28,28,28
30111,MT,Yellowstone County ,161300,21,21,21,28,28,45,96,137,172,197,219,234,287,315,349,385,434,472,496,533,573,626,676,693,767,825,844,925,1027,1094,1128
0,OR,Statewide Unallocated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
41001,OR,Baker County ,16124,0,0,0,0,0,0,0,0,0,0,0,4,12,14,14,14,14,14,14,14,18,21,21,21,21,21,27,28,28,33,35
41003,OR,Benton County ,93053,35,35,35,35,35,40,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,45,49,49,49,54,61,75,77
41005,OR,Clackamas County ,418187,82,94,146,166,170,183,205,231,248,268,327,377,385,395,406,425,427,438,447,454,455,461,487,503,528,538,578,643,719,769,782
41007,OR,Clatsop County ,40224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,18,21
41009,OR,Columbia County ,52354,0,0,0,0,0,0,0,0,0,0,4,7,7,7,7,7,7,7,7,7,7,9,14,14,16,21,30,47,54,79,97
41011,OR,Coos County ,64487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,7,12,22,28,28,42,57
41013,OR,Crook County ,24404,0,0,0,0,0,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,17,32,35,40,42,42,42,42,48,49
41015,OR,Curry County ,22925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,14,14,14,14,14,14,14,20,21
41017,OR,Deschutes County ,197692,0,0,0,0,0,0,5,13,39,61,74,77,77,77,82,84,84,84,89,91,91,91,91,97,98,100,105,112,128,140,154
41019,OR,Douglas County ,110980,0,0,0,0,0,0,5,7,7,7,7,11,14,21,21,21,25,28,28,28,32,54,64,70,90,119,141,184,241,259,269
41021,OR,Gilliam County ,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,7
41023,OR,Grant County ,7199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,7,7,7,7
41025,OR,Harney County ,7393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,7,7,13
41027,OR,Hood River County ,23382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,7,7,7,17,21,50,73,93
41029,OR,Jackson County ,220944,0,0,0,0,0,0,0,0,5,10,14,14,14,19,21,21,31,40,42,42,42,47,54,62,115,186,264,315,372,441,496
41031,OR,Jefferson County ,24658,0,0,0,0,0,0,0,0,15,24,28,41,47,49,52,56,56,56,56,59,63,68,76,77,77,77,77,80,84,108,118
41033,OR,Josephine County ,87487,7,7,7,7,7,7,7,7,7,12,14,14,14,14,14,14,14,14,14,14,20,21,27,28,28,28,35,54,93,137,152
41035,OR,Klamath County ,68238,0,0,0,0,4,7,7,7,7,10,14,14,14,14,14,14,14,18,21,21,21,21,21,21,24,28,41,71,87,108,120
41037,OR,Lake County ,7869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,13,28,28
41039,OR,Lane County ,382067,21,21,21,21,21,21,21,21,21,21,24,31,35,43,74,98,113,122,139,151,185,191,198,230,253,279,339,429,531,582,640
41041,OR,Lincoln County ,49962,0,0,0,12,17,31,49,56,59,63,63,75,89,91,91,91,91,91,91,91,91,91,91,91,91,99,108,112,112,117,119
41043,OR,Linn County ,129749,63,63,63,63,63,69,70,70,70,70,76,81,84,90,91,91,91,91,95,98,102,110,119,119,125,142,165,183,211,223,224
41045,OR,Malheur County ,30571,0,7,7,7,7,8,28,45,62,85,100,111,122,137,149,160,177,207,228,231,252,266,266,266,270,290,313,315,334,347,350
41047,OR,Marion County ,347818,185,207,227,267,325,361,397,442,465,481,508,516,539,564,593,620,643,673,704,721,746,766,806,852,886,947,1070,1200,1316,1409,1462
41049,OR,Morrow County ,11603,0,0,2,7,7,7,7,7,7,17,21,21,21,21,26,34,42,42,42,42,42,48,49,49,49,49,49,49,49,55,56
41051,OR,Multnomah County ,812855,435,465,476,478,483,499,513,544,617,654,696,746,790,847,876,901,950,978,1013,1042,1099,1165,1248,1328,1435,1599,1781,2041,2349,2643,2716
41053,OR,Polk County ,86085,84,84,84,84,84,84,84,84,84,84,84,89,94,103,105,105,105,105,105,105,105,105,105,105,105,108,138,166,168,173,203
41055,OR,Sherman County ,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41057,OR,Tillamook County ,27036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41059,OR,Umatilla County ,77950,21,23,28,28,32,46,59,91,143,183,216,224,248,265,279,287,287,287,293,297,305,314,315,317,335,339,348,360,373,387,396
41061,OR,Union County ,26835,0,0,0,3,7,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,28,54,60,80,91,96
41063,OR,Wallowa County ,7208,0,0,0,0,0,0,2,7,7,7,7,7,7,7,7,7,7,7,7,7,14,14,14,14,14,20,21,21,21,21,21
41065,OR,Wasco County ,26682,7,7,7,7,7,7,16,21,21,21,21,21,21,21,21,21,21,29,72,103,105,111,115,119,123,131,133,133,136,150,154
41067,OR,Washington County ,601592,125,130,140,140,140,141,147,153,156,168,185,216,264,328,361,403,413,420,449,478,513,544,581,622,659,689,735,786,883,962,982
41069,OR,Wheeler County ,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
41071,OR,Yamhill County ,107100,49,53,56,56,56,62,63,63,70,86,91,91,91,91,91,91,91,97,98,104,105,105,105,105,110,112,120,131,191,233,238
0,WA,Statewide Unallocated,0,3,0,1,0,0,2,4,3,4,20,16,26,29,30,28,31,32,28,23,28,22,21,21,21,24,21,21,27,21,21,23
53001,WA,Adams County ,19983,0,0,0,0,0,0,0,2,18,29,36,42,46,54,61,63,68,70,70,70,70,75,77,77,77,84,84,89,99,112,112
53003,WA,Asotin County ,22582,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,31,41,48,56,59,67,78,84,91,100,109,112,112
53005,WA,Benton County ,204390,447,491,521,525,579,629,673,719,752,788,835,853,854,864,880,886,906,922,924,924,937,944,954,968,976,985,1001,1001,1031,1079,1084
53007,WA,Chelan County ,77200,42,42,42,42,42,45,46,50,62,70,70,73,80,84,88,97,104,111,112,112,112,118,127,137,145,153,154,154,176,237,234
53009,WA,Clallam County ,77331,0,0,0,0,0,0,0,0,0,0,1,7,7,7,7,7,7,7,7,7,7,7,7,14,21,21,28,28,28,28,28
53011,WA,Clark County ,488241,163,188,196,203,203,203,207,227,269,297,321,357,374,394,408,428,434,466,481,509,539,553,595,671,749,801,863,895,924,959,964
53013,WA,Columbia County ,3985,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,14,14,21,21,23,28,28
53015,WA,Cowlitz County ,110593,0,0,0,0,0,0,7,18,31,35,35,41,42,42,42,42,43,49,49,49,49,49,49,55,56,56,84,101,115,146,146
53017,WA,Douglas County ,43429,21,21,21,21,21,21,24,33,42,42,42,47,52,56,59,63,63,63,63,63,63,69,70,70,70,70,70,70,78,98,99
53019,WA,Ferry County ,7627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,7,7,7,7,7,8
53021,WA,Franklin County ,95222,143,168,193,218,231,244,286,305,321,334,355,384,392,405,410,433,456,462,462,468,469,473,482,483,490,503,518,521,530,540,542
53023,WA,Garfield County ,2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,8
53025,WA,Grant County ,97733,28,28,29,41,42,50,56,62,82,85,91,98,101,113,119,131,142,152,160,161,181,191,202,210,223,231,263,266,271,280,284
53027,WA,Grays Harbor County ,75061,0,0,0,0,0,0,5,7,7,12,18,27,39,42,42,42,45,67,75,77,77,77,81,91,91,91,91,115,129,140,146
53029,WA,Island County ,85141,77,77,81,84,84,84,77,77,77,77,80,78,77,77,77,77,80,84,84,84,84,84,84,84,84,84,109,112,127,147,148
53031,WA,Jefferson County ,32221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,7,7,7
53033,WA,King County ,2252782,4016,4092,4170,4243,4304,4411,4412,4481,4550,4655,4800,4935,5040,5121,5191,5247,5303,5337,5456,5531,5582,5691,5748,5828,5915,6053,6238,6312,6494,6752,6806
53035,WA,Kitsap County ,271473,14,14,14,14,14,14,14,14,23,38,49,53,61,71,77,77,89,93,106,127,151,154,159,173,198,209,210,210,218,238,240
53037,WA,Kittitas County ,47935,0,0,0,0,0,0,0,34,108,126,140,145,147,147,150,154,154,154,154,154,154,154,154,154,158,161,161,161,161,161,165
53039,WA,Klickitat County ,22425,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
53041,WA,Lewis County ,80707,21,21,21,21,21,21,21,21,21,21,27,28,28,28,28,28,28,34,50,56,83,84,91,91,100,111,119,119,134,162,170
53043,WA,Lincoln County ,10939,0,0,0,0,0,0,0,0,0,0,0,5,7,7,7,7,7,7,7,9,14,14,14,14,18,21,21,26,28,28,29
53045,WA,Mason County ,66768,7,7,7,7,7,7,7,7,7,7,7,7,7,7,16,21,27,41,55,60,63,69,70,70,75,77,82,84,88,92,95
53047,WA,Okanogan County ,42243,7,7,11,14,14,14,14,14,14,17,35,42,45,49,59,63,69,70,70,70,75,77,77,77,77,77,88,96,122,188,186
53049,WA,Pacific County ,22471,7,7,7,7,7,7,7,7,12,14,14,14,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,24
53051,WA,Pend Oreille County ,13724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,17,21,23,28,28
53053,WA,Pierce County ,904980,579,611,629,669,724,756,765,814,871,938,1010,1082,1150,1222,1270,1332,1383,1441,1460,1505,1525,1574,1629,1705,1814,1895,1981,1987,2043,2160,2188
53055,WA,San Juan County ,17582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53057,WA,Skagit County ,129205,105,105,105,105,105,111,115,123,142,147,151,154,154,154,154,154,154,154,154,159,161,165,175,175,181,182,201,213,221,231,242
53059,WA,Skamania County ,12083,0,0,0,0,0,0,0,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
53061,WA,Snohomish County ,822083,1054,1088,1121,1161,1204,1245,1255,1275,1302,1336,1394,1433,1435,1435,1435,1461,1479,1484,1511,1533,1587,1623,1666,1739,1803,1924,2092,2126,2222,2402,2427
53063,WA,Spokane County ,522798,240,257,261,269,284,297,299,319,390,544,683,822,900,961,988,1042,1126,1190,1235,1275,1346,1404,1465,1531,1600,1717,1852,1908,2006,2169,2202
53065,WA,Stevens County ,45723,7,7,7,7,7,7,7,7,7,7,7,7,7,10,14,14,14,18,21,29,35,35,38,42,42,47,66,70,74,91,91
53067,WA,Thurston County ,290536,14,27,29,49,49,56,35,38,49,72,77,79,87,103,105,114,119,128,139,145,156,219,254,266,308,322,322,325,338,352,359
53069,WA,Wahkiakum County ,4488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53071,WA,Walla Walla County ,60760,14,14,14,14,14,14,14,14,14,15,23,28,31,35,35,35,35,36,41,42,42,42,62,88,133,157,179,182,192,219,219
53073,WA,Whatcom County ,229247,259,265,272,280,280,283,255,259,261,269,273,273,273,273,273,280,292,315,334,341,343,350,357,357,357,357,357,360,364,364,367
53075,WA,Whitman County ,50104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,69,114,142,157,161,168,168,172,174,169,135
53077,WA,Yakima County ,250873,684,776,898,1029,1110,1245,1319,1359,1412,1469,1513,1612,1664,1698,1739,1779,1801,1828,1840,1860,1884,1908,1949,1979,2036,2058,2058,2058,2084,2140,2152
0,WY,Statewide Unallocated,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
56001,WY,Albany County ,38880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,32,40,42,60,63,63,63,63,63,63
56003,WY,Big Horn County ,11790,0,0,0,0,0,0,0,0,0,0,2,7,7,7,7,7,11,14,14,14,14,49,54,63,63,84,90,105,105,105,141
56005,WY,Campbell County ,46341,0,0,0,0,0,0,0,6,7,7,7,7,7,7,7,7,7,11,14,14,17,21,26,41,48,80,105,130,152,154,211
56007,WY,Carbon County ,14800,7,7,7,7,7,7,7,7,7,7,7,10,14,14,14,14,14,14,14,14,14,14,14,27,34,49,61,78,84,84,102
56009,WY,Converse County ,13822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,35,35,47,49,49,61,70,77
56011,WY,Crook County ,7584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,21,33,38,42,42,42,46
56013,WY,Fremont County ,39261,56,61,63,63,63,63,67,70,70,80,84,90,91,97,98,98,98,98,98,98,104,109,122,144,166,204,246,325,371,378,436
56015,WY,Goshen County ,13211,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,10,14,14,14,14,17,33,42,42,42,61,63,74,88,91,113
56017,WY,Hot Springs County ,4413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,7,7
56019,WY,Johnson County ,8445,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,14,14,14,26,28,31,35,35,35,42
56021,WY,Laramie County ,99500,14,14,14,14,14,19,21,21,21,21,21,24,28,28,28,28,28,28,28,28,28,46,54,75,77,157,185,259,315,329,413
56023,WY,Lincoln County ,19830,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,7,7,7,14,14,21,21,28,42,42,42,62,70,70,77
56025,WY,Natrona County ,79858,7,7,7,7,7,7,7,7,7,7,7,7,7,10,14,20,28,36,42,48,52,64,81,109,217,320,349,422,484,518,632
56027,WY,Niobrara County ,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,14
56029,WY,Park County ,29194,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,14,14,14,14,20,21,21,21,28,42,42,49,49,49,61
56031,WY,Platte County ,8393,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,14,25,28,35,47,55,56,56,56,56
56033,WY,Sheridan County ,30485,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,22,28,28,28,28,28,32,41,56,66,70,73,89,99,105,116
56035,WY,Sublette County ,9831,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,29,35,35,39
56037,WY,Sweetwater County ,42343,0,0,0,0,0,0,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,24,28,36,42,54,90,104,105,109
56039,WY,Teton County ,23464,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,14,14,14,14,14,14,14,25
56041,WY,Uinta County ,20226,0,0,0,0,0,0,0,0,0,0,0,4,14,14,14,14,14,14,14,14,17,21,21,21,28,28,31,47,49,49,49
56043,WY,Washakie County ,7805,21,21,27,35,35,35,35,35,35,35,35,35,35,41,42,42,42,42,42,48,49,49,49,49,49,54,56,75,77,77,124
56045,WY,Weston County ,6927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,14,14,14,14
