countyFIPS,State,County Name_x,population,Day,Weekly_cases_per_million
56039,WY,Teton County ,23464,2020-06-25,33370.26934878964
53017,WA,Douglas County ,43429,2020-06-25,31545.741324921135
6077,CA,San Joaquin County ,762148,2020-06-25,31513.56429459895
6081,CA,San Mateo County ,766573,2020-06-25,29153.12696899056
53033,WA,King County ,2252782,2020-06-25,28884.730080407247
6039,CA,Madera County ,157327,2020-06-25,28806.244319156915
6073,CA,San Diego County ,3338330,2020-06-25,28655.046085917213
16047,ID,Gooding County ,15179,2020-06-25,28130.97041965874
6047,CA,Merced County ,277680,2020-06-25,27974.647075770674
53061,WA,Snohomish County ,822083,2020-06-25,27936.351925535502
6075,CA,City and County of San Francisco,881549,2020-06-25,27722.7924936674
53025,WA,Grant County ,97733,2020-06-25,27708.143615769495
41047,OR,Marion County ,347818,2020-06-25,26830.12380037836
6053,CA,Monterey County ,434061,2020-06-25,26809.595886292478
53057,WA,Skagit County ,129205,2020-06-25,26283.812545954104
41027,OR,Hood River County ,23382,2020-06-25,26216.747925754855
53007,WA,Chelan County ,77200,2020-06-25,25997.40932642487
6021,CA,Glenn County ,28393,2020-06-25,25604.90261684218
30037,MT,Golden Valley County ,821,2020-06-25,25578.562728380024
41059,OR,Umatilla County ,77950,2020-06-25,25439.384220654265
6111,CA,Ventura County ,846006,2020-06-25,24705.498542563528
6001,CA,Alameda County ,1671329,2020-06-25,24591.806879435466
6069,CA,San Benito County ,62808,2020-06-25,24487.326455228635
41031,OR,Jefferson County ,24658,2020-06-25,22791.79171060102
6095,CA,Solano County ,447643,2020-06-25,21074.829719218214
6035,CA,Lassen County ,30573,2020-06-25,21064.33781441141
6051,CA,Mono County ,14444,2020-06-25,20354.472445306008
41049,OR,Morrow County ,11603,2020-06-25,19305.352064121347
16001,ID,Ada County ,481587,2020-06-25,19084.817488844175
56017,WY,Hot Springs County ,4413,2020-06-25,19034.67029231815
53053,WA,Pierce County ,904980,2020-06-25,17833.54328272448
6013,CA,Contra Costa County ,1153526,2020-06-25,17472.514707080725
6055,CA,Napa County ,137744,2020-06-25,16545.185271227783
6085,CA,Santa Clara County ,1927852,2020-06-25,16489.8550303654
53039,WA,Klickitat County ,22425,2020-06-25,16410.25641025641
16073,ID,Owyhee County ,11823,2020-06-25,16324.114015055402
6097,CA,Sonoma County ,494336,2020-06-25,15983.056059036768
53071,WA,Walla Walla County ,60760,2020-06-25,15980.908492429231
41051,OR,Multnomah County ,812855,2020-06-25,15920.428612729209
16009,ID,Benewah County ,9298,2020-06-25,15809.85158098516
56019,WY,Johnson County ,8445,2020-06-25,15748.963883955004
53073,WA,Whatcom County ,229247,2020-06-25,15734.12083909495
6113,CA,Yolo County ,220500,2020-06-25,15678.004535147395
16003,ID,Adams County ,4294,2020-06-25,15603.16721006055
53029,WA,Island County ,85141,2020-06-25,15421.477314102489
16069,ID,Nez Perce County ,40408,2020-06-25,15170.26331419521
56021,WY,Laramie County ,99500,2020-06-25,14894.472361809045
53037,WA,Kittitas County ,47935,2020-06-25,14749.13945968499
16027,ID,Canyon County ,229849,2020-06-25,14705.306527328812
16075,ID,Payette County ,23951,2020-06-25,14487.912822011607
6079,CA,San Luis Obispo County ,283111,2020-06-25,14446.63047355984
16077,ID,Power County ,7681,2020-06-25,13800.286421038927
30017,MT,Custer County ,11402,2020-06-25,13506.402385546397
53063,WA,Spokane County ,522798,2020-06-25,13395.231045260312
30031,MT,Gallatin County ,114434,2020-06-25,12976.912456088226
6067,CA,Sacramento County ,1552058,2020-06-25,12922.197495196699
41065,OR,Wasco County ,26682,2020-06-25,12892.586762611498
41067,OR,Washington County ,601592,2020-06-25,12626.497692788467
56009,WY,Converse County ,13822,2020-06-25,12443.929966719723
6003,CA,Alpine County ,1129,2020-06-25,12400.354295837024
6015,CA,Del Norte County ,27812,2020-06-25,11973.248957284626
41045,OR,Malheur County ,30571,2020-06-25,11939.419711491282
6061,CA,Placer County ,398329,2020-06-25,11618.536435961229
6027,CA,Inyo County ,18039,2020-06-25,10754.476412217973
16039,ID,Elmore County ,27511,2020-06-25,10722.983533859184
41053,OR,Polk County ,86085,2020-06-25,10652.262298890631
53047,WA,Okanogan County ,42243,2020-06-25,10439.599460265606
56007,WY,Carbon County ,14800,2020-06-25,10405.405405405405
6011,CA,Colusa County ,21547,2020-06-25,10210.238084188055
41005,OR,Clackamas County ,418187,2020-06-25,10186.830293624622
16041,ID,Franklin County ,13876,2020-06-25,9873.162294609398
6101,CA,Sutter County ,96971,2020-06-25,9724.556826267646
6087,CA,Santa Cruz County ,273213,2020-06-25,9589.587611131241
56037,WY,Sweetwater County ,42343,2020-06-25,9493.895094820868
6043,CA,Mariposa County ,17203,2020-06-25,9475.091553798757
41035,OR,Klamath County ,68238,2020-06-25,9437.556786541223
53011,WA,Clark County ,488241,2020-06-25,9401.094951059007
53015,WA,Cowlitz County ,110593,2020-06-25,9186.838226650872
30009,MT,Carbon County ,10725,2020-06-25,9044.289044289046
56025,WY,Natrona County ,79858,2020-06-25,8652.858824413333
16029,ID,Caribou County ,7155,2020-06-25,8106.219426974143
41007,OR,Clatsop County ,40224,2020-06-25,8079.75338106603
16081,ID,Teton County ,12142,2020-06-25,8071.157964091583
53013,WA,Columbia County ,3985,2020-06-25,8030.112923462985
6057,CA,Nevada County ,99755,2020-06-25,7638.714851385896
6023,CA,Humboldt County ,135558,2020-06-25,7502.323728588502
56005,WY,Campbell County ,46341,2020-06-25,7444.811290218166
6103,CA,Tehama County ,65084,2020-06-25,7344.354987400897
53031,WA,Jefferson County ,32221,2020-06-25,7324.415753701002
6017,CA,El Dorado County ,192843,2020-06-25,7275.348340359774
53055,WA,San Juan County ,17582,2020-06-25,7223.296553293141
41063,OR,Wallowa County ,7208,2020-06-25,7214.206437291898
16045,ID,Gem County ,18112,2020-06-25,7177.56183745583
41043,OR,Linn County ,129749,2020-06-25,6967.298399216949
16005,ID,Bannock County ,87808,2020-06-25,6559.766763848396
41071,OR,Yamhill County ,107100,2020-06-25,6535.9477124183
56003,WY,Big Horn County ,11790,2020-06-25,6530.958439355386
30057,MT,Madison County ,8600,2020-06-25,6511.627906976744
16025,ID,Camas County ,1106,2020-06-25,6329.113924050633
53069,WA,Wahkiakum County ,4488,2020-06-25,6238.859180035651
53003,WA,Asotin County ,22582,2020-06-25,6199.628022318661
56027,WY,Niobrara County ,2356,2020-06-25,5942.275042444821
56011,WY,Crook County ,7584,2020-06-25,5933.544303797469
6009,CA,Calaveras County ,45905,2020-06-25,5838.143993029083
30103,MT,Treasure County ,696,2020-06-25,5747.126436781609
16055,ID,Kootenai County ,165697,2020-06-25,5721.286444534301
41037,OR,Lake County ,7869,2020-06-25,5718.642775447961
6045,CA,Mendocino County ,86749,2020-06-25,5694.590139367601
16019,ID,Bonneville County ,119062,2020-06-25,5686.113117535402
6089,CA,Shasta County ,180080,2020-06-25,5641.936916925811
6033,CA,Lake County ,64386,2020-06-25,5622.340260305035
30087,MT,Rosebud County ,8937,2020-06-25,5482.824213942038
30111,MT,Yellowstone County ,161300,2020-06-25,5474.2715437073775
16065,ID,Madison County ,39907,2020-06-25,5362.467737489663
6007,CA,Butte County ,219186,2020-06-25,5360.743843128667
56023,WY,Lincoln County ,19830,2020-06-25,5345.436207766012
30007,MT,Broadwater County ,6237,2020-06-25,5291.005291005291
56001,WY,Albany County ,38880,2020-06-25,5246.913580246914
53067,WA,Thurston County ,290536,2020-06-25,5217.942010628632
41017,OR,Deschutes County ,197692,2020-06-25,5215.18321429294
41003,OR,Benton County ,93053,2020-06-25,5179.843744962548
53035,WA,Kitsap County ,271473,2020-06-25,4965.503015032803
30083,MT,Richland County ,10803,2020-06-25,4906.044617235953
6093,CA,Siskiyou County ,43539,2020-06-25,4639.518592526241
16011,ID,Bingham County ,46811,2020-06-25,4635.662557945782
53045,WA,Mason County ,66768,2020-06-25,4478.193146417445
56033,WY,Sheridan County ,30485,2020-06-25,4461.210431359686
30085,MT,Roosevelt County ,11004,2020-06-25,4452.926208651399
53041,WA,Lewis County ,80707,2020-06-25,4299.503140991488
6115,CA,Yuba County ,78668,2020-06-25,4207.555804138912
53075,WA,Whitman County ,50104,2020-06-25,4091.4897014210437
41011,OR,Coos County ,64487,2020-06-25,3938.7783584288304
41055,OR,Sherman County ,1780,2020-06-25,3932.5842696629215
30059,MT,Meagher County ,1862,2020-06-25,3759.398496240601
53049,WA,Pacific County ,22471,2020-06-25,3738.151395131503
30067,MT,Park County ,16606,2020-06-25,3733.5902685776227
30035,MT,Glacier County ,13753,2020-06-25,3490.147604159092
41009,OR,Columbia County ,52354,2020-06-25,3476.334186499599
16037,ID,Custer County ,4315,2020-06-25,3476.2456546929316
56029,WY,Park County ,29194,2020-06-25,3356.854148112626
30107,MT,Wheatland County ,2126,2020-06-25,3292.5682031984948
16051,ID,Jefferson County ,29871,2020-06-25,3280.773994844498
56035,WY,Sublette County ,9831,2020-06-25,3255.009663309938
30029,MT,Flathead County ,103806,2020-06-25,3198.273702868813
30063,MT,Missoula County ,119600,2020-06-25,3010.0334448160534
30051,MT,Liberty County ,2337,2020-06-25,2995.293110825845
6005,CA,Amador County ,39752,2020-06-25,2993.5600724491846
53009,WA,Clallam County ,77331,2020-06-25,2987.1590953175314
30081,MT,Ravalli County ,43806,2020-06-25,2876.3183125599235
41029,OR,Jackson County ,220944,2020-06-25,2855.9272937939027
30047,MT,Lake County ,30458,2020-06-25,2757.896119246175
6063,CA,Plumas County ,18807,2020-06-25,2711.7562609666616
56015,WY,Goshen County ,13211,2020-06-25,2649.3073953523576
30095,MT,Stillwater County ,9642,2020-06-25,2592.823065753993
41013,OR,Crook County ,24404,2020-06-25,2581.544009178823
30023,MT,Deer Lodge County ,9140,2020-06-25,2516.411378555799
6109,CA,Tuolumne County ,54478,2020-06-25,2496.4205734424904
30053,MT,Lincoln County ,19980,2020-06-25,2452.4524524524527
53065,WA,Stevens County ,45723,2020-06-25,2449.5330577608647
30049,MT,Lewis and Clark County ,69432,2020-06-25,2405.231017398318
30073,MT,Pondera County ,5911,2020-06-25,2368.4655726611404
16017,ID,Bonner County ,45739,2020-06-25,2361.22346356501
6091,CA,Sierra County ,3005,2020-06-25,2329.450915141431
30093,MT,Silver Bow County ,34915,2020-06-25,2262.6378347415152
53027,WA,Grays Harbor County ,75061,2020-06-25,2158.2446277028016
16043,ID,Fremont County ,13099,2020-06-25,2137.567753263608
41015,OR,Curry County ,22925,2020-06-25,2137.4045801526718
41019,OR,Douglas County ,110980,2020-06-25,2108.488015858713
16085,ID,Valley County ,11392,2020-06-25,2106.741573033708
41033,OR,Josephine County ,87487,2020-06-25,2080.3090744910673
30013,MT,Cascade County ,81366,2020-06-25,1991.0036133028536
41039,OR,Lane County ,382067,2020-06-25,1889.7209128241905
30021,MT,Dawson County ,8613,2020-06-25,1857.657030070823
16059,ID,Lemhi County ,8027,2020-06-25,1744.1136165441635
53059,WA,Skamania County ,12083,2020-06-25,1737.9789787304476
30043,MT,Jefferson County ,12221,2020-06-25,1718.3536535471728
41057,OR,Tillamook County ,27036,2020-06-25,1664.4474034620505
53051,WA,Pend Oreille County ,13724,2020-06-25,1530.166132322938
16057,ID,Latah County ,40108,2020-06-25,1520.8935873142514
30065,MT,Musselshell County ,4633,2020-06-25,1510.9000647528599
56031,WY,Platte County ,8393,2020-06-25,1310.615989515072
53043,WA,Lincoln County ,10939,2020-06-25,1279.824481214005
30027,MT,Fergus County ,11050,2020-06-25,1266.968325791855
16049,ID,Idaho County ,16667,2020-06-25,1259.97480050399
6105,CA,Trinity County ,12285,2020-06-25,1139.6011396011395
56045,WY,Weston County ,6927,2020-06-25,1010.5384726432799
41023,OR,Grant County ,7199,2020-06-25,972.3572718433117
41025,OR,Harney County ,7393,2020-06-25,946.84160692547
30105,MT,Valley County ,7396,2020-06-25,946.4575446187129
53019,WA,Ferry County ,7627,2020-06-25,917.7920545430707
6049,CA,Modoc County ,8841,2020-06-25,791.765637371338
30001,MT,Beaverhead County ,9453,2020-06-25,740.5056595789696
41001,OR,Baker County ,16124,2020-06-25,434.13545026048126
30041,MT,Hill County ,16484,2020-06-25,424.65421014316917
30039,MT,Granite County ,3379,2020-06-25,295.9455460195324
16015,ID,Boise County ,7831,2020-06-25,127.69761205465457
16007,ID,Bear Lake County ,6125,2020-06-25,0.0
16021,ID,Boundary County ,12245,2020-06-25,0.0
16023,ID,Butte County ,2597,2020-06-25,0.0
16033,ID,Clark County ,845,2020-06-25,0.0
16035,ID,Clearwater County ,8756,2020-06-25,0.0
16061,ID,Lewis County ,3838,2020-06-25,0.0
16071,ID,Oneida County ,4531,2020-06-25,0.0
16079,ID,Shoshone County ,12882,2020-06-25,0.0
30005,MT,Blaine County ,6681,2020-06-25,0.0
30011,MT,Carter County ,1252,2020-06-25,0.0
30015,MT,Chouteau County ,5635,2020-06-25,0.0
30019,MT,Daniels County ,1690,2020-06-25,0.0
30025,MT,Fallon County ,2846,2020-06-25,0.0
30033,MT,Garfield County ,1258,2020-06-25,0.0
30045,MT,Judith Basin County ,2007,2020-06-25,0.0
30055,MT,McCone County ,1664,2020-06-25,0.0
30061,MT,Mineral County ,4397,2020-06-25,0.0
30069,MT,Petroleum County ,487,2020-06-25,0.0
30071,MT,Phillips County ,3954,2020-06-25,0.0
30075,MT,Powder River County ,1682,2020-06-25,0.0
30077,MT,Powell County ,6890,2020-06-25,0.0
30079,MT,Prairie County ,1077,2020-06-25,0.0
30089,MT,Sanders County ,12113,2020-06-25,0.0
30091,MT,Sheridan County ,3309,2020-06-25,0.0
30097,MT,Sweet Grass County ,3737,2020-06-25,0.0
30099,MT,Teton County ,6147,2020-06-25,0.0
30109,MT,Wibaux County ,969,2020-06-25,0.0
41021,OR,Gilliam County ,1912,2020-06-25,0.0
41069,OR,Wheeler County ,1332,2020-06-25,0.0
53023,WA,Garfield County ,2225,2020-06-25,0.0
0,ID,Statewide Unallocated,0,2020-06-25,
0,MT,Statewide Unallocated,0,2020-06-25,
0,OR,Statewide Unallocated,0,2020-06-25,
0,WY,Statewide Unallocated,0,2020-06-25,
0,CA,Statewide Unallocated,0,2020-06-26,inf
0,WA,Statewide Unallocated,0,2020-06-26,inf
6025,CA,Imperial County ,181215,2020-06-26,278713.130811467
53077,WA,Yakima County ,250873,2020-06-26,179489.22363108027
16013,ID,Blaine County ,23021,2020-06-26,159028.71291429567
6031,CA,Kings County ,152940,2020-06-26,109441.61108931608
53021,WA,Franklin County ,95222,2020-06-26,99346.78960744366
41061,OR,Union County ,26835,2020-06-26,72703.55878516863
6037,CA,Los Angeles County ,10039107,2020-06-26,69920.16321770452
6107,CA,Tulare County ,466195,2020-06-26,67422.43052799795
16053,ID,Jerome County ,24412,2020-06-26,64640.34081599214
16087,ID,Washington County ,10194,2020-06-26,63272.51324308417
56013,WY,Fremont County ,39261,2020-06-26,60212.42454344006
6065,CA,Riverside County ,2470546,2020-06-26,53368.769494678505
6083,CA,Santa Barbara County ,446499,2020-06-26,53001.23852461035
16031,ID,Cassia County ,24030,2020-06-26,52808.988764044945
56041,WY,Uinta County ,20226,2020-06-26,52061.702758825275
53005,WA,Benton County ,204390,2020-06-26,50623.80742697784
6041,CA,Marin County ,258826,2020-06-26,50072.24931034749
6029,CA,Kern County ,900202,2020-06-26,49184.516364104944
6019,CA,Fresno County ,999101,2020-06-26,48631.71991620467
16063,ID,Lincoln County ,5366,2020-06-26,46403.27991054789
6071,CA,San Bernardino County ,2180085,2020-06-26,46387.18215115466
30101,MT,Toole County ,4736,2020-06-26,45819.25675675676
16067,ID,Minidoka County ,21039,2020-06-26,43062.88321688293
16083,ID,Twin Falls County ,86878,2020-06-26,42358.24949929787
41041,OR,Lincoln County ,49962,2020-06-26,41251.35102678036
6059,CA,Orange County ,3175692,2020-06-26,38226.629030775024
53001,WA,Adams County ,19983,2020-06-26,37631.98718911075
6099,CA,Stanislaus County ,550660,2020-06-26,36984.709257981325
30003,MT,Big Horn County ,13319,2020-06-26,35963.660935505664
56043,WY,Washakie County ,7805,2020-06-26,34977.57847533632
56039,WY,Teton County ,23464,2020-06-26,33796.454142516195
6077,CA,San Joaquin County ,762148,2020-06-26,33249.447613849276
53017,WA,Douglas County ,43429,2020-06-26,32236.523981671235
6039,CA,Madera County ,157327,2020-06-26,30121.975249003666
6047,CA,Merced County ,277680,2020-06-26,29786.084701815038
6081,CA,San Mateo County ,766573,2020-06-26,29647.5351988656
6073,CA,San Diego County ,3338330,2020-06-26,29602.825364778197
53033,WA,King County ,2252782,2020-06-26,29155.95028724484
53025,WA,Grant County ,97733,2020-06-26,28721.10750718795
6075,CA,City and County of San Francisco,881549,2020-06-26,28269.557336007412
16047,ID,Gooding County ,15179,2020-06-26,28262.731405230912
53061,WA,Snohomish County ,822083,2020-06-26,28177.20351837953
6035,CA,Lassen County ,30573,2020-06-26,27965.852222549307
6053,CA,Monterey County ,434061,2020-06-26,27761.075056270893
6021,CA,Glenn County ,28393,2020-06-26,27365.900045785933
41047,OR,Marion County ,347818,2020-06-26,27221.132891339723
41059,OR,Umatilla County ,77950,2020-06-26,27145.60615779346
53057,WA,Skagit County ,129205,2020-06-26,26392.167485778416
53007,WA,Chelan County ,77200,2020-06-26,26347.15025906736
41027,OR,Hood River County ,23382,2020-06-26,26259.515866906164
6111,CA,Ventura County ,846006,2020-06-26,26009.271801854833
30037,MT,Golden Valley County ,821,2020-06-26,25578.562728380024
6069,CA,San Benito County ,62808,2020-06-26,25315.24646541842
6001,CA,Alameda County ,1671329,2020-06-26,25160.216809497113
41031,OR,Jefferson County ,24658,2020-06-26,23359.558763890018
6095,CA,Solano County ,447643,2020-06-26,22024.24700039987
41049,OR,Morrow County ,11603,2020-06-26,21115.228820132725
6051,CA,Mono County ,14444,2020-06-26,20492.93824425367
16001,ID,Ada County ,481587,2020-06-26,20438.674631997957
56017,WY,Hot Springs County ,4413,2020-06-26,19034.67029231815
6013,CA,Contra Costa County ,1153526,2020-06-26,18158.238305855266
53053,WA,Pierce County ,904980,2020-06-26,18044.597670666753
16073,ID,Owyhee County ,11823,2020-06-26,17339.084834644338
6055,CA,Napa County ,137744,2020-06-26,17314.728772215123
6085,CA,Santa Clara County ,1927852,2020-06-26,16915.198884561676
53039,WA,Klickitat County ,22425,2020-06-26,16633.221850613158
6097,CA,Sonoma County ,494336,2020-06-26,16593.976566545833
6113,CA,Yolo County ,220500,2020-06-26,16526.07709750567
41051,OR,Multnomah County ,812855,2020-06-26,16306.721370970223
53071,WA,Walla Walla County ,60760,2020-06-26,16293.6142198815
53073,WA,Whatcom County ,229247,2020-06-26,16231.401065226592
16075,ID,Payette County ,23951,2020-06-26,16032.733497557512
56019,WY,Johnson County ,8445,2020-06-26,15867.37714624038
16003,ID,Adams County ,4294,2020-06-26,15836.050302748023
16009,ID,Benewah County ,9298,2020-06-26,15809.85158098516
16027,ID,Canyon County ,229849,2020-06-26,15788.626446058066
53029,WA,Island County ,85141,2020-06-26,15480.203427255963
16069,ID,Nez Perce County ,40408,2020-06-26,15392.99148683429
56021,WY,Laramie County ,99500,2020-06-26,15256.281407035176
53037,WA,Kittitas County ,47935,2020-06-26,15145.509544174403
6079,CA,San Luis Obispo County ,283111,2020-06-26,15025.908565898182
16077,ID,Power County ,7681,2020-06-26,14060.66918370004
30017,MT,Custer County ,11402,2020-06-26,13944.92194351868
53063,WA,Spokane County ,522798,2020-06-26,13858.124935443517
6067,CA,Sacramento County ,1552058,2020-06-26,13607.094580228317
41065,OR,Wasco County ,26682,2020-06-26,13492.241960872498
30031,MT,Gallatin County ,114434,2020-06-26,13282.765611618925
41067,OR,Washington County ,601592,2020-06-26,12995.518557427626
41045,OR,Malheur County ,30571,2020-06-26,12920.741879559058
56009,WY,Converse County ,13822,2020-06-26,12516.27839675879
6003,CA,Alpine County ,1129,2020-06-26,12400.354295837024
6015,CA,Del Norte County ,27812,2020-06-26,12260.894577880052
6061,CA,Placer County ,398329,2020-06-26,12085.487122454051
6011,CA,Colusa County ,21547,2020-06-26,11741.773796816262
16039,ID,Elmore County ,27511,2020-06-26,11159.172694558541
6027,CA,Inyo County ,18039,2020-06-26,10920.782748489384
41053,OR,Polk County ,86085,2020-06-26,10698.72800139397
53047,WA,Okanogan County ,42243,2020-06-26,10463.272021399995
41005,OR,Clackamas County ,418187,2020-06-26,10435.522864173205
56007,WY,Carbon County ,14800,2020-06-26,10405.405405405405
56037,WY,Sweetwater County ,42343,2020-06-26,10249.62803769218
16041,ID,Franklin County ,13876,2020-06-26,10233.49668492361
6101,CA,Sutter County ,96971,2020-06-26,10209.237813366884
6043,CA,Mariposa County ,17203,2020-06-26,10056.385514154508
41035,OR,Klamath County ,68238,2020-06-26,9891.849116328147
6087,CA,Santa Cruz County ,273213,2020-06-26,9860.438558926551
30009,MT,Carbon County ,10725,2020-06-26,9696.969696969696
53013,WA,Columbia County ,3985,2020-06-26,9535.759096612295
53015,WA,Cowlitz County ,110593,2020-06-26,9512.356116571573
53011,WA,Clark County ,488241,2020-06-26,9503.503392791674
56025,WY,Natrona County ,79858,2020-06-26,8828.170001753111
30103,MT,Treasure County ,696,2020-06-26,8620.689655172413
16029,ID,Caribou County ,7155,2020-06-26,8245.981830887493
16081,ID,Teton County ,12142,2020-06-26,8235.87547356284
41007,OR,Clatsop County ,40224,2020-06-26,8129.474940334129
6057,CA,Nevada County ,99755,2020-06-26,7939.451656558568
6103,CA,Tehama County ,65084,2020-06-26,7759.203490873332
56005,WY,Campbell County ,46341,2020-06-26,7639.023758658639
41063,OR,Wallowa County ,7208,2020-06-26,7630.410654827969
6017,CA,El Dorado County ,192843,2020-06-26,7591.6678334188955
6023,CA,Humboldt County ,135558,2020-06-26,7583.469806282182
53031,WA,Jefferson County ,32221,2020-06-26,7417.522733620931
53055,WA,San Juan County ,17582,2020-06-26,7393.925605733137
16045,ID,Gem County ,18112,2020-06-26,7343.197879858657
41043,OR,Linn County ,129749,2020-06-26,7036.663095669331
16005,ID,Bannock County ,87808,2020-06-26,6764.759475218659
41071,OR,Yamhill County ,107100,2020-06-26,6647.992530345472
56003,WY,Big Horn County ,11790,2020-06-26,6615.776081424937
30057,MT,Madison County ,8600,2020-06-26,6511.627906976744
41037,OR,Lake County ,7869,2020-06-26,6481.128478841021
16025,ID,Camas County ,1106,2020-06-26,6329.113924050633
53069,WA,Wahkiakum County ,4488,2020-06-26,6238.859180035651
53003,WA,Asotin County ,22582,2020-06-26,6199.628022318661
30087,MT,Rosebud County ,8937,2020-06-26,6154.190444220655
6033,CA,Lake County ,64386,2020-06-26,6150.405367626502
16055,ID,Kootenai County ,165697,2020-06-26,6089.4282938134065
56011,WY,Crook County ,7584,2020-06-26,6065.400843881856
6009,CA,Calaveras County ,45905,2020-06-26,5947.064589913953
56027,WY,Niobrara County ,2356,2020-06-26,5942.275042444821
6089,CA,Shasta County ,180080,2020-06-26,5925.144380275433
6045,CA,Mendocino County ,86749,2020-06-26,5867.502795421273
16019,ID,Bonneville County ,119062,2020-06-26,5820.496883976416
6007,CA,Butte County ,219186,2020-06-26,5743.979998722546
30111,MT,Yellowstone County ,161300,2020-06-26,5654.060756354618
30007,MT,Broadwater County ,6237,2020-06-26,5451.338784672118
56023,WY,Lincoln County ,19830,2020-06-26,5446.293494704993
16065,ID,Madison County ,39907,2020-06-26,5387.525997945223
30083,MT,Richland County ,10803,2020-06-26,5368.879015088401
56001,WY,Albany County ,38880,2020-06-26,5349.794238683127
41003,OR,Benton County ,93053,2020-06-26,5330.295637969759
41017,OR,Deschutes County ,197692,2020-06-26,5301.17556603201
53067,WA,Thurston County ,290536,2020-06-26,5269.570724454113
53035,WA,Kitsap County ,271473,2020-06-26,5039.175166591153
16011,ID,Bingham County ,46811,2020-06-26,4763.837559547969
6093,CA,Siskiyou County ,43539,2020-06-26,4731.390247823791
56033,WY,Sheridan County ,30485,2020-06-26,4625.225520747908
53045,WA,Mason County ,66768,2020-06-26,4538.102084831056
6115,CA,Yuba County ,78668,2020-06-26,4487.212081151168
30085,MT,Roosevelt County ,11004,2020-06-26,4452.926208651399
53041,WA,Lewis County ,80707,2020-06-26,4423.408130645421
53075,WA,Whitman County ,50104,2020-06-26,4191.28213316302
41011,OR,Coos County ,64487,2020-06-26,4031.820366895654
41055,OR,Sherman County ,1780,2020-06-26,3932.5842696629215
56029,WY,Park County ,29194,2020-06-26,3904.9119682126466
30067,MT,Park County ,16606,2020-06-26,3793.8094664579066
30059,MT,Meagher County ,1862,2020-06-26,3759.398496240601
53049,WA,Pacific County ,22471,2020-06-26,3738.151395131503
16037,ID,Custer County ,4315,2020-06-26,3707.9953650057937
30035,MT,Glacier County ,13753,2020-06-26,3562.8590125790734
41009,OR,Columbia County ,52354,2020-06-26,3495.4349237880583
16051,ID,Jefferson County ,29871,2020-06-26,3481.637708814569
56035,WY,Sublette County ,9831,2020-06-26,3356.7287152883737
6005,CA,Amador County ,39752,2020-06-26,3295.4316763936404
30107,MT,Wheatland County ,2126,2020-06-26,3292.5682031984948
30029,MT,Flathead County ,103806,2020-06-26,3265.707184555806
30063,MT,Missoula County ,119600,2020-06-26,3152.1739130434785
30081,MT,Ravalli County ,43806,2020-06-26,3058.9416974843625
53009,WA,Clallam County ,77331,2020-06-26,3000.0905199725853
30051,MT,Liberty County ,2337,2020-06-26,2995.293110825845
6109,CA,Tuolumne County ,54478,2020-06-26,2973.677447777084
6063,CA,Plumas County ,18807,2020-06-26,2924.443026532674
41029,OR,Jackson County ,220944,2020-06-26,2910.239698747194
30047,MT,Lake County ,30458,2020-06-26,2823.5603125615603
30021,MT,Dawson County ,8613,2020-06-26,2786.485545106235
16085,ID,Valley County ,11392,2020-06-26,2721.2078651685397
30095,MT,Stillwater County ,9642,2020-06-26,2696.5359883841525
56015,WY,Goshen County ,13211,2020-06-26,2649.3073953523576
16017,ID,Bonner County ,45739,2020-06-26,2645.444806401539
30023,MT,Deer Lodge County ,9140,2020-06-26,2625.8205689277897
41013,OR,Crook County ,24404,2020-06-26,2581.544009178823
30053,MT,Lincoln County ,19980,2020-06-26,2452.4524524524527
53065,WA,Stevens County ,45723,2020-06-26,2449.5330577608647
30049,MT,Lewis and Clark County ,69432,2020-06-26,2434.0361792833273
30073,MT,Pondera County ,5911,2020-06-26,2368.4655726611404
6091,CA,Sierra County ,3005,2020-06-26,2329.450915141431
30093,MT,Silver Bow County ,34915,2020-06-26,2319.9198052413003
16043,ID,Fremont County ,13099,2020-06-26,2213.9094587373083
53027,WA,Grays Harbor County ,75061,2020-06-26,2184.88962310654
41019,OR,Douglas County ,110980,2020-06-26,2162.5518111371416
41015,OR,Curry County ,22925,2020-06-26,2137.4045801526718
41033,OR,Josephine County ,87487,2020-06-26,2103.1696137711892
30013,MT,Cascade County ,81366,2020-06-26,2064.744487869626
41039,OR,Lane County ,382067,2020-06-26,1965.6238303753007
53059,WA,Skamania County ,12083,2020-06-26,1820.7398824795166
16059,ID,Lemhi County ,8027,2020-06-26,1744.1136165441635
30043,MT,Jefferson County ,12221,2020-06-26,1718.3536535471728
41057,OR,Tillamook County ,27036,2020-06-26,1701.4351235389852
16057,ID,Latah County ,40108,2020-06-26,1595.6916325920015
53051,WA,Pend Oreille County ,13724,2020-06-26,1530.166132322938
30065,MT,Musselshell County ,4633,2020-06-26,1510.9000647528599
56031,WY,Platte County ,8393,2020-06-26,1429.7628976528058
53043,WA,Lincoln County ,10939,2020-06-26,1279.824481214005
30027,MT,Fergus County ,11050,2020-06-26,1266.968325791855
16049,ID,Idaho County ,16667,2020-06-26,1259.97480050399
6105,CA,Trinity County ,12285,2020-06-26,1139.6011396011395
56045,WY,Weston County ,6927,2020-06-26,1010.5384726432799
41023,OR,Grant County ,7199,2020-06-26,972.3572718433117
