countyFIPS,State,County Name_x,population,Day,Weekly_cases_per_million
16063,ID,Lincoln County ,5366,2020-09-26,114796.8691762952
41061,OR,Union County ,26835,2020-09-26,114291.03782373766
16045,ID,Gem County ,18112,2020-09-26,114068.02120141343
30035,MT,Glacier County ,13753,2020-09-26,112484.54882571075
16055,ID,Kootenai County ,165697,2020-09-26,108100.93121782532
30101,MT,Toole County ,4736,2020-09-26,107474.66216216216
6111,CA,Ventura County ,846006,2020-09-26,107410.58574052666
6097,CA,Sonoma County ,494336,2020-09-26,105636.6519937856
16009,ID,Benewah County ,9298,2020-09-26,104646.16046461604
56007,WY,Carbon County ,14800,2020-09-26,103851.35135135135
6013,CA,Contra Costa County ,1153526,2020-09-26,102570.72662428068
16065,ID,Madison County ,39907,2020-09-26,102137.46961685919
56043,WY,Washakie County ,7805,2020-09-26,101601.53747597695
6067,CA,Sacramento County ,1552058,2020-09-26,100577.42687451113
53071,WA,Walla Walla County ,60760,2020-09-26,100362.08031599737
16029,ID,Caribou County ,7155,2020-09-26,99790.35639412998
16037,ID,Custer County ,4315,2020-09-26,98493.62688296639
6073,CA,San Diego County ,3338330,2020-09-26,98375.23552195259
6095,CA,Solano County ,447643,2020-09-26,97937.41888067054
6115,CA,Yuba County ,78668,2020-09-26,95337.36716326841
30059,MT,Meagher County ,1862,2020-09-26,93984.96240601504
16043,ID,Fremont County ,13099,2020-09-26,93900.29773265135
6007,CA,Butte County ,219186,2020-09-26,91981.23967771664
6081,CA,San Mateo County ,766573,2020-09-26,91805.99890682296
30033,MT,Garfield County ,1258,2020-09-26,91414.94435612083
41047,OR,Marion County ,347818,2020-09-26,91407.00021275494
6113,CA,Yolo County ,220500,2020-09-26,89020.4081632653
6079,CA,San Luis Obispo County ,283111,2020-09-26,88989.83084373268
6001,CA,Alameda County ,1671329,2020-09-26,88763.49300466874
6075,CA,City and County of San Francisco,881549,2020-09-26,88679.13184632959
16081,ID,Teton County ,12142,2020-09-26,88206.226321858
6055,CA,Napa County ,137744,2020-09-26,87161.69125333952
30023,MT,Deer Lodge County ,9140,2020-09-26,87089.71553610504
53063,WA,Spokane County ,522798,2020-09-26,86471.25658476123
16039,ID,Elmore County ,27511,2020-09-26,84257.20620842572
6051,CA,Mono County ,14444,2020-09-26,81487.12268069787
30057,MT,Madison County ,8600,2020-09-26,80000.0
30055,MT,McCone County ,1664,2020-09-26,79927.88461538461
6085,CA,Santa Clara County ,1927852,2020-09-26,78110.767839025
56001,WY,Albany County ,38880,2020-09-26,77314.8148148148
30031,MT,Gallatin County ,114434,2020-09-26,77101.2111784959
16005,ID,Bannock County ,87808,2020-09-26,75015.94387755102
30097,MT,Sweet Grass County ,3737,2020-09-26,74926.41156007494
53037,WA,Kittitas County ,47935,2020-09-26,74559.29905079796
41027,OR,Hood River County ,23382,2020-09-26,74031.30613292276
30009,MT,Carbon County ,10725,2020-09-26,73752.91375291375
16049,ID,Idaho County ,16667,2020-09-26,73318.53362932742
6027,CA,Inyo County ,18039,2020-09-26,73285.65885026885
16023,ID,Butte County ,2597,2020-09-26,73161.34000770119
16069,ID,Nez Perce County ,40408,2020-09-26,72411.40368243912
16059,ID,Lemhi County ,8027,2020-09-26,71259.49919023296
41055,OR,Sherman County ,1780,2020-09-26,70786.51685393258
41065,OR,Wasco County ,26682,2020-09-26,70084.70129675437
53033,WA,King County ,2252782,2020-09-26,67354.94157890111
6045,CA,Mendocino County ,86749,2020-09-26,66675.12017429595
41041,OR,Lincoln County ,49962,2020-09-26,66630.63928585725
30017,MT,Custer County ,11402,2020-09-26,66479.56498859849
30109,MT,Wibaux County ,969,2020-09-26,65015.47987616099
30105,MT,Valley County ,7396,2020-09-26,64088.696592752836
6061,CA,Placer County ,398329,2020-09-26,63394.8319103053
16057,ID,Latah County ,40108,2020-09-26,62630.89657923607
30029,MT,Flathead County ,103806,2020-09-26,61961.73631581989
6087,CA,Santa Cruz County ,273213,2020-09-26,61186.693166137775
6033,CA,Lake County ,64386,2020-09-26,60836.206628770226
30047,MT,Lake County ,30458,2020-09-26,60246.89736686585
6103,CA,Tehama County ,65084,2020-09-26,60229.8568004425
30021,MT,Dawson County ,8613,2020-09-26,60141.646348542905
16015,ID,Boise County ,7831,2020-09-26,60017.87766568766
56035,WY,Sublette County ,9831,2020-09-26,60014.24066727698
56033,WY,Sheridan County ,30485,2020-09-26,59963.916680334594
41051,OR,Multnomah County ,812855,2020-09-26,59957.80305220489
30041,MT,Hill County ,16484,2020-09-26,59936.90851735016
53039,WA,Klickitat County ,22425,2020-09-26,59665.55183946488
53053,WA,Pierce County ,904980,2020-09-26,59480.872505469735
30001,MT,Beaverhead County ,9453,2020-09-26,59134.66624352057
53057,WA,Skagit County ,129205,2020-09-26,58937.34762586588
56017,WY,Hot Springs County ,4413,2020-09-26,58690.2334013143
53061,WA,Snohomish County ,822083,2020-09-26,57628.001065585835
56023,WY,Lincoln County ,19830,2020-09-26,55168.935955622794
16085,ID,Valley County ,11392,2020-09-26,54336.37640449438
56009,WY,Converse County ,13822,2020-09-26,54333.67095934018
56037,WY,Sweetwater County ,42343,2020-09-26,54011.28876083414
30065,MT,Musselshell County ,4633,2020-09-26,52449.816533563564
30013,MT,Cascade County ,81366,2020-09-26,52442.051962736274
56029,WY,Park County ,29194,2020-09-26,51585.942316914436
6005,CA,Amador County ,39752,2020-09-26,51519.420406520425
41067,OR,Washington County ,601592,2020-09-26,51047.886275083445
30051,MT,Liberty County ,2337,2020-09-26,50492.083868207104
16041,ID,Franklin County ,13876,2020-09-26,50158.54713173825
30083,MT,Richland County ,10803,2020-09-26,49523.28057021198
41071,OR,Yamhill County ,107100,2020-09-26,48804.85527544351
30093,MT,Silver Bow County ,34915,2020-09-26,47200.343691823
6009,CA,Calaveras County ,45905,2020-09-26,46857.64077987147
16017,ID,Bonner County ,45739,2020-09-26,46830.9320273727
56021,WY,Laramie County ,99500,2020-09-26,46673.366834170854
16003,ID,Adams County ,4294,2020-09-26,45645.086166744295
30039,MT,Granite County ,3379,2020-09-26,45575.61408700799
16007,ID,Bear Lake County ,6125,2020-09-26,44244.897959183676
56015,WY,Goshen County ,13211,2020-09-26,43221.55779274846
56025,WY,Natrona County ,79858,2020-09-26,42713.31613614166
53027,WA,Grays Harbor County ,75061,2020-09-26,42711.927632192484
6017,CA,El Dorado County ,192843,2020-09-26,41904.5544821435
41053,OR,Polk County ,86085,2020-09-26,41749.433699250745
53041,WA,Lewis County ,80707,2020-09-26,41545.34303096386
30095,MT,Stillwater County ,9642,2020-09-26,41485.16905206389
56005,WY,Campbell County ,46341,2020-09-26,40676.72255669926
53015,WA,Cowlitz County ,110593,2020-09-26,40273.79671407774
53011,WA,Clark County ,488241,2020-09-26,39941.34044457553
53045,WA,Mason County ,66768,2020-09-26,39749.58063743111
41001,OR,Baker County ,16124,2020-09-26,39630.364673778226
53073,WA,Whatcom County ,229247,2020-09-26,39564.31272819273
30107,MT,Wheatland County ,2126,2020-09-26,39040.451552210725
41005,OR,Clackamas County ,418187,2020-09-26,38901.25709311863
30067,MT,Park County ,16606,2020-09-26,38660.72503914248
6089,CA,Shasta County ,180080,2020-09-26,38299.644602398934
6057,CA,Nevada County ,99755,2020-09-26,37852.73921106711
30027,MT,Fergus County ,11050,2020-09-26,37828.054298642535
30043,MT,Jefferson County ,12221,2020-09-26,37476.47492021929
30053,MT,Lincoln County ,19980,2020-09-26,37437.43743743744
53059,WA,Skamania County ,12083,2020-09-26,36994.12397583381
30063,MT,Missoula County ,119600,2020-09-26,36722.40802675585
16071,ID,Oneida County ,4531,2020-09-26,36195.10041933348
53023,WA,Garfield County ,2225,2020-09-26,34606.74157303371
6015,CA,Del Norte County ,27812,2020-09-26,34589.38587660003
41029,OR,Jackson County ,220944,2020-09-26,34520.05938156275
56011,WY,Crook County ,7584,2020-09-26,34282.70042194093
16021,ID,Boundary County ,12245,2020-09-26,32258.06451612903
6043,CA,Mariposa County ,17203,2020-09-26,31157.3562750683
56003,WY,Big Horn County ,11790,2020-09-26,30958.43935538592
16035,ID,Clearwater County ,8756,2020-09-26,30607.58337140247
30103,MT,Treasure County ,696,2020-09-26,30172.41379310345
53051,WA,Pend Oreille County ,13724,2020-09-26,30166.13232293792
53035,WA,Kitsap County ,271473,2020-09-26,29863.006634177247
6109,CA,Tuolumne County ,54478,2020-09-26,29736.774477770843
41021,OR,Gilliam County ,1912,2020-09-26,29288.702928870294
30015,MT,Chouteau County ,5635,2020-09-26,29281.277728482695
53003,WA,Asotin County ,22582,2020-09-26,29093.96864759543
41035,OR,Klamath County ,68238,2020-09-26,28444.56168117471
41017,OR,Deschutes County ,197692,2020-09-26,28073.973655990125
30037,MT,Golden Valley County ,821,2020-09-26,28014.616321559075
56045,WY,Weston County ,6927,2020-09-26,28006.351956113755
30073,MT,Pondera County ,5911,2020-09-26,27575.70631026899
41063,OR,Wallowa County ,7208,2020-09-26,27469.47835738069
53043,WA,Lincoln County ,10939,2020-09-26,27150.56220861139
53019,WA,Ferry County ,7627,2020-09-26,26878.19588304707
41043,OR,Linn County ,129749,2020-09-26,26312.341520936578
30089,MT,Sanders County ,12113,2020-09-26,26252.786262692975
56019,WY,Johnson County ,8445,2020-09-26,26169.33096506809
41037,OR,Lake County ,7869,2020-09-26,26051.594865929597
30091,MT,Sheridan County ,3309,2020-09-26,25989.724992444848
6023,CA,Humboldt County ,135558,2020-09-26,25738.060461204797
41007,OR,Clatsop County ,40224,2020-09-26,25556.881463802703
53067,WA,Thurston County ,290536,2020-09-26,25201.69617534488
16061,ID,Lewis County ,3838,2020-09-26,25013.02761855133
53049,WA,Pacific County ,22471,2020-09-26,24921.009300876685
53029,WA,Island County ,85141,2020-09-26,24852.891086550546
6093,CA,Siskiyou County ,43539,2020-09-26,24759.411102689544
53013,WA,Columbia County ,3985,2020-09-26,24592.220828105394
30049,MT,Lewis and Clark County ,69432,2020-09-26,24109.920497753195
53065,WA,Stevens County ,45723,2020-09-26,24101.655621897076
30099,MT,Teton County ,6147,2020-09-26,23426.06149341142
30075,MT,Powder River County ,1682,2020-09-26,22592.152199762186
6049,CA,Modoc County ,8841,2020-09-26,22508.76597669947
41003,OR,Benton County ,93053,2020-09-26,21976.722942839027
30045,MT,Judith Basin County ,2007,2020-09-26,21425.01245640259
6003,CA,Alpine County ,1129,2020-09-26,21257.750221434897
41009,OR,Columbia County ,52354,2020-09-26,20953.50880543989
30081,MT,Ravalli County ,43806,2020-09-26,20933.205496963885
53009,WA,Clallam County ,77331,2020-09-26,20431.65095498571
30005,MT,Blaine County ,6681,2020-09-26,19757.521329142346
56031,WY,Platte County ,8393,2020-09-26,19540.092934588345
41039,OR,Lane County ,382067,2020-09-26,19527.988546511475
30007,MT,Broadwater County ,6237,2020-09-26,19079.685746352414
30019,MT,Daniels County ,1690,2020-09-26,18343.19526627219
6063,CA,Plumas County ,18807,2020-09-26,18237.890147285587
41013,OR,Crook County ,24404,2020-09-26,17456.154728732996
41011,OR,Coos County ,64487,2020-09-26,15956.704452060107
53031,WA,Jefferson County ,32221,2020-09-26,15424.72300673474
41033,OR,Josephine County ,87487,2020-09-26,15350.852126601667
6091,CA,Sierra County ,3005,2020-09-26,13976.705490848586
41019,OR,Douglas County ,110980,2020-09-26,13831.320958731303
41057,OR,Tillamook County ,27036,2020-09-26,13019.67746708093
30025,MT,Fallon County ,2846,2020-09-26,12297.962052002811
53055,WA,San Juan County ,17582,2020-09-26,11545.899215106358
6105,CA,Trinity County ,12285,2020-09-26,11396.011396011396
41025,OR,Harney County ,7393,2020-09-26,11362.099283105641
30077,MT,Powell County ,6890,2020-09-26,11030.478955007256
56027,WY,Niobrara County ,2356,2020-09-26,10186.757215619695
53069,WA,Wahkiakum County ,4488,2020-09-26,9358.288770053476
41015,OR,Curry County ,22925,2020-09-26,9247.546346782989
41023,OR,Grant County ,7199,2020-09-26,8195.582719822198
30011,MT,Carter County ,1252,2020-09-26,7987.220447284345
30079,MT,Prairie County ,1077,2020-09-26,7428.040854224699
30061,MT,Mineral County ,4397,2020-09-26,3183.9890834659996
30069,MT,Petroleum County ,487,2020-09-26,0.0
41069,OR,Wheeler County ,1332,2020-09-26,0.0
0,MT,Statewide Unallocated,0,2020-09-26,
0,OR,Statewide Unallocated,0,2020-09-26,
0,WY,Statewide Unallocated,0,2020-09-26,
0,CA,Statewide Unallocated,0,2020-09-27,inf
0,ID,Statewide Unallocated,0,2020-09-27,inf
0,WA,Statewide Unallocated,0,2020-09-27,inf
30087,MT,Rosebud County ,8937,2020-09-27,484055.05203088286
30003,MT,Big Horn County ,13319,2020-09-27,458668.0681732863
6025,CA,Imperial County ,181215,2020-09-27,456639.9028777971
41045,OR,Malheur County ,30571,2020-09-27,363383.5988354977
6031,CA,Kings County ,152940,2020-09-27,351150.77808290836
53077,WA,Yakima County ,250873,2020-09-27,316299.4822081292
53021,WA,Franklin County ,95222,2020-09-27,311094.07489865785
41049,OR,Morrow County ,11603,2020-09-27,298112.55709730246
53001,WA,Adams County ,19983,2020-09-27,289946.45448631333
41059,OR,Umatilla County ,77950,2020-09-27,264079.53816549067
16033,ID,Clark County ,845,2020-09-27,263905.325443787
16075,ID,Payette County ,23951,2020-09-27,249258.90359483944
6029,CA,Kern County ,900202,2020-09-27,247588.87449705732
16027,ID,Canyon County ,229849,2020-09-27,245043.48507063332
6107,CA,Tulare County ,466195,2020-09-27,242124.0039039458
16087,ID,Washington County ,10194,2020-09-27,241024.13184226016
6047,CA,Merced County ,277680,2020-09-27,223462.2587150677
16067,ID,Minidoka County ,21039,2020-09-27,219449.59361186367
16053,ID,Jerome County ,24412,2020-09-27,213501.55661150254
6019,CA,Fresno County ,999101,2020-09-27,211684.30418946632
30071,MT,Phillips County ,3954,2020-09-27,211431.4618108245
6099,CA,Stanislaus County ,550660,2020-09-27,208853.01274833837
53025,WA,Grant County ,97733,2020-09-27,205672.59779194335
16077,ID,Power County ,7681,2020-09-27,201015.49277437833
6039,CA,Madera County ,157327,2020-09-27,200880.96766607132
16031,ID,Cassia County ,24030,2020-09-27,198085.72617561382
16013,ID,Blaine County ,23021,2020-09-27,197211.24190956083
16073,ID,Owyhee County ,11823,2020-09-27,192929.0366235304
53017,WA,Douglas County ,43429,2020-09-27,190494.83064311865
6037,CA,Los Angeles County ,10039107,2020-09-27,186109.58126056433
6077,CA,San Joaquin County ,762148,2020-09-27,185135.95784545783
16001,ID,Ada County ,481587,2020-09-27,183424.80174921665
6041,CA,Marin County ,258826,2020-09-27,180812.59224343768
16083,ID,Twin Falls County ,86878,2020-09-27,173565.22940215014
6071,CA,San Bernardino County ,2180085,2020-09-27,173392.7805567214
53047,WA,Okanogan County ,42243,2020-09-27,172336.24505835286
6011,CA,Colusa County ,21547,2020-09-27,172181.74223789855
6035,CA,Lassen County ,30573,2020-09-27,170411.80126255192
53075,WA,Whitman County ,50104,2020-09-27,168888.71148012136
53007,WA,Chelan County ,77200,2020-09-27,166696.89119170984
6065,CA,Riverside County ,2470546,2020-09-27,166281.05689997273
30085,MT,Roosevelt County ,11004,2020-09-27,165939.65830607052
16025,ID,Camas County ,1106,2020-09-27,162748.643761302
6053,CA,Monterey County ,434061,2020-09-27,158325.67311967674
56039,WY,Teton County ,23464,2020-09-27,156750.7671326287
53005,WA,Benton County ,204390,2020-09-27,153637.6535055531
16019,ID,Bonneville County ,119062,2020-09-27,152424.78708572005
6069,CA,San Benito County ,62808,2020-09-27,148786.77875429884
6083,CA,Santa Barbara County ,446499,2020-09-27,148674.46511638325
41031,OR,Jefferson County ,24658,2020-09-27,148024.9817503447
6021,CA,Glenn County ,28393,2020-09-27,144331.34927623006
30111,MT,Yellowstone County ,161300,2020-09-27,130409.17544947303
16011,ID,Bingham County ,46811,2020-09-27,127640.93909551174
16047,ID,Gooding County ,15179,2020-09-27,126622.30713485736
16051,ID,Jefferson County ,29871,2020-09-27,124234.2070904891
56013,WY,Fremont County ,39261,2020-09-27,123150.19994396476
6101,CA,Sutter County ,96971,2020-09-27,120737.12759484795
6059,CA,Orange County ,3175692,2020-09-27,119947.40044059689
30035,MT,Glacier County ,13753,2020-09-27,119537.55544244891
56041,WY,Uinta County ,20226,2020-09-27,119301.88865816276
16045,ID,Gem County ,18112,2020-09-27,116939.04593639576
16079,ID,Shoshone County ,12882,2020-09-27,116596.80173886043
16063,ID,Lincoln County ,5366,2020-09-27,115542.30339172568
41061,OR,Union County ,26835,2020-09-27,114663.68548537357
16055,ID,Kootenai County ,165697,2020-09-27,109193.2865410961
30101,MT,Toole County ,4736,2020-09-27,108741.55405405405
6111,CA,Ventura County ,846006,2020-09-27,107891.66979903216
16065,ID,Madison County ,39907,2020-09-27,107575.11213571554
6097,CA,Sonoma County ,494336,2020-09-27,106627.880631797
16009,ID,Benewah County ,9298,2020-09-27,105291.46052914605
56007,WY,Carbon County ,14800,2020-09-27,104797.2972972973
6013,CA,Contra Costa County ,1153526,2020-09-27,103073.53280290171
16029,ID,Caribou County ,7155,2020-09-27,102585.60447239692
56043,WY,Washakie County ,7805,2020-09-27,101857.78347213325
6067,CA,Sacramento County ,1552058,2020-09-27,101108.33486892887
53071,WA,Walla Walla County ,60760,2020-09-27,100872.28439763002
16037,ID,Custer County ,4315,2020-09-27,100347.62456546929
6073,CA,San Diego County ,3338330,2020-09-27,98955.46575683051
6095,CA,Solano County ,447643,2020-09-27,98359.63033041956
16043,ID,Fremont County ,13099,2020-09-27,96648.59912970455
6115,CA,Yuba County ,78668,2020-09-27,95833.12147251742
30059,MT,Meagher County ,1862,2020-09-27,93984.96240601504
6007,CA,Butte County ,219186,2020-09-27,92254.97978885513
6081,CA,San Mateo County ,766573,2020-09-27,92213.00515410796
30033,MT,Garfield County ,1258,2020-09-27,92209.85691573926
41047,OR,Marion County ,347818,2020-09-27,92085.51598824673
16081,ID,Teton County ,12142,2020-09-27,90018.11892604183
6079,CA,San Luis Obispo County ,283111,2020-09-27,89473.73998184457
6113,CA,Yolo County ,220500,2020-09-27,89301.5873015873
6001,CA,Alameda County ,1671329,2020-09-27,89066.24608320683
6075,CA,City and County of San Francisco,881549,2020-09-27,89030.78558310428
6055,CA,Napa County ,137744,2020-09-27,87655.36066906726
53063,WA,Spokane County ,522798,2020-09-27,87580.67169346478
30023,MT,Deer Lodge County ,9140,2020-09-27,87308.53391684902
16039,ID,Elmore County ,27511,2020-09-27,85093.23543309949
6051,CA,Mono County ,14444,2020-09-27,81625.58847964554
56001,WY,Albany County ,38880,2020-09-27,81327.16049382715
30057,MT,Madison County ,8600,2020-09-27,80581.3953488372
30055,MT,McCone County ,1664,2020-09-27,79927.88461538461
16049,ID,Idaho County ,16667,2020-09-27,79918.40163196737
6085,CA,Santa Clara County ,1927852,2020-09-27,78467.1229949187
30031,MT,Gallatin County ,114434,2020-09-27,78403.27175489801
30097,MT,Sweet Grass County ,3737,2020-09-27,76531.97752207653
16005,ID,Bannock County ,87808,2020-09-27,76200.34620991253
53037,WA,Kittitas County ,47935,2020-09-27,75372.90080317097
30009,MT,Carbon County ,10725,2020-09-27,74592.0745920746
41027,OR,Hood River County ,23382,2020-09-27,74287.91377983065
16059,ID,Lemhi County ,8027,2020-09-27,73751.09007101035
16023,ID,Butte County ,2597,2020-09-27,73546.39969195226
16069,ID,Nez Perce County ,40408,2020-09-27,73525.04454563452
6027,CA,Inyo County ,18039,2020-09-27,73507.40063196408
41065,OR,Wasco County ,26682,2020-09-27,72258.45139045049
41055,OR,Sherman County ,1780,2020-09-27,70786.51685393258
30017,MT,Custer County ,11402,2020-09-27,67707.41975092089
53033,WA,King County ,2252782,2020-09-27,67643.47371383473
6045,CA,Mendocino County ,86749,2020-09-27,67401.35332972139
30105,MT,Valley County ,7396,2020-09-27,67198.4856679286
41041,OR,Lincoln County ,49962,2020-09-27,66810.77618990433
16057,ID,Latah County ,40108,2020-09-27,65198.962800438814
30109,MT,Wibaux County ,969,2020-09-27,65015.47987616099
30029,MT,Flathead County ,103806,2020-09-27,63609.039939887865
6061,CA,Placer County ,398329,2020-09-27,63605.71286549562
56035,WY,Sublette County ,9831,2020-09-27,62658.936018716304
6087,CA,Santa Cruz County ,273213,2020-09-27,61644.21165903526
56033,WY,Sheridan County ,30485,2020-09-27,61505.65852058389
6033,CA,Lake County ,64386,2020-09-27,61457.459696207254
30021,MT,Dawson County ,8613,2020-09-27,61418.78555671659
30041,MT,Hill County ,16484,2020-09-27,61210.87114777966
6103,CA,Tehama County ,65084,2020-09-27,61182.47188249032
30047,MT,Lake County ,30458,2020-09-27,61067.69978330816
16015,ID,Boise County ,7831,2020-09-27,60528.668113906264
41051,OR,Multnomah County ,812855,2020-09-27,60408.06785958135
30001,MT,Beaverhead County ,9453,2020-09-27,60086.74494869354
53053,WA,Pierce County ,904980,2020-09-27,59879.77634864859
53039,WA,Klickitat County ,22425,2020-09-27,59754.73801560758
53057,WA,Skagit County ,129205,2020-09-27,59123.098951278975
56017,WY,Hot Springs County ,4413,2020-09-27,58916.836619079986
53061,WA,Snohomish County ,822083,2020-09-27,57881.01688029068
56023,WY,Lincoln County ,19830,2020-09-27,56933.938477054966
56009,WY,Converse County ,13822,2020-09-27,55635.94270004341
16085,ID,Valley County ,11392,2020-09-27,54775.28089887641
30013,MT,Cascade County ,81366,2020-09-27,54297.86397266671
56037,WY,Sweetwater County ,42343,2020-09-27,54271.07195994615
30065,MT,Musselshell County ,4633,2020-09-27,52881.5022663501
56029,WY,Park County ,29194,2020-09-27,52750.56518462698
16041,ID,Franklin County ,13876,2020-09-27,52320.55347362352
30051,MT,Liberty County ,2337,2020-09-27,51775.780915703894
6005,CA,Amador County ,39752,2020-09-27,51645.20024149728
41067,OR,Washington County ,601592,2020-09-27,51430.205188898784
30083,MT,Richland County ,10803,2020-09-27,50078.681847634914
41071,OR,Yamhill County ,107100,2020-09-27,48982.25957049487
30093,MT,Silver Bow County ,34915,2020-09-27,48489.188028068165
16017,ID,Bonner County ,45739,2020-09-27,47661.73287566409
56021,WY,Laramie County ,99500,2020-09-27,47155.77889447236
6009,CA,Calaveras County ,45905,2020-09-27,47010.12961551029
16003,ID,Adams County ,4294,2020-09-27,45645.086166744295
30039,MT,Granite County ,3379,2020-09-27,45575.61408700799
16007,ID,Bear Lake County ,6125,2020-09-27,45387.755102040814
56015,WY,Goshen County ,13211,2020-09-27,44962.53122398002
56025,WY,Natrona County ,79858,2020-09-27,44140.85000876556
53027,WA,Grays Harbor County ,75061,2020-09-27,43604.534978217715
30095,MT,Stillwater County ,9642,2020-09-27,43352.00165940676
30107,MT,Wheatland County ,2126,2020-09-27,42803.38664158044
6017,CA,El Dorado County ,192843,2020-09-27,42298.65745710241
53041,WA,Lewis County ,80707,2020-09-27,42288.77296888746
41053,OR,Polk County ,86085,2020-09-27,42074.69361677412
56005,WY,Campbell County ,46341,2020-09-27,41949.893183142354
53011,WA,Clark County ,488241,2020-09-27,41289.03553777745
53015,WA,Cowlitz County ,110593,2020-09-27,40707.820567305345
53045,WA,Mason County ,66768,2020-09-27,40124.01150251617
53073,WA,Whatcom County ,229247,2020-09-27,39887.10866445362
41001,OR,Baker County ,16124,2020-09-27,39878.442073927064
6089,CA,Shasta County ,180080,2020-09-27,39765.65970679698
30043,MT,Jefferson County ,12221,2020-09-27,39276.654938221094
41005,OR,Clackamas County ,418187,2020-09-27,39264.73085007425
30067,MT,Park County ,16606,2020-09-27,39262.91701794532
30027,MT,Fergus County ,11050,2020-09-27,38552.036199095026
30063,MT,Missoula County ,119600,2020-09-27,38127.09030100334
30053,MT,Lincoln County ,19980,2020-09-27,38038.038038038045
6057,CA,Nevada County ,99755,2020-09-27,37963.00937296377
53059,WA,Skamania County ,12083,2020-09-27,37159.64578333195
16071,ID,Oneida County ,4531,2020-09-27,36415.80225115868
56011,WY,Crook County ,7584,2020-09-27,35601.265822784815
41029,OR,Jackson County ,220944,2020-09-27,35013.39705988848
6015,CA,Del Norte County ,27812,2020-09-27,34912.98719976988
53023,WA,Garfield County ,2225,2020-09-27,34606.74157303371
16021,ID,Boundary County ,12245,2020-09-27,32339.730502245813
16035,ID,Clearwater County ,8756,2020-09-27,32206.48698035633
56003,WY,Big Horn County ,11790,2020-09-27,31552.16284987277
30015,MT,Chouteau County ,5635,2020-09-27,31233.362910381544
6043,CA,Mariposa County ,17203,2020-09-27,31215.485671103877
53051,WA,Pend Oreille County ,13724,2020-09-27,30457.59253861848
30037,MT,Golden Valley County ,821,2020-09-27,30450.669914738126
30103,MT,Treasure County ,696,2020-09-27,30172.41379310345
53003,WA,Asotin County ,22582,2020-09-27,30156.76202285006
53035,WA,Kitsap County ,271473,2020-09-27,30084.0230888523
56045,WY,Weston County ,6927,2020-09-27,29883.06626245128
6109,CA,Tuolumne County ,54478,2020-09-27,29755.130511399097
41021,OR,Gilliam County ,1912,2020-09-27,29288.702928870294
30073,MT,Pondera County ,5911,2020-09-27,28929.115208932497
41035,OR,Klamath County ,68238,2020-09-27,28547.143820158853
41017,OR,Deschutes County ,197692,2020-09-27,28433.118183841532
41007,OR,Clatsop County ,40224,2020-09-27,27918.65552903739
41063,OR,Wallowa County ,7208,2020-09-27,27885.68257491676
53043,WA,Lincoln County ,10939,2020-09-27,27881.89048359082
30091,MT,Sheridan County ,3309,2020-09-27,27198.549410698095
53019,WA,Ferry County ,7627,2020-09-27,27009.309033696078
56019,WY,Johnson County ,8445,2020-09-27,26879.810538780344
41043,OR,Linn County ,129749,2020-09-27,26743.944076640284
41037,OR,Lake County ,7869,2020-09-27,26686.99961875715
30089,MT,Sanders County ,12113,2020-09-27,26335.342194336663
30075,MT,Powder River County ,1682,2020-09-27,26159.334126040427
6023,CA,Humboldt County ,135558,2020-09-27,25848.714203514362
16061,ID,Lewis County ,3838,2020-09-27,25794.68473163106
53067,WA,Thurston County ,290536,2020-09-27,25408.211030646806
53029,WA,Island County ,85141,2020-09-27,25099.540761795142
53049,WA,Pacific County ,22471,2020-09-27,24921.009300876685
30049,MT,Lewis and Clark County ,69432,2020-09-27,24858.854706763454
6093,CA,Siskiyou County ,43539,2020-09-27,24759.411102689544
53013,WA,Columbia County ,3985,2020-09-27,24592.220828105394
53065,WA,Stevens County ,45723,2020-09-27,24539.072239354373
30099,MT,Teton County ,6147,2020-09-27,23588.742476004554
6049,CA,Modoc County ,8841,2020-09-27,22734.984730234137
41003,OR,Benton County ,93053,2020-09-27,22299.11985642591
6003,CA,Alpine County ,1129,2020-09-27,22143.489813994685
30045,MT,Judith Basin County ,2007,2020-09-27,21923.26856003986
41009,OR,Columbia County ,52354,2020-09-27,21297.32207663216
30081,MT,Ravalli County ,43806,2020-09-27,21252.796420581657
53009,WA,Clallam County ,77331,2020-09-27,20522.170927571093
30005,MT,Blaine County ,6681,2020-09-27,20505.912288579555
56031,WY,Platte County ,8393,2020-09-27,20493.268199690217
41039,OR,Lane County ,382067,2020-09-27,20171.85467470365
30019,MT,Daniels County ,1690,2020-09-27,19526.62721893491
30007,MT,Broadwater County ,6237,2020-09-27,19079.685746352414
6063,CA,Plumas County ,18807,2020-09-27,18237.890147285587
41013,OR,Crook County ,24404,2020-09-27,17538.108506802164
41011,OR,Coos County ,64487,2020-09-27,16251.33747887171
41033,OR,Josephine County ,87487,2020-09-27,15522.30617120258
53031,WA,Jefferson County ,32221,2020-09-27,15424.72300673474
41019,OR,Douglas County ,110980,2020-09-27,14038.565507298612
6091,CA,Sierra County ,3005,2020-09-27,13976.705490848586
41057,OR,Tillamook County ,27036,2020-09-27,13204.616067465602
30025,MT,Fallon County ,2846,2020-09-27,12297.962052002811
53055,WA,San Juan County ,17582,2020-09-27,11545.899215106358
6105,CA,Trinity County ,12285,2020-09-27,11396.011396011396
41025,OR,Harney County ,7393,2020-09-27,11362.099283105641
