countyFIPS,County Name,State,StateFIPS,2020-06-07_cases,2020-06-14_cases,2020-06-21_cases,2020-06-28_cases,2020-07-05_cases,2020-07-12_cases,2020-07-19_cases,2020-07-26_cases,2020-08-02_cases,2020-08-09_cases,2020-08-16_cases,2020-08-23_cases,2020-08-30_cases,2020-09-06_cases,2020-09-13_cases,2020-09-20_cases,2020-09-27_cases,2020-10-04_cases,2020-10-11_cases,2020-10-18_cases,2020-10-25_cases,2020-11-01_cases,2020-11-08_cases,2020-11-15_cases,2020-11-22_cases,2020-11-29_cases,2020-12-06_cases,2020-12-13_cases,2020-12-20_cases,2020-12-27_cases,2021-01-03_cases,2020-06-07_deaths,2020-06-14_deaths,2020-06-21_deaths,2020-06-28_deaths,2020-07-05_deaths,2020-07-12_deaths,2020-07-19_deaths,2020-07-26_deaths,2020-08-02_deaths,2020-08-09_deaths,2020-08-16_deaths,2020-08-23_deaths,2020-08-30_deaths,2020-09-06_deaths,2020-09-13_deaths,2020-09-20_deaths,2020-09-27_deaths,2020-10-04_deaths,2020-10-11_deaths,2020-10-18_deaths,2020-10-25_deaths,2020-11-01_deaths,2020-11-08_deaths,2020-11-15_deaths,2020-11-22_deaths,2020-11-29_deaths,2020-12-06_deaths,2020-12-13_deaths,2020-12-20_deaths,2020-12-27_deaths,2021-01-03_deaths,population
13109,Evans County ,GA,13,1,1,9,3,11,22,41,72,55,30,63,19,28,23,18,13,14,4,11,18,19,9,3,9,13,6,7,7,28,20,17,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10654
13111,Fannin County ,GA,13,8,13,10,17,13,22,61,45,46,53,34,46,25,60,36,62,54,58,43,28,40,18,24,44,41,42,63,73,62,55,98,0,0,0,0,0,0,1,0,0,1,2,1,2,0,1,3,10,3,3,0,0,0,2,0,0,1,0,1,3,1,1,26188
13113,Fayette County ,GA,13,10,16,24,41,89,99,140,151,165,150,157,135,156,60,47,70,105,72,40,78,76,77,77,99,164,141,203,226,191,296,338,1,0,2,1,2,0,1,3,2,3,6,2,2,5,2,4,1,1,0,1,5,0,1,2,0,1,1,0,3,3,3,114421
13115,Floyd County ,GA,13,55,43,52,81,88,137,135,187,219,238,301,210,254,232,194,280,186,152,110,187,286,218,225,252,232,225,302,392,365,357,507,0,0,0,0,0,0,0,0,0,2,3,7,4,4,4,1,5,2,2,6,4,2,4,2,4,6,6,9,6,8,3,98498
13117,Forsyth County ,GA,13,26,46,60,133,161,205,218,245,309,344,299,239,271,274,175,203,276,204,164,175,137,219,182,248,451,406,487,716,702,731,921,0,1,1,1,0,0,1,0,4,2,5,4,2,3,4,2,3,2,1,3,1,2,1,1,4,1,4,3,6,5,2,244252
13119,Franklin County ,GA,13,30,6,20,29,30,44,31,30,43,36,55,43,38,67,53,56,39,23,29,30,85,43,49,35,69,65,62,90,122,135,109,0,0,0,0,0,0,2,0,1,2,0,3,2,0,0,0,2,0,3,1,0,1,0,1,0,0,0,2,0,0,0,23349
13121,Fulton County ,GA,13,219,266,458,1046,2060,1936,2506,2726,2236,2197,1717,1758,1050,830,594,767,537,567,976,747,1019,915,941,1241,1851,1565,2215,2901,3109,3451,3682,11,33,16,10,4,8,16,32,27,32,44,16,25,30,10,9,11,4,12,15,12,10,8,15,5,14,13,24,11,13,9,1063937
13123,Gilmer County ,GA,13,5,9,9,3,15,53,105,72,86,108,64,32,29,26,13,10,24,41,67,53,48,37,27,35,47,43,53,100,93,99,112,1,0,1,0,0,0,0,1,0,1,0,1,2,2,1,1,1,1,0,6,3,0,2,2,0,3,0,0,1,1,2,31369
13125,Glascock County ,GA,13,0,0,2,4,3,5,2,2,3,2,3,6,0,2,2,0,1,2,0,3,6,3,2,5,4,0,3,3,9,6,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2971
13127,Glynn County ,GA,13,31,33,117,228,647,373,281,263,214,222,217,125,157,162,127,95,38,66,41,62,83,86,77,101,86,90,81,108,150,200,206,0,0,1,1,2,3,3,8,14,13,9,8,6,12,3,9,1,1,2,3,3,0,1,3,0,3,4,3,2,3,1,85292
13129,Gordon County ,GA,13,39,50,42,58,85,93,148,148,187,169,152,104,83,76,82,103,63,66,81,161,164,137,157,156,169,133,155,240,257,217,242,0,2,0,0,0,0,1,2,2,0,1,1,4,2,4,1,0,3,0,3,2,3,3,3,0,2,0,0,0,2,4,57963
13131,Grady County ,GA,13,7,18,27,21,44,21,36,71,50,73,80,66,36,33,34,23,22,33,21,15,8,20,17,7,2,20,15,29,40,34,65,0,0,0,0,0,0,0,0,1,0,2,1,4,5,2,2,1,1,0,2,0,0,0,1,1,0,0,0,0,0,1,24633
13133,Greene County ,GA,13,11,7,2,9,7,13,44,42,45,60,53,35,37,34,15,10,9,15,25,14,14,15,13,9,19,18,32,45,83,84,91,0,1,1,0,0,1,0,1,0,1,1,1,2,5,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,18324
13135,Gwinnett County ,GA,13,661,709,1040,1404,1957,1681,2118,1871,2466,2027,1726,1562,1086,925,699,812,740,716,722,893,617,912,949,1342,1516,1553,2400,3323,3306,3280,4662,5,15,10,7,4,10,15,18,24,20,29,17,27,26,16,16,13,10,10,9,7,10,9,14,11,10,19,14,11,16,11,936250
13137,Habersham County ,GA,13,29,34,45,24,55,45,92,83,100,104,71,56,59,75,42,113,82,94,45,50,41,40,32,77,151,133,194,260,323,292,269,2,5,4,1,1,5,0,6,1,1,3,5,5,1,0,3,1,4,1,2,2,0,0,0,1,3,2,0,0,4,3,45328
13139,Hall County ,GA,13,112,130,192,178,289,427,561,466,663,557,472,452,601,538,219,423,462,371,346,367,264,250,327,309,427,444,817,1128,1328,1173,1127,1,5,3,1,1,3,3,5,8,12,14,11,9,8,4,7,8,6,4,6,5,6,5,4,2,3,6,1,6,7,9,204441
13141,Hancock County ,GA,13,3,3,4,4,10,9,13,17,23,36,20,8,10,14,5,11,5,8,6,7,1,6,3,8,24,25,41,8,16,30,72,1,4,2,0,0,1,0,1,0,1,0,4,0,0,2,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,8457
13143,Haralson County ,GA,13,7,5,7,4,17,22,27,35,23,21,38,38,41,35,36,37,35,45,28,52,34,41,60,46,65,40,48,99,89,70,68,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,4,2,1,2,0,1,2,0,0,29792
13145,Harris County ,GA,13,26,75,43,61,70,49,79,52,64,36,29,26,12,24,17,13,16,12,13,17,14,8,21,20,27,30,40,49,80,86,141,0,0,2,1,2,1,1,1,2,1,0,2,2,0,0,0,1,0,2,1,0,0,1,0,1,1,0,0,1,0,0,35236
13147,Hart County ,GA,13,6,4,7,6,28,28,40,48,66,39,45,33,25,28,29,19,23,21,14,14,17,28,22,32,37,36,66,82,107,103,119,0,0,0,0,0,0,0,0,2,5,1,2,0,1,0,2,0,0,1,2,0,1,2,0,1,0,0,0,0,0,1,26205
13149,Heard County ,GA,13,2,7,2,3,16,18,19,18,11,13,9,9,8,11,1,8,5,7,2,7,15,16,13,10,15,10,27,46,21,29,22,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,11923
13151,Henry County ,GA,13,68,90,105,185,307,321,394,428,396,377,371,382,282,184,151,243,231,208,233,256,231,259,257,258,366,368,543,741,759,815,1072,1,7,2,2,0,1,0,4,4,5,12,7,12,10,5,5,2,4,2,4,2,2,8,3,1,4,2,4,4,5,0,234561
13153,Houston County ,GA,13,27,33,69,74,169,243,227,259,309,191,242,213,185,152,101,174,96,56,102,137,137,169,116,112,186,148,200,326,443,524,655,2,1,0,3,1,6,3,7,9,10,3,1,4,4,3,3,5,2,2,3,5,1,2,2,5,0,0,0,1,7,2,157863
13155,Irwin County ,GA,13,4,4,8,10,20,28,5,17,30,11,11,22,20,25,23,16,11,28,16,8,9,5,9,13,15,17,14,26,42,43,30,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,2,0,2,1,0,0,0,0,0,0,0,9416
13157,Jackson County ,GA,13,34,31,44,50,79,87,98,161,171,113,125,123,169,172,83,148,104,79,83,104,98,122,144,177,182,175,303,410,485,473,506,1,0,0,3,0,2,0,1,0,3,1,4,4,2,1,2,2,2,3,3,0,2,2,2,2,3,2,1,3,4,3,72977
13159,Jasper County ,GA,13,9,8,6,4,11,12,13,7,15,38,14,11,3,4,8,8,11,4,7,9,3,5,4,11,4,15,20,27,34,24,33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14219
13161,Jeff Davis County ,GA,13,9,8,19,29,25,31,52,86,98,57,81,66,41,24,17,23,13,14,17,26,12,26,7,7,5,6,13,25,27,36,49,0,1,0,0,1,0,0,2,1,2,0,1,2,1,3,4,1,0,2,0,1,0,4,0,1,1,1,0,0,1,0,15115
13163,Jefferson County ,GA,13,7,4,14,25,46,65,80,88,62,63,70,51,36,54,37,22,26,22,10,6,21,5,13,36,32,14,34,37,46,45,62,0,0,0,0,0,1,3,0,1,1,4,2,3,4,1,2,5,2,1,1,0,1,2,2,1,0,0,0,0,0,0,15362
13165,Jenkins County ,GA,13,9,16,28,22,27,17,50,21,20,14,19,20,26,36,27,24,25,17,17,7,2,8,5,7,2,1,1,6,13,5,30,1,4,3,2,1,1,1,5,3,2,0,0,1,1,3,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,8676
13167,Johnson County ,GA,13,0,0,3,7,15,24,27,55,19,14,23,22,26,57,33,8,5,5,13,5,1,0,3,5,11,7,4,17,36,9,28,0,0,0,0,0,0,0,2,6,1,1,1,0,1,4,4,0,0,0,0,0,1,1,3,0,1,0,1,0,1,1,9643
13169,Jones County ,GA,13,9,2,0,11,41,31,50,38,39,45,42,33,68,37,23,23,21,20,27,27,15,15,19,22,27,21,32,59,61,82,111,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,3,0,2,3,1,2,1,0,0,3,0,0,3,0,0,0,28735
13171,Lamar County ,GA,13,5,3,11,22,19,17,17,31,27,51,20,17,12,9,11,8,14,16,9,12,17,13,21,29,35,36,36,54,67,47,101,1,2,1,0,0,0,1,1,1,3,2,1,1,1,0,0,1,1,0,0,0,1,0,2,1,0,0,1,1,1,1,19077
13173,Lanier County ,GA,13,8,66,17,14,23,12,17,20,9,9,12,13,3,29,9,9,1,2,8,9,4,2,4,5,3,6,10,9,18,11,19,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10423
13175,Laurens County ,GA,13,1,8,14,25,69,140,112,119,153,161,218,95,100,75,93,95,65,68,121,56,74,68,69,34,27,53,82,87,122,128,159,0,0,0,0,0,0,0,1,2,4,11,15,11,5,6,6,7,6,6,5,0,3,5,9,4,0,1,4,0,1,1,47546
13177,Lee County ,GA,13,6,6,7,5,17,23,23,32,35,24,68,28,6,13,18,18,8,12,14,13,9,10,8,12,17,26,27,49,62,66,103,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,29992
13179,Liberty County ,GA,13,4,9,6,13,44,93,112,113,129,115,83,63,63,27,50,56,46,35,21,32,37,54,58,51,37,48,56,84,66,79,76,1,0,0,0,0,0,1,0,0,1,4,6,4,2,1,2,0,1,1,0,1,0,1,2,0,1,0,1,0,0,0,61435
13181,Lincoln County ,GA,13,0,2,5,13,15,13,22,17,26,12,27,17,7,8,4,6,3,1,5,2,11,9,10,11,10,9,5,13,13,15,13,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7921
13183,Long County ,GA,13,0,7,8,6,20,11,13,14,19,12,19,25,13,11,18,18,21,5,4,9,6,4,10,2,13,10,14,25,38,29,47,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19559
13185,Lowndes County ,GA,13,140,175,300,213,282,421,364,434,326,207,78,104,108,126,117,103,86,87,141,172,145,90,122,154,202,192,226,192,197,169,209,0,0,0,5,3,6,1,6,7,12,6,6,9,7,1,3,6,2,1,0,0,2,3,3,1,0,1,2,0,2,0,117406
13187,Lumpkin County ,GA,13,3,5,11,17,10,27,32,36,61,41,75,142,142,85,20,68,34,31,28,45,26,26,24,57,69,52,79,138,139,154,165,0,0,1,1,0,1,0,1,1,0,3,1,2,0,0,2,0,0,0,0,1,0,3,1,0,0,0,0,0,1,2,33610
13189,McDuffie County ,GA,13,5,2,4,11,36,31,41,37,59,59,63,59,38,17,27,23,22,14,23,24,12,29,24,20,30,11,26,59,33,50,59,0,0,0,1,1,1,0,1,0,1,0,2,0,1,0,0,1,0,0,1,0,1,1,2,0,1,1,0,0,1,1,21312
13191,McIntosh County ,GA,13,0,4,6,5,36,13,23,22,26,34,27,20,14,19,10,8,8,6,2,2,4,12,10,10,10,16,11,34,14,18,24,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14378
13193,Macon County ,GA,13,4,4,2,1,6,19,12,10,14,3,12,6,9,9,10,4,6,3,3,3,6,7,8,9,13,8,15,21,9,14,44,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,12947
13195,Madison County ,GA,13,10,8,5,11,32,45,59,50,60,59,53,46,39,33,51,48,27,23,22,18,26,35,38,48,55,55,115,121,134,131,170,0,1,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,2,0,1,1,29880
13197,Marion County ,GA,13,2,3,12,4,9,13,11,14,18,7,12,1,6,9,0,9,3,3,1,1,1,9,3,5,1,6,1,2,17,9,16,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8359
13199,Meriwether County ,GA,13,22,18,24,28,39,34,31,39,34,35,46,19,26,20,17,16,10,14,5,11,20,5,12,9,10,6,21,35,61,56,92,0,0,0,0,1,0,1,1,0,1,1,1,1,2,0,1,1,1,0,2,0,0,3,0,0,0,0,0,0,1,0,21167
13201,Miller County ,GA,13,0,3,0,2,5,8,12,36,21,14,21,35,13,16,5,8,19,18,17,2,11,8,16,10,3,8,5,17,17,37,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5718
13205,Mitchell County ,GA,13,5,13,3,10,15,33,26,37,62,33,23,15,22,17,25,27,27,18,16,4,1,4,17,9,6,11,26,54,61,54,94,2,3,1,0,0,2,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,21863
13207,Monroe County ,GA,13,2,7,6,20,47,22,75,67,56,37,41,37,53,19,17,32,27,20,22,15,10,21,29,23,50,34,43,78,79,99,112,0,3,1,1,2,1,1,2,1,2,5,3,8,2,1,4,3,1,1,0,0,2,0,4,0,0,0,0,0,1,1,27578
13209,Montgomery County ,GA,13,3,8,5,5,2,21,24,27,24,24,25,23,12,29,19,31,12,19,20,13,14,0,1,9,5,7,9,16,27,64,57,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,9172
13211,Morgan County ,GA,13,1,1,5,4,17,14,27,48,64,55,46,61,33,22,15,19,11,8,15,11,9,16,12,7,12,14,20,37,62,49,65,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,19276
13213,Murray County ,GA,13,15,35,23,29,60,38,88,83,70,69,51,28,25,23,27,37,31,27,39,62,69,82,113,148,237,161,169,180,189,196,269,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,3,6,3,0,8,7,2,0,40096
13215,Muscogee County ,GA,13,164,222,168,342,611,637,606,458,467,441,318,220,154,175,117,132,145,91,91,69,79,80,111,102,135,156,237,436,414,489,719,3,5,8,9,9,4,8,11,7,14,13,11,14,17,8,4,6,2,2,0,1,1,3,6,1,3,3,4,1,6,0,195769
13217,Newton County ,GA,13,33,25,67,85,145,198,263,191,228,191,225,147,136,85,59,90,52,58,55,89,59,83,106,82,143,137,178,336,305,247,389,0,1,0,0,1,3,4,5,11,5,9,9,2,5,11,4,8,3,0,3,1,1,3,2,4,0,2,1,3,8,1,111744
13219,Oconee County ,GA,13,9,4,6,12,38,52,53,51,54,43,35,39,40,67,46,44,31,32,27,30,33,16,33,33,33,57,80,94,160,193,275,2,0,1,0,0,3,1,1,0,0,1,4,0,0,4,2,0,0,1,0,3,1,1,1,2,0,0,0,0,4,2,40280
13221,Oglethorpe County ,GA,13,4,8,7,7,10,8,31,25,25,27,38,12,16,10,7,20,13,16,29,16,22,19,14,8,21,25,28,43,62,62,99,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15259
13223,Paulding County ,GA,13,25,54,63,93,120,175,185,179,208,248,208,177,199,176,150,128,60,84,73,89,91,138,145,152,278,192,312,395,462,438,660,1,1,0,2,1,0,0,2,1,3,4,4,4,8,2,5,4,5,1,1,0,1,7,2,3,3,7,4,6,7,4,168667
13225,Peach County ,GA,13,5,11,4,5,22,28,47,55,76,59,66,51,62,22,30,42,12,14,20,30,32,39,26,30,41,40,42,46,50,70,105,1,3,1,0,0,0,0,1,2,2,1,0,1,2,1,2,3,0,0,0,2,0,0,1,0,1,0,1,0,0,3,27546
13227,Pickens County ,GA,13,4,14,14,9,12,17,48,52,72,90,64,32,41,21,33,31,16,14,24,37,66,61,45,71,37,54,79,107,115,95,169,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,2,1,0,0,1,0,0,1,1,32591
13229,Pierce County ,GA,13,18,11,10,22,38,57,56,41,25,22,42,50,26,20,25,28,15,15,11,15,27,14,24,9,9,10,13,22,34,53,57,1,0,0,0,1,0,0,0,1,2,1,1,2,2,1,2,3,2,1,1,0,0,1,1,0,0,0,1,0,0,0,19465
13231,Pike County ,GA,13,8,8,11,7,15,12,25,24,28,23,26,22,13,12,9,17,12,22,15,11,11,10,11,14,27,18,24,31,51,32,71,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,18962
13233,Polk County ,GA,13,17,23,18,23,29,91,90,106,154,127,156,114,140,66,59,63,76,40,39,64,79,53,54,76,64,64,51,107,110,162,228,0,0,0,0,0,0,1,3,4,2,0,1,3,2,0,0,0,1,3,4,2,1,1,1,2,1,1,3,3,2,2,42613
13235,Pulaski County ,GA,13,1,3,0,3,5,6,10,4,12,29,24,23,48,52,33,15,2,6,2,5,10,5,7,11,10,13,10,10,18,10,17,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,2,9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,11137
13237,Putnam County ,GA,13,7,9,11,17,44,40,51,35,74,47,48,91,43,30,17,18,13,27,32,24,17,33,30,18,15,19,31,55,65,68,76,0,2,0,1,0,0,1,4,0,1,0,0,2,1,2,0,1,0,3,0,0,0,1,0,2,0,0,0,1,0,0,22119
13239,Quitman County ,GA,13,2,0,1,0,3,4,2,1,4,0,2,0,0,0,0,1,0,2,4,0,0,3,1,1,1,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2299
13241,Rabun County ,GA,13,3,5,4,6,16,24,37,36,37,24,19,20,24,19,11,12,20,38,19,15,13,12,17,45,46,33,73,120,106,100,93,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,2,1,1,0,0,0,0,0,0,0,1,2,1,2,0,17137
13243,Randolph County ,GA,13,4,7,4,3,4,11,11,12,24,12,16,16,7,10,7,4,0,0,5,2,1,1,1,3,0,2,1,0,2,7,7,0,2,2,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6778
13245,Richmond County ,GA,13,29,52,67,115,417,334,595,607,904,636,709,577,324,280,325,297,234,169,220,218,185,267,226,397,383,318,539,855,733,591,861,5,6,6,6,6,6,3,11,9,7,7,17,11,13,10,5,9,5,5,2,7,4,4,2,1,4,4,3,10,5,1,202518
13247,Rockdale County ,GA,13,28,30,34,59,116,148,165,117,187,149,153,119,48,71,42,60,41,44,50,79,83,67,92,72,117,115,174,268,235,206,327,0,1,0,1,0,1,0,1,4,1,9,2,4,0,0,3,1,1,3,0,0,1,1,4,4,4,2,2,5,6,1,90896
13249,Schley County ,GA,13,2,0,4,2,2,3,2,13,7,15,13,11,4,3,5,2,1,1,1,1,1,0,6,3,2,4,10,6,8,5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5257
13251,Screven County ,GA,13,2,6,12,14,9,11,26,16,22,25,30,23,30,32,32,35,34,10,9,11,6,4,4,5,4,2,3,14,15,15,42,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13966
13253,Seminole County ,GA,13,1,2,0,2,1,4,16,20,54,51,46,17,23,27,16,19,12,11,7,6,12,4,13,38,16,13,17,15,30,15,23,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,8090
13255,Spalding County ,GA,13,18,21,26,41,84,98,87,98,111,76,99,75,52,54,32,30,54,31,51,62,97,57,69,56,77,90,84,145,181,158,152,1,3,7,1,0,1,0,3,3,2,2,2,5,4,0,2,5,0,1,0,0,1,3,2,2,3,4,3,1,5,0,66703
13257,Stephens County ,GA,13,1,8,13,47,50,59,81,74,80,65,75,58,66,76,26,78,55,68,70,46,24,30,28,51,61,77,119,145,176,135,151,1,1,1,1,0,0,0,0,4,2,5,2,7,2,3,2,5,0,3,0,0,1,1,2,0,0,0,2,1,0,0,25925
13259,Stewart County ,GA,13,5,5,16,34,72,30,19,4,11,7,20,40,39,23,33,52,59,0,2,3,9,33,0,0,4,2,8,7,11,3,10,0,0,0,2,0,0,1,1,0,2,3,0,1,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6621
13261,Sumter County ,GA,13,8,13,24,18,24,36,55,28,36,33,21,37,32,32,19,16,11,11,5,9,4,8,9,8,17,32,36,76,66,69,73,1,4,0,1,0,0,2,3,1,0,0,1,2,1,0,0,2,1,1,4,0,0,0,1,0,0,0,0,1,0,1,29524
13263,Talbot County ,GA,13,2,6,12,10,13,11,13,13,7,12,9,5,2,1,1,2,8,0,1,1,6,6,10,4,4,3,7,9,8,10,17,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,6195
13265,Taliaferro County ,GA,13,0,1,0,0,0,0,0,5,5,1,4,1,1,0,0,2,1,1,1,1,2,4,0,1,1,4,2,2,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537
13267,Tattnall County ,GA,13,3,20,34,44,30,36,69,63,90,86,95,46,28,41,32,44,44,18,21,30,20,34,16,13,15,18,31,55,55,68,97,0,0,0,0,0,0,0,1,0,0,1,3,2,1,1,0,3,0,0,2,0,3,2,1,0,0,2,0,1,0,0,25286
13269,Taylor County ,GA,13,1,3,0,1,10,0,16,7,11,17,18,11,40,8,14,26,6,6,5,4,4,8,8,7,12,12,13,12,20,12,33,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,8020
13271,Telfair County ,GA,13,1,16,10,45,17,52,23,33,19,25,31,20,18,12,13,7,5,12,9,23,67,0,11,6,5,1,5,16,22,8,20,0,0,1,1,0,0,0,1,3,2,3,0,1,1,2,1,1,2,2,1,1,0,0,1,0,0,1,4,1,1,1,15860
13273,Terrell County ,GA,13,4,0,1,7,7,17,11,15,17,9,6,2,9,4,3,1,3,2,4,3,2,1,5,0,2,3,14,31,25,20,11,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8531
13275,Thomas County ,GA,13,25,8,9,46,80,95,100,155,150,126,125,82,66,22,12,38,24,18,30,31,24,30,24,36,18,39,69,123,174,132,195,0,0,0,0,0,0,1,5,1,3,2,2,3,9,0,0,5,3,1,2,0,2,2,1,3,0,1,0,0,0,2,44451
13277,Tift County ,GA,13,52,93,127,158,136,151,125,45,93,87,66,46,54,78,57,59,81,49,44,38,44,35,32,54,95,133,149,144,114,119,119,2,3,3,0,1,2,1,5,1,1,9,2,2,2,2,3,1,0,2,2,2,2,1,1,0,0,1,1,1,0,1,40644
13279,Toombs County ,GA,13,11,39,43,83,42,51,77,104,126,123,116,104,81,96,67,58,50,33,50,35,28,50,22,22,49,25,44,71,116,152,163,0,0,1,0,0,0,1,0,0,2,1,1,7,12,8,6,6,2,3,2,0,1,2,0,1,0,1,0,0,0,0,26830
13281,Towns County ,GA,13,6,5,1,2,12,20,14,16,15,28,15,26,20,21,29,43,34,20,31,20,29,24,27,25,17,27,32,42,42,37,51,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,1,1,0,2,1,0,2,1,2,3,1,1,1,1,1,12037
13283,Treutlen County ,GA,13,4,3,2,4,7,16,11,20,22,25,19,35,26,22,13,5,14,5,14,13,12,8,7,6,5,3,3,6,21,27,32,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,2,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,6901
13285,Troup County ,GA,13,121,341,230,324,273,142,116,219,84,121,123,90,85,64,45,57,48,48,55,61,75,28,45,64,67,51,92,151,191,193,210,0,11,4,5,4,3,5,9,11,6,8,2,5,6,3,0,3,5,2,1,2,3,4,2,1,0,3,0,2,0,1,69922
13287,Turner County ,GA,13,15,12,16,8,5,8,25,0,19,21,16,11,4,6,4,6,11,13,7,6,4,5,12,5,7,11,11,19,35,11,26,0,1,2,0,0,2,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7985
13289,Twiggs County ,GA,13,1,3,2,0,7,10,15,12,26,25,17,22,8,5,8,6,8,7,6,5,6,8,6,4,10,5,14,17,28,27,50,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,2,0,0,1,0,1,1,2,0,1,0,0,0,0,8120
13291,Union County ,GA,13,3,4,3,12,10,31,27,38,44,45,68,72,71,45,80,67,90,47,36,18,25,30,38,29,51,35,57,71,68,70,120,0,1,1,0,0,1,0,2,0,1,0,0,3,4,3,0,3,1,1,3,0,1,3,2,2,2,2,1,2,1,0,24511
13293,Upson County ,GA,13,7,5,27,26,30,12,26,32,36,51,91,8,25,28,29,35,38,18,12,7,7,10,11,25,28,33,21,25,62,72,152,1,5,3,0,0,2,0,0,1,0,3,4,2,3,1,0,3,1,4,2,1,0,0,1,0,0,0,0,1,0,0,26320
13295,Walker County ,GA,13,29,26,63,30,29,32,34,52,91,152,109,94,117,112,160,168,66,87,54,95,88,97,137,138,200,154,147,316,304,252,299,0,2,3,6,1,0,2,0,2,0,1,2,2,4,1,3,6,3,2,3,0,3,0,3,0,1,1,2,0,1,1,69761
