countyFIPS,County Name,State,StateFIPS,2020-06-07_cases,2020-06-14_cases,2020-06-21_cases,2020-06-28_cases,2020-07-05_cases,2020-07-12_cases,2020-07-19_cases,2020-07-26_cases,2020-08-02_cases,2020-08-09_cases,2020-08-16_cases,2020-08-23_cases,2020-08-30_cases,2020-09-06_cases,2020-09-13_cases,2020-09-20_cases,2020-09-27_cases,2020-10-04_cases,2020-10-11_cases,2020-10-18_cases,2020-10-25_cases,2020-11-01_cases,2020-11-08_cases,2020-11-15_cases,2020-11-22_cases,2020-11-29_cases,2020-12-06_cases,2020-12-13_cases,2020-12-20_cases,2020-12-27_cases,2021-01-03_cases,2020-06-07_deaths,2020-06-14_deaths,2020-06-21_deaths,2020-06-28_deaths,2020-07-05_deaths,2020-07-12_deaths,2020-07-19_deaths,2020-07-26_deaths,2020-08-02_deaths,2020-08-09_deaths,2020-08-16_deaths,2020-08-23_deaths,2020-08-30_deaths,2020-09-06_deaths,2020-09-13_deaths,2020-09-20_deaths,2020-09-27_deaths,2020-10-04_deaths,2020-10-11_deaths,2020-10-18_deaths,2020-10-25_deaths,2020-11-01_deaths,2020-11-08_deaths,2020-11-15_deaths,2020-11-22_deaths,2020-11-29_deaths,2020-12-06_deaths,2020-12-13_deaths,2020-12-20_deaths,2020-12-27_deaths,2021-01-03_deaths,population
13083,Dade County ,GA,13,40,48,60,64,74,79,87,95,110,126,154,180,192,219,239,273,282,290,305,324,344,376,410,436,470,494,553,594,649,682,728,1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,5,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,16116
13085,Dawson County ,GA,13,113,118,124,133,153,175,202,237,298,377,484,590,669,726,754,792,814,847,858,886,908,927,949,978,1052,1121,1210,1331,1439,1577,1740,1,3,3,3,3,3,3,3,3,3,5,6,6,6,6,6,7,8,9,10,11,11,11,11,11,11,11,11,12,14,16,26108
13087,Decatur County ,GA,13,209,224,243,249,268,313,377,505,666,793,846,918,986,1014,1064,1108,1149,1206,1235,1259,1288,1315,1340,1374,1375,1382,1420,1473,1531,1580,1647,6,7,8,8,8,8,8,8,8,11,17,19,21,22,24,27,29,29,34,34,34,35,36,40,40,41,41,41,42,43,44,26404
13089,DeKalb County ,GA,13,4035,4334,4740,5450,6919,8255,9732,11159,12476,13923,15030,15959,16498,17089,17536,18072,18647,19128,19702,20275,20977,21678,22575,23634,24993,25934,27620,29638,31668,33816,36546,125,145,165,171,173,180,188,207,225,237,264,278,298,315,339,349,362,371,380,390,395,403,408,425,429,436,449,461,468,488,495,759297
13091,Dodge County ,GA,13,53,54,67,92,113,141,167,178,189,221,253,287,323,347,368,401,426,439,459,521,593,638,666,688,706,715,727,758,789,811,871,2,2,2,2,2,2,2,2,3,3,3,5,6,8,9,11,12,12,12,14,15,19,29,29,36,37,39,40,42,44,44,20605
13093,Dooly County ,GA,13,189,189,194,200,215,220,224,231,242,252,264,277,283,296,305,325,338,346,351,359,369,379,387,396,415,424,440,470,497,519,545,12,12,12,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,16,18,18,18,18,18,18,18,20,20,21,22,13390
13095,Dougherty County ,GA,13,1803,1837,1849,1883,1993,2158,2305,2459,2602,2694,2826,2904,2977,3021,3067,3124,3147,3170,3216,3262,3294,3318,3344,3374,3398,3435,3502,3627,3788,3910,4086,149,150,151,154,155,156,158,162,168,170,172,174,179,180,181,182,187,188,188,190,191,191,193,196,198,199,199,200,200,203,205,87956
13097,Douglas County ,GA,13,594,657,729,878,1103,1410,1733,2057,2317,2635,2874,3029,3154,3250,3350,3440,3550,3671,3838,3945,4066,4204,4366,4504,4745,4956,5283,5699,6142,6578,7184,25,28,35,36,36,39,41,46,49,51,58,62,64,67,68,69,69,69,70,71,72,73,77,79,81,82,86,95,96,97,98,146343
13099,Early County ,GA,13,249,253,255,260,275,305,321,326,346,360,383,398,409,431,446,469,493,513,519,529,550,558,569,590,604,615,622,650,668,693,718,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,33,33,33,34,35,35,35,36,36,36,37,38,39,39,39,10190
13101,Echols County ,GA,13,147,160,174,183,185,197,208,215,215,222,226,230,234,238,238,239,240,242,243,243,246,246,246,249,254,259,282,295,304,311,316,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4006
13103,Effingham County ,GA,13,78,86,99,127,200,284,400,533,631,727,823,946,1054,1173,1291,1376,1439,1506,1595,1689,1777,1863,1912,1965,2033,2092,2141,2209,2294,2375,2512,1,1,1,1,1,1,1,1,1,2,5,14,16,19,21,23,23,26,28,27,28,29,29,29,31,32,32,33,33,34,34,64296
13105,Elbert County ,GA,13,80,85,92,99,114,182,234,282,323,358,385,421,464,517,557,594,645,705,715,744,752,769,816,843,877,925,955,1013,1085,1121,1178,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,5,8,8,8,10,14,14,16,18,21,22,24,24,24,19194
13107,Emanuel County ,GA,13,31,46,65,105,146,210,259,326,426,511,591,659,758,830,915,993,1047,1102,1134,1163,1195,1216,1251,1262,1269,1278,1293,1313,1339,1386,1478,2,2,2,3,3,3,3,4,7,9,14,19,22,23,27,29,30,32,34,36,36,38,38,42,42,43,43,43,43,45,45,22646
13109,Evans County ,GA,13,6,7,16,19,30,52,93,165,220,250,313,332,360,383,401,414,428,432,443,461,480,489,492,501,514,520,527,534,562,582,599,0,0,0,0,0,0,0,1,1,1,3,4,5,5,5,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,10654
13111,Fannin County ,GA,13,54,67,77,94,107,129,190,235,281,334,368,414,439,499,535,597,651,709,752,780,820,838,862,906,947,989,1052,1125,1187,1242,1340,1,1,1,1,1,1,2,2,2,3,5,6,8,8,9,12,22,25,28,27,27,27,29,29,29,30,30,31,34,35,36,26188
13113,Fayette County ,GA,13,245,261,285,326,415,514,654,805,970,1120,1277,1412,1568,1628,1675,1745,1850,1922,1962,2040,2116,2193,2270,2369,2533,2674,2877,3103,3294,3590,3928,14,14,16,17,19,19,20,23,25,28,34,36,38,43,45,49,50,51,51,52,57,57,58,60,60,61,62,62,65,68,71,114421
13115,Floyd County ,GA,13,324,367,419,500,588,725,860,1047,1266,1504,1805,2015,2269,2501,2695,2975,3161,3313,3423,3610,3896,4114,4339,4591,4823,5048,5350,5742,6107,6464,6971,15,15,15,15,15,15,15,15,15,17,20,27,31,35,39,40,45,47,49,55,59,61,65,67,71,77,83,92,98,106,109,98498
13117,Forsyth County ,GA,13,549,595,655,788,949,1154,1372,1617,1926,2270,2569,2808,3079,3353,3528,3731,4007,4211,4375,4550,4687,4906,5088,5336,5787,6193,6680,7396,8098,8829,9750,12,13,14,15,15,15,16,16,20,22,27,31,33,36,40,42,45,47,48,51,52,54,55,56,60,61,65,68,74,79,81,244252
13119,Franklin County ,GA,13,132,138,158,187,217,261,292,322,365,401,456,499,537,604,657,713,752,775,804,834,919,962,1011,1046,1115,1180,1242,1332,1454,1589,1698,1,1,1,1,1,1,3,3,4,6,6,9,11,11,11,11,13,13,16,17,17,18,18,19,19,19,19,21,21,21,21,23349
13121,Fulton County ,GA,13,4845,5111,5569,6615,8675,10611,13117,15843,18079,20276,21993,23751,24801,25631,26225,26992,27529,28096,29072,29819,30838,31753,32694,33935,35786,37351,39566,42467,45576,49027,52709,252,285,301,311,315,323,339,371,398,430,474,490,515,545,555,564,575,579,591,606,618,628,636,651,656,670,683,707,718,731,740,1063937
13123,Gilmer County ,GA,13,160,169,178,181,196,249,354,426,512,620,684,716,745,771,784,794,818,859,926,979,1027,1064,1091,1126,1173,1216,1269,1369,1462,1561,1673,1,1,2,2,2,2,2,3,3,4,4,5,7,9,10,11,12,13,13,19,22,22,24,26,26,29,29,29,30,31,33,31369
13125,Glascock County ,GA,13,1,1,3,7,10,15,17,19,22,24,27,33,33,35,37,37,38,40,40,43,49,52,54,59,63,63,66,69,78,84,94,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2971
13127,Glynn County ,GA,13,155,188,305,533,1180,1553,1834,2097,2311,2533,2750,2875,3032,3194,3321,3416,3454,3520,3561,3623,3706,3792,3869,3970,4056,4146,4227,4335,4485,4685,4891,2,2,3,4,6,9,12,20,34,47,56,64,70,82,85,94,95,96,98,101,104,104,105,108,108,111,115,118,120,123,124,85292
13129,Gordon County ,GA,13,203,253,295,353,438,531,679,827,1014,1183,1335,1439,1522,1598,1680,1783,1846,1912,1993,2154,2318,2455,2612,2768,2937,3070,3225,3465,3722,3939,4181,16,18,18,18,18,18,19,21,23,23,24,25,29,31,35,36,36,39,39,42,44,47,50,53,53,55,55,55,55,57,61,57963
13131,Grady County ,GA,13,119,137,164,185,229,250,286,357,407,480,560,626,662,695,729,752,774,807,828,843,851,871,888,895,897,917,932,961,1001,1035,1100,4,4,4,4,4,4,4,4,5,5,7,8,12,17,19,21,22,23,23,25,25,25,25,26,27,27,27,27,27,27,28,24633
13133,Greene County ,GA,13,79,86,88,97,104,117,161,203,248,308,361,396,433,467,482,492,501,516,541,555,569,584,597,606,625,643,675,720,803,887,978,7,8,9,9,9,10,10,11,11,12,13,14,16,21,21,23,23,24,24,25,25,25,25,26,26,26,26,26,26,26,26,18324
13135,Gwinnett County ,GA,13,4535,5244,6284,7688,9645,11326,13444,15315,17781,19808,21534,23096,24182,25107,25806,26618,27358,28074,28796,29689,30306,31218,32167,33509,35025,36578,38978,42301,45607,48887,53549,137,152,162,169,173,183,198,216,240,260,289,306,333,359,375,391,404,414,424,433,440,450,459,473,484,494,513,527,538,554,565,936250
13137,Habersham County ,GA,13,559,593,638,662,717,762,854,937,1037,1141,1212,1268,1327,1402,1444,1557,1639,1733,1778,1828,1869,1909,1941,2018,2169,2302,2496,2756,3079,3371,3640,25,30,34,35,36,41,41,47,48,49,52,57,62,63,63,66,67,71,72,74,76,76,76,76,77,80,82,82,82,86,89,45328
13139,Hall County ,GA,13,2617,2747,2939,3117,3406,3833,4394,4860,5523,6080,6552,7004,7605,8143,8362,8785,9247,9618,9964,10331,10595,10845,11172,11481,11908,12352,13169,14297,15625,16798,17925,50,55,58,59,60,63,66,71,79,91,105,116,125,133,137,144,152,158,162,168,173,179,184,188,190,193,199,200,206,213,222,204441
13141,Hancock County ,GA,13,199,202,206,210,220,229,242,259,282,318,338,346,356,370,375,386,391,399,405,412,413,419,422,430,454,479,520,528,544,574,646,26,30,32,32,32,33,33,34,34,35,35,39,39,39,41,41,42,43,43,44,44,44,45,45,45,46,46,46,46,46,47,8457
13143,Haralson County ,GA,13,52,57,64,68,85,107,134,169,192,213,251,289,330,365,401,438,473,518,546,598,632,673,733,779,844,884,932,1031,1120,1190,1258,4,4,4,5,5,5,6,6,6,6,7,7,7,8,8,8,8,9,9,10,10,11,15,17,18,20,20,21,23,23,23,29792
13145,Harris County ,GA,13,127,202,245,306,376,425,504,556,620,656,685,711,723,747,764,777,793,805,818,835,849,857,878,898,925,955,995,1044,1124,1210,1351,6,6,8,9,11,12,13,14,16,17,17,19,21,21,21,21,22,22,24,25,25,25,26,26,27,28,28,28,29,29,29,35236
13147,Hart County ,GA,13,39,43,50,56,84,112,152,200,266,305,350,383,408,436,465,484,507,528,542,556,573,601,623,655,692,728,794,876,983,1086,1205,0,0,0,0,0,0,0,0,2,7,8,10,10,11,11,13,13,13,14,16,16,17,19,19,20,20,20,20,20,20,21,26205
13149,Heard County ,GA,13,36,43,45,48,64,82,101,119,130,143,152,161,169,180,181,189,194,201,203,210,225,241,254,264,279,289,316,362,383,412,434,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,8,8,9,10,10,11923
13151,Henry County ,GA,13,761,851,956,1141,1448,1769,2163,2591,2987,3364,3735,4117,4399,4583,4734,4977,5208,5416,5649,5905,6136,6395,6652,6910,7276,7644,8187,8928,9687,10502,11574,22,29,31,33,33,34,34,38,42,47,59,66,78,88,93,98,100,104,106,110,112,114,122,125,126,130,132,136,140,145,145,234561
13153,Houston County ,GA,13,402,435,504,578,747,990,1217,1476,1785,1976,2218,2431,2616,2768,2869,3043,3139,3195,3297,3434,3571,3740,3856,3968,4154,4302,4502,4828,5271,5795,6450,19,20,20,23,24,30,33,40,49,59,62,63,67,71,74,77,82,84,86,89,94,95,97,99,104,104,104,104,105,112,114,157863
13155,Irwin County ,GA,13,34,38,46,56,76,104,109,126,156,167,178,200,220,245,268,284,295,323,339,347,356,361,370,383,398,415,429,455,497,540,570,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,5,6,6,8,8,10,11,11,11,11,11,11,11,11,9416
13157,Jackson County ,GA,13,229,260,304,354,433,520,618,779,950,1063,1188,1311,1480,1652,1735,1883,1987,2066,2149,2253,2351,2473,2617,2794,2976,3151,3454,3864,4349,4822,5328,7,7,7,10,10,12,12,13,13,16,17,21,25,27,28,30,32,34,37,40,40,42,44,46,48,51,53,54,57,61,64,72977
13159,Jasper County ,GA,13,48,56,62,66,77,89,102,109,124,162,176,187,190,194,202,210,221,225,232,241,244,249,253,264,268,283,303,330,364,388,421,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,6,14219
13161,Jeff Davis County ,GA,13,46,54,73,102,127,158,210,296,394,451,532,598,639,663,680,703,716,730,747,773,785,811,818,825,830,836,849,874,901,937,986,1,2,2,2,3,3,3,5,6,8,8,9,11,12,15,19,20,20,22,22,23,23,27,27,28,29,30,30,30,31,31,15115
13163,Jefferson County ,GA,13,50,54,68,93,139,204,284,372,434,497,567,618,654,708,745,767,793,815,825,831,852,857,870,906,938,952,986,1023,1069,1114,1176,1,1,1,1,1,2,5,5,6,7,11,13,16,20,21,23,28,30,31,32,32,33,35,37,38,38,38,38,38,38,38,15362
13165,Jenkins County ,GA,13,29,45,73,95,122,139,189,210,230,244,263,283,309,345,372,396,421,438,455,462,464,472,477,484,486,487,488,494,507,512,542,2,6,9,11,12,13,14,19,22,24,24,24,25,26,29,29,29,30,31,32,32,32,33,33,34,34,34,34,34,34,34,8676
13167,Johnson County ,GA,13,77,77,80,87,102,126,153,208,227,241,264,286,312,369,402,410,415,420,433,438,439,439,442,447,458,465,469,486,522,531,559,2,2,2,2,2,2,2,4,10,11,12,13,13,14,18,22,22,22,22,22,22,23,24,27,27,28,28,29,29,30,31,9643
13169,Jones County ,GA,13,49,51,51,62,103,134,184,222,261,306,348,381,449,486,509,532,553,573,600,627,642,657,676,698,725,746,778,837,898,980,1091,0,0,0,0,0,0,1,1,3,3,4,4,4,4,5,8,8,10,13,14,16,17,17,17,20,20,20,23,23,23,23,28735
13171,Lamar County ,GA,13,76,79,90,112,131,148,165,196,223,274,294,311,323,332,343,351,365,381,390,402,419,432,453,482,517,553,589,643,710,757,858,3,5,6,6,6,6,7,8,9,12,14,15,16,17,17,17,18,19,19,19,19,20,20,22,23,23,23,24,25,26,27,19077
13173,Lanier County ,GA,13,32,98,115,129,152,164,181,201,210,219,231,244,247,276,285,294,295,297,305,314,318,320,324,329,332,338,348,357,375,386,405,2,2,2,3,3,3,3,4,4,4,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,10423
13175,Laurens County ,GA,13,109,117,131,156,225,365,477,596,749,910,1128,1223,1323,1398,1491,1586,1651,1719,1840,1896,1970,2038,2107,2141,2168,2221,2303,2390,2512,2640,2799,1,1,1,1,1,1,1,2,4,8,19,34,45,50,56,62,69,75,81,86,86,89,94,103,107,107,108,112,112,113,114,47546
13177,Lee County ,GA,13,367,373,380,385,402,425,448,480,515,539,607,635,641,654,672,690,698,710,724,737,746,756,764,776,793,819,846,895,957,1023,1126,22,22,22,22,22,22,22,22,22,22,23,23,24,25,25,25,25,26,26,27,29,30,31,32,32,32,32,32,32,32,32,29992
13179,Liberty County ,GA,13,86,95,101,114,158,251,363,476,605,720,803,866,929,956,1006,1062,1108,1143,1164,1196,1233,1287,1345,1396,1433,1481,1537,1621,1687,1766,1842,1,1,1,1,1,1,2,2,2,3,7,13,17,19,20,22,22,23,24,24,25,25,26,28,28,29,29,30,30,30,30,61435
13181,Lincoln County ,GA,13,16,18,23,36,51,64,86,103,129,141,168,185,192,200,204,210,213,214,219,221,232,241,251,262,272,281,286,299,312,327,340,1,1,1,1,1,2,2,3,4,4,5,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9,9,7921
13183,Long County ,GA,13,16,23,31,37,57,68,81,95,114,126,145,170,183,194,212,230,251,256,260,269,275,279,289,291,304,314,328,353,391,420,467,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,19559
13185,Lowndes County ,GA,13,456,631,931,1144,1426,1847,2211,2645,2971,3178,3256,3360,3468,3594,3711,3814,3900,3987,4128,4300,4445,4535,4657,4811,5013,5205,5431,5623,5820,5989,6198,4,4,4,9,12,18,19,25,32,44,50,56,65,72,73,76,82,84,85,85,85,87,90,93,94,94,95,97,97,99,99,117406
13187,Lumpkin County ,GA,13,102,107,118,135,145,172,204,240,301,342,417,559,701,786,806,874,908,939,967,1012,1038,1064,1088,1145,1214,1266,1345,1483,1622,1776,1941,1,1,2,3,3,4,4,5,6,6,9,10,12,12,12,14,14,14,14,14,15,15,18,19,19,19,19,19,19,20,22,33610
13189,McDuffie County ,GA,13,72,74,78,89,125,156,197,234,293,352,415,474,512,529,556,579,601,615,638,662,674,703,727,747,777,788,814,873,906,956,1015,5,5,5,6,7,8,8,9,9,10,10,12,12,13,13,13,14,14,14,15,15,16,17,19,19,20,21,21,21,22,23,21312
13191,McIntosh County ,GA,13,15,19,25,30,66,79,102,124,150,184,211,231,245,264,274,282,290,296,298,300,304,316,326,336,346,362,373,407,421,439,463,1,1,1,1,1,1,1,2,2,2,3,4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,14378
13193,Macon County ,GA,13,106,110,112,113,119,138,150,160,174,177,189,195,204,213,223,227,233,236,239,242,248,255,263,272,285,293,308,329,338,352,396,6,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,13,14,14,15,15,15,15,15,12947
13195,Madison County ,GA,13,65,73,78,89,121,166,225,275,335,394,447,493,532,565,616,664,691,714,736,754,780,815,853,901,956,1011,1126,1247,1381,1512,1682,1,2,4,4,4,4,4,4,4,6,7,7,8,8,8,8,8,8,10,11,11,11,12,12,13,13,13,15,15,16,17,29880
13197,Marion County ,GA,13,59,62,74,78,87,100,111,125,143,150,162,163,169,178,178,187,190,193,194,195,196,205,208,213,214,220,221,223,240,249,265,2,2,2,2,2,3,3,4,4,5,5,5,6,6,7,8,8,9,9,9,9,9,10,10,10,10,10,10,10,10,10,8359
13199,Meriwether County ,GA,13,108,126,150,178,217,251,282,321,355,390,436,455,481,501,518,534,544,558,563,574,594,599,611,620,630,636,657,692,753,809,901,2,2,2,2,3,3,4,5,5,6,7,8,9,11,11,12,13,14,14,16,16,16,19,19,19,19,19,19,19,20,20,21167
13201,Miller County ,GA,13,42,45,45,47,52,60,72,108,129,143,164,199,212,228,233,241,260,278,295,297,308,316,332,342,345,353,358,375,392,429,464,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5718
13205,Mitchell County ,GA,13,418,431,434,444,459,492,518,555,617,650,673,688,710,727,752,779,806,824,840,844,845,849,866,875,881,892,918,972,1033,1087,1181,34,37,38,38,38,40,41,41,41,41,41,42,44,45,45,45,45,45,45,45,45,46,46,47,47,48,49,49,49,49,49,21863
13207,Monroe County ,GA,13,123,130,136,156,203,225,300,367,423,460,501,538,591,610,627,659,686,706,728,743,753,774,803,826,876,910,953,1031,1110,1209,1321,11,14,15,16,18,19,20,22,23,25,30,33,41,43,44,48,51,52,53,53,53,55,55,59,59,59,59,59,59,60,61,27578
13209,Montgomery County ,GA,13,13,21,26,31,33,54,78,105,129,153,178,201,213,242,261,292,304,323,343,356,370,370,371,380,385,392,401,417,444,508,565,0,0,0,0,0,0,0,0,1,2,2,3,3,4,5,5,5,5,7,9,9,9,9,9,9,9,9,9,9,9,9,9172
13211,Morgan County ,GA,13,39,40,45,49,66,80,107,155,219,274,320,381,414,436,451,470,481,489,504,515,524,540,552,559,571,585,605,642,704,753,818,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,3,4,5,6,6,6,6,7,7,7,7,7,8,8,19276
13213,Murray County ,GA,13,109,144,167,196,256,294,382,465,535,604,655,683,708,731,758,795,826,853,892,954,1023,1105,1218,1366,1603,1764,1933,2113,2302,2498,2767,1,1,1,2,2,2,2,2,2,2,3,3,3,4,5,5,6,6,7,8,9,10,11,14,20,23,23,31,38,40,40,40096
13215,Muscogee County ,GA,13,796,1018,1186,1528,2139,2776,3382,3840,4307,4748,5066,5286,5440,5615,5732,5864,6009,6100,6191,6260,6339,6419,6530,6632,6767,6923,7160,7596,8010,8499,9218,21,26,34,43,52,56,64,75,82,96,109,120,134,151,159,163,169,171,173,173,174,175,178,184,185,188,191,195,196,202,202,195769
13217,Newton County ,GA,13,394,419,486,571,716,914,1177,1368,1596,1787,2012,2159,2295,2380,2439,2529,2581,2639,2694,2783,2842,2925,3031,3113,3256,3393,3571,3907,4212,4459,4848,10,11,11,11,12,15,19,24,35,40,49,58,60,65,76,80,88,91,91,94,95,96,99,101,105,105,107,108,111,119,120,111744
13219,Oconee County ,GA,13,124,128,134,146,184,236,289,340,394,437,472,511,551,618,664,708,739,771,798,828,861,877,910,943,976,1033,1113,1207,1367,1560,1835,9,9,10,10,10,13,14,15,15,15,16,20,20,20,24,26,26,26,27,27,30,31,32,33,35,35,35,35,35,39,41,40280
13221,Oglethorpe County ,GA,13,66,74,81,88,98,106,137,162,187,214,252,264,280,290,297,317,330,346,375,391,413,432,446,454,475,500,528,571,633,695,794,7,7,7,7,7,7,7,7,7,7,7,8,9,11,11,11,11,11,11,11,12,13,13,13,13,13,13,13,13,13,13,15259
13223,Paulding County ,GA,13,353,407,470,563,683,858,1043,1222,1430,1678,1886,2063,2262,2438,2588,2716,2776,2860,2933,3022,3113,3251,3396,3548,3826,4018,4330,4725,5187,5625,6285,12,13,13,15,16,16,16,18,19,22,26,30,34,42,44,49,53,58,59,60,60,61,68,70,73,76,83,87,93,100,104,168667
13225,Peach County ,GA,13,78,89,93,98,120,148,195,250,326,385,451,502,564,586,616,658,670,684,704,734,766,805,831,861,902,942,984,1030,1080,1150,1255,5,8,9,9,9,9,9,10,12,14,15,15,16,18,19,21,24,24,24,24,26,26,26,27,27,28,28,29,29,29,32,27546
13227,Pickens County ,GA,13,52,66,80,89,101,118,166,218,290,380,444,476,517,538,571,602,618,632,656,693,759,820,865,936,973,1027,1106,1213,1328,1423,1592,4,4,5,5,5,5,5,5,5,5,6,6,6,8,8,9,9,9,9,9,10,10,12,13,13,13,14,14,14,15,16,32591
13229,Pierce County ,GA,13,118,129,139,161,199,256,312,353,378,400,442,492,518,538,563,591,606,621,632,647,674,688,712,721,730,740,753,775,809,862,919,4,4,4,4,5,5,5,5,6,8,9,10,12,14,15,17,20,22,23,24,24,24,25,26,26,26,26,27,27,27,27,19465
13231,Pike County ,GA,13,62,70,81,88,103,115,140,164,192,215,241,263,276,288,297,314,326,348,363,374,385,395,406,420,447,465,489,520,571,603,674,3,3,3,3,3,3,3,3,4,4,6,8,8,8,8,9,10,10,11,11,11,11,12,12,12,12,12,12,12,14,14,18962
13233,Polk County ,GA,13,141,164,182,205,234,325,415,521,675,802,958,1072,1212,1278,1337,1400,1476,1516,1555,1619,1698,1751,1805,1881,1945,2009,2060,2167,2277,2439,2667,1,1,1,1,1,1,2,5,9,11,11,12,15,17,17,17,17,18,21,25,27,28,29,30,32,33,34,37,40,42,44,42613
13235,Pulaski County ,GA,13,43,46,46,49,54,60,70,74,86,115,139,162,210,262,295,310,312,318,320,325,335,340,347,358,368,381,391,401,419,429,446,2,2,2,2,2,2,2,2,2,2,3,4,7,10,11,13,22,22,22,23,23,23,23,24,24,24,25,25,25,25,25,11137
13237,Putnam County ,GA,13,100,109,120,137,181,221,272,307,381,428,476,567,610,640,657,675,688,715,747,771,788,821,851,869,884,903,934,989,1054,1122,1198,9,11,11,12,12,12,13,17,17,18,18,18,20,21,23,23,24,24,27,27,27,27,28,28,30,30,30,30,31,31,31,22119
13239,Quitman County ,GA,13,14,14,15,15,18,22,24,25,29,29,31,31,31,31,31,32,32,34,38,38,38,41,42,43,44,44,45,46,48,49,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2299
13241,Rabun County ,GA,13,26,31,35,41,57,81,118,154,191,215,234,254,278,297,308,320,340,378,397,412,425,437,454,499,545,578,651,771,877,977,1070,1,2,3,3,3,3,3,3,3,3,3,4,5,7,7,7,9,10,11,11,11,11,11,11,11,11,12,14,15,17,17,17137
13243,Randolph County ,GA,13,183,190,194,197,201,212,223,235,259,271,287,303,310,320,327,331,331,331,336,338,339,340,341,344,344,346,347,347,349,356,363,19,21,23,25,25,25,25,26,26,26,26,27,27,27,27,28,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,6778
13245,Richmond County ,GA,13,628,680,747,862,1279,1613,2208,2815,3719,4355,5064,5641,5965,6245,6570,6867,7101,7270,7490,7708,7893,8160,8386,8783,9166,9484,10023,10878,11611,12202,13063,30,36,42,48,54,60,63,74,83,90,97,114,125,138,148,153,162,167,172,174,181,185,189,191,192,196,200,203,213,218,219,202518
13247,Rockdale County ,GA,13,313,343,377,436,552,700,865,982,1169,1318,1471,1590,1638,1709,1751,1811,1852,1896,1946,2025,2108,2175,2267,2339,2456,2571,2745,3013,3248,3454,3781,8,9,9,10,10,11,11,12,16,17,26,28,32,32,32,35,36,37,40,40,40,41,42,46,50,54,56,58,63,69,70,90896
13249,Schley County ,GA,13,18,18,22,24,26,29,31,44,51,66,79,90,94,97,102,104,105,106,107,108,109,109,115,118,120,124,134,140,148,153,160,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5257
13251,Screven County ,GA,13,57,63,75,89,98,109,135,151,173,198,228,251,281,313,345,380,414,424,433,444,450,454,458,463,467,469,472,486,501,516,558,3,4,4,6,7,7,8,9,9,9,9,9,9,9,9,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13966
13253,Seminole County ,GA,13,46,48,48,50,51,55,71,91,145,196,242,259,282,309,325,344,356,367,374,380,392,396,409,447,463,476,493,508,538,553,576,2,2,2,2,2,2,2,2,2,4,5,8,8,8,8,9,9,9,10,11,11,11,11,12,12,12,12,12,12,12,12,8090
13255,Spalding County ,GA,13,295,316,342,383,467,565,652,750,861,937,1036,1111,1163,1217,1249,1279,1333,1364,1415,1477,1574,1631,1700,1756,1833,1923,2007,2152,2333,2491,2643,21,24,31,32,32,33,33,36,39,41,43,45,50,54,54,56,61,61,62,62,62,63,66,68,70,73,77,80,81,86,86,66703
13257,Stephens County ,GA,13,144,152,165,212,262,321,402,476,556,621,696,754,820,896,922,1000,1055,1123,1193,1239,1263,1293,1321,1372,1433,1510,1629,1774,1950,2085,2236,3,4,5,6,6,6,6,6,10,12,17,19,26,28,31,33,38,38,41,41,41,42,43,45,45,45,45,47,48,48,48,25925
13259,Stewart County ,GA,13,57,62,78,112,184,214,233,237,248,255,275,315,354,377,410,462,521,521,523,526,535,568,568,568,572,574,582,589,600,603,613,1,1,1,3,3,3,4,5,5,7,10,10,11,11,13,13,14,15,16,16,16,16,17,17,17,17,17,17,17,17,17,6621
